,Unnamed: 0,Unnamed: 0.1,title,FILM_runtime,FILM_stars,FILM_directors,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres.1,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_weekly_gross,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_release_year,FILM_mpaa_rating_number,GENRE_1,GENRE_2,GENRE_3,GENRE_4,GENRE_5,GENRE_Action,GENRE_Adventure,GENRE_Animation,GENRE_Biography,GENRE_Comedy,GENRE_Crime,GENRE_Documentary,GENRE_Drama,GENRE_Family,GENRE_Fantasy,GENRE_Horror,GENRE_Music,GENRE_Musical,GENRE_Mystery,GENRE_Romance,GENRE_Sport,GENRE_Thriller,GENRE_War,GENRE_Western,FILM_CPI,BWAY_CPI,FILM_budget_adj,FILM_domestic_gross_adj,FILM_worldwide_gross_adj,BWAY_total_weekly_gross_adj,BWAY_average_weekly_gross_adj
0,0,24792,"'night, Mother",96.0,"['Sissy Spacek', 'Anne Bancroft', 'Ed Berke']",['Tom Moore'],"'night, Mother",1.0,"['contentRating: PG-13', 'actor:', '{', '@type: Person', 'url: /name/nm0000651/', 'name: Sissy Spacek', '}', '{', '@type: Person', 'url: /name/nm0000843/', 'name: Anne Bancroft', '}', '{', '@type: Person', 'url: /name/nm0075303/', 'name: Ed Berke', '}', '{', '@type: Person', 'url: /name/nm0730306/', 'name: Carol Robbins', '}']",5237456.983273721,441863.0,441863.0,3,1987-01-29,tt0090556,"'night, Mother",96,Drama,2011480.0,7329105.0,65,26,2004-10-24,167623.33333333337,52.46999999999999,0.3994666666666665,86.25,1078.0,1987-01-01,3.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.6,191.0,46930.61812969285,3959.345878136201,3959.345878136201,10531.30890052356,877.6090750436302
1,1,26229,13,104.0391135558465,"['Ismo Kallio', 'Seija Lampila', 'Lasse Liemola']",['Aarre Elo'],Not found,0.0,"['contentRating: PG-13', 'actor:', '{', '@type: Person', 'url: /name/nm0000651/', 'name: Sissy Spacek', '}', '{', '@type: Person', 'url: /name/nm0000843/', 'name: Anne Bancroft', '}', '{', '@type: Person', 'url: /name/nm0075303/', 'name: Ed Berke', '}', '{', '@type: Person', 'url: /name/nm0730306/', 'name: Carol Robbins', '}']",15115293.248604827,33744643.47210504,59254017.99328434,0,1966-01-18,tt0798817,13,91,"Crime,Drama,Thriller",4436369.0,12660172.0,105,22,2008-09-21,277273.0625,58.883125,0.5487625,198.5,1042.0,1966-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,216.57299999999998,472352.91401890083,1054520.1085032825,1851688.0622901355,20484.40479653512,1280.275299783445
2,2,5237,1776,141.0,"['William Daniels', 'Howard Da Silva', 'Ken Howard']",['Peter H. Hunt'],1776,1.0,['Not found'],4000000.0,26285523.615504123,31111346.3397974,1,1972-11-17,tt0068156,1776,141,"Drama,Family,History",13667789.0,29237441.0,333,34,1997-07-20,297125.847826087,40.464565217391296,0.7918021739130439,72.06521739130434,1351.1739130434785,1972-01-01,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,160.8,94117.64705882352,618482.908600097,732031.6785834682,84998.68781094527,1847.797561107506
3,3,21055,1984,90.0,"[""Edmond O'Brien"", 'Michael Redgrave', 'Jan Sterling']",['Michael Anderson'],1984,0.0,"['Drama', 'Family', 'History', 'Musical']",15139210.376180647,34352068.8822771,60397011.747501,0,1956-09-01,tt0048918,1984,90,"Drama,Sci-Fi",6859820.120000001,15831077.0,125,38,2017-05-21,326658.10095238104,61.16190476190476,0.7138857142857142,249.0,970.0,1956-01-01,0.0,Drama,Family,History,Musical,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,27.4,251.71400000000003,552525.9261379798,1253725.1416889455,2204270.501733613,27252.4377666717,1297.7351317462715
4,6,25469,A Bronx Tale,121.0,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato']",['Robert De Niro'],A Bronx Tale,0.0,['nan'],22000000.0,17287898.0,17287898.0,4,1993-10-01,tt0106489,A Bronx Tale,121,"Crime,Drama,Romance",68722968.43999995,84757024.0,700,28,2016-11-06,746988.7873913038,100.18391304347828,0.8986597826086953,246.2391304347826,1044.0,1993-01-01,4.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.7,249.959,150995.1956074125,118654.07000686343,118654.07000686343,274936.963422001,2988.4452545869676
5,7,5163,A Chorus Line,120.0,"['Christine Achico', 'Sheldon Chaney', 'Mariano Foulquie']","['Rennie Cowan', 'Chance Taylor']",Not found,0.0,"['Crime', 'Drama', 'Romance']",25000.0,21958315.975511275,41898318.39590371,0,2015-05-15,tt0088915,A Chorus Line,113,"Drama,Music,Musical",106462964.0,78772513.0,2799,18,1985-06-09,299895.67323943664,42.893915492957724,0.6450270422535216,280.6375,1352.456338028169,2015-01-01,0.0,Crime,Drama,Romance,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,242.06400000000002,107.8,103.27847180910832,90712.85269809337,173087.77181201542,987597.06864564,2781.9635736496907
6,8,6804,A Christmas Carol,96.0,"['Jim Carrey', 'Gary Oldman', 'Colin Firth']",['Robert Zemeckis'],A Christmas Carol: An IMAX 3D Experience,0.0,"['actor:', '{', '@type: Person', 'url: /name/nm9869979/', 'name: Christine Achico', '}', '{', '@type: Person', 'url: /name/nm8350721/', 'name: Sheldon Chaney', '}', '{', '@type: Person', 'url: /name/nm4685954/', 'name: Mariano Foulquie', '}', '{', '@type: Person', 'url: /name/nm7466499/', 'name: Sarah J. Halstead', '}']",200000000.0,137855863.0,325286646.0,2,2009-11-06,tt0029992,A Christmas Carol,69,"Drama,Family,Fantasy",9227943.83,8228171.0,119,19,1991-12-22,512663.5461111111,73.53444444444446,0.8741722222222221,286.9,1102.111111111111,2009-01-01,2.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.949,138.1,926144.598956235,638372.3147595034,1506312.3515274439,66820.73736422883,3712.2631869016013
7,9,24646,A Christmas Story,104.4024676552432,Not found,Not found,The Night Before Christmas,0.0,"['Animation', 'Drama', 'Family', 'Fantasy']",15386457.521708556,32885946.217731666,59938023.20558176,0,2015-01-02,tt0085334,A Christmas Story,94,"Comedy,Family",8633547.0,11751311.0,51,15,2012-11-11,1079193.375,94.0925,0.8903125,229.25,1509.5,2015-01-01,0.0,Animation,Drama,Family,Fantasy,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,240.172,229.601,64064.32690616956,136926.64514486145,249562.90993780192,37602.39284672105,4700.299105840131
8,10,23689,A Day in the Death of Joe Egg,150.0,"['Eddie Izzard', 'Victoria Hamilton', 'Prunella Scales']",['Robin Lough'],Not found,0.0,['Not found'],15325564.934194647,31476198.881237026,57244694.98217027,0,2002-03-13,tt0068450,A Day in the Death of Joe Egg,106,"Comedy,Drama",2874477.0,4329000.0,69,24,2003-03-16,239539.75,45.175,0.9180166666666668,65.0,740.0,2002-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.8,183.8,85236.7348954096,175062.2852126642,318379.83861051314,15639.156692056582,1303.2630576713818
9,11,23722,A Delicate Balance,133.0,"['Katharine Hepburn', 'Paul Scofield', 'Lee Remick']",['Tony Richardson'],Balansgång,1.0,"['actor:', '{', '@type: Person', 'url: /name/nm0412850/', 'name: Eddie Izzard', '}', '{', '@type: Person', 'url: /name/nm0358200/', 'name: Victoria Hamilton', '}', '{', '@type: Person', 'url: /name/nm0768795/', 'name: Prunella Scales', '}', '{', '@type: Person', 'url: /name/nm0912353/', 'name: John Warnaby', '}']",15675099.942962127,33741097.38132611,63469900.96304795,2,1976-04-01,tt0069958,A Delicate Balance,133,Drama,18418588.0,19203192.0,293,63,1996-03-31,409301.95555555547,68.69288888888886,0.8409111111111109,160.42222222222222,968.2,1976-01-01,2.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1,156.3,279413.54622035875,601445.586119895,1131370.7836550437,117841.2539987204,2618.694533304897
10,12,17620,A Doll's House,144.0,"['Hattie Morahan', 'Dominic Rowan', 'Steve Toussaint']",['Robert Delamere'],Not found,0.0,"['contentRating: PG', 'actor:', '{', '@type: Person', 'url: /name/nm0000031/', 'name: Katharine Hepburn', '}', '{', '@type: Person', 'url: /name/nm0006890/', 'name: Paul Scofield', '}', '{', '@type: Person', 'url: /name/nm0001665/', 'name: Lee Remick', '}', '{', '@type: Person', 'url: /name/nm0003679/', 'name: Kate Reid', '}']",15533715.095316712,30950029.994863514,57980494.49143584,0,2012-01-01,tt0007867,A Doll's House,50,Drama,6495976.0,4264180.0,150,8,1997-03-30,282433.73913043475,44.68304347826087,0.8914608695652173,60.0,1018.0,2012-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.665,160.2,68531.59991757313,136545.25398655952,255798.18009589412,40549.163545568044,1763.0071106768712
11,13,25375,A Few Good Men,138.0,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore']",['Rob Reiner'],A Few Good Men,4.0,"['contentRating: Not Rated', 'actor:', '{', '@type: Person', 'url: /name/nm0602455/', 'name: Hattie Morahan', '}', '{', '@type: Person', 'url: /name/nm0746393/', 'name: Dominic Rowan', '}', '{', '@type: Person', 'url: /name/nm0869750/', 'name: Steve Toussaint', '}']",41000000.0,141340178.0,243240178.0,4,1992-12-11,tt0104257,A Few Good Men,138,"Drama,Thriller",7729208.0,0.0,497,15,1989-11-05,118910.89230769232,23.665692307692307,0.6400784615384616,,997.0,1992-01-01,4.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.6,126.1,287517.5315568023,991165.3436185133,1705751.5988779804,61294.27438540841,942.9888366985911
12,14,5234,A Funny Thing Happened on the Way to the Forum,99.0,"['Zero Mostel', 'Phil Silvers', 'Buster Keaton']",['Richard Lester'],A Funny Thing Happened on the Way to the Forum,0.0,"['Drama', 'Thriller']",2000000.0,17171663.909199994,27474258.450071946,0,1966-10-16,tt0060438,A Funny Thing Happened on the Way to the Forum,99,"Comedy,Musical",48856284.0,26816104.0,715,35,1996-03-24,519747.7021276597,51.99308510638297,0.7623734042553194,70.0,1617.0,1966-01-01,0.0,Drama,Thriller,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32.9,156.3,60790.273556231004,521935.07322796335,835083.8434672324,312580.1919385796,3325.3211908359544
13,15,26257,A Life in the Theatre,104.16726398030228,"['Peter Evans', 'Ellis Rabb']","['Kirk Browning', 'Gerald Gutierrez']",Not found,0.0,"['Comedy', 'Musical']",15113530.954016626,33142889.88904086,58287082.47462918,0,1979-10-03,tt0199716,A Life in the Theatre,\N,"Comedy,Drama",2583745.0,9775872.0,56,24,2010-09-26,258374.5,57.937,0.5342100000000001,250.0,1071.0,1979-01-01,0.0,Comedy,Musical,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75.9,218.71099999999998,199124.25499363142,436665.2159293921,767945.7506538758,11813.511894692083,1181.3511894692083
14,16,5308,A Little Night Music,124.0,"['Elizabeth Taylor', 'Diana Rigg', 'Len Cariou']",['Harold Prince'],A Little Night Music,0.0,"['Comedy', 'Drama']",15711488.319701133,40155498.15980115,73909709.27696608,2,1980-05-21,tt0076319,A Little Night Music,124,"Comedy,Musical,Romance",38606667.0,50154705.0,425,20,2009-11-29,689404.7678571428,103.69017857142862,0.8901464285714286,325.39285714285717,931.0,1980-01-01,2.0,Comedy,Drama,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.7,215.949,189981.72091537042,485556.2050761928,893708.6974240155,178776.78062875956,3192.442511227849
15,17,22502,A Man for All Seasons,150.0,"['Charlton Heston', 'Vanessa Redgrave', 'John Gielgud']",['Charlton Heston'],Un hombre de dos reinos,1.0,"['Comedy', 'Musical', 'Romance']",15275822.686646987,32135346.41749684,57914191.39535368,0,1988-12-21,tt0060665,A Man for All Seasons,120,"Biography,Drama,History",3612196.0,6882891.0,73,29,2008-09-14,258014.0,55.90357142857143,0.8537142857142858,111.5,739.2857142857142,1988-01-01,0.0,Comedy,Musical,Romance,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,121.1,216.57299999999998,126142.21871715102,265362.0678571168,478234.4458741014,16678.88425611688,1191.3488754369198
16,18,16714,A Midsummer Night's Dream,171.0,"['Meera Syal', 'Ankur Bahl', 'Maggie Bain']","['Emma Rice', 'Ian Russell']",Shakespeare's Globe: A Midsummer Night's Dream,0.0,"['actor:', '{', '@type: Person', 'url: /name/nm0000032/', 'name: Charlton Heston', '}', '{', '@type: Person', 'url: /name/nm0000603/', 'name: Vanessa Redgrave', '}', '{', '@type: Person', 'url: /name/nm0000024/', 'name: John Gielgud', '}', '{', '@type: Person', 'url: /name/nm0426062/', 'name: Richard Johnson', '}']",15259833.318120927,31975216.0071271,57539844.29794234,0,2020-04-23,tt0026714,A Midsummer Night's Dream,133,"Comedy,Fantasy,Romance",2731254.0,5933490.0,65,13,1996-03-24,273125.4,40.54,0.6046699999999999,65.0,1448.0,2020-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.493,156.3,59494.151178086446,124663.11364102372,224333.0005027129,17474.43378119002,1747.4433781190019
17,19,25084,A Month in the Country,124.0,"['Richard Briers', 'Eleanor Bron', 'Phyllis Calvert']",['Bill Hays'],Not found,0.0,"['actor:', '{', '@type: Person', 'url: /name/nm0842934/', 'name: Meera Syal', '}', '{', '@type: Person', 'url: /name/nm6061471/', 'name: Ankur Bahl', '}', '{', '@type: Person', 'url: /name/nm2835896/', 'name: Maggie Bain', '}', '{', '@type: Person', 'url: /name/nm4222331/', 'name: Nandi Bhebhe', '}']",15383240.35420766,30508389.7249055,56145862.43276134,0,1985-04-14,tt0093562,A Month in the Country,96,Drama,1407371.0,399200.0,55,24,1995-04-09,140737.1,36.76199999999999,0.9736300000000002,55.0,499.0,1985-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3,152.2,143366.6389022149,284327.9564296878,523260.60049171804,9246.852825229962,924.6852825229962
18,21,24126,A Moon for the Misbegotten,134.0,"['Jason Robards', 'Colleen Dewhurst', 'Ed Flanders']","['José Quintero', 'Gordon Rigsby']",Ena feggari gia tous katatregmenous,0.0,['Not found'],15420659.609310418,33477629.731813435,61133628.34081431,0,1975-05-27,tt0073404,A Moon for the Misbegotten,134,Drama,11266767.0,14967823.0,191,28,2000-03-12,402384.5357142858,61.375714285714295,0.8492392857142856,141.30357142857142,974.4642857142856,1975-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6,171.3,287698.8733080302,624582.6442502507,1140552.7675525057,65772.13660245184,2349.0048786589946
19,22,21140,A Raisin in the Sun,131.0,"[""Sean 'Diddy' Combs"", 'Sanaa Lathan', 'Audra McDonald']",['Kenny Leon'],A Raisin in the Sun,1.0,"['actor:', '{', '@type: Person', 'url: /name/nm0001673/', 'name: Jason Robards', '}', '{', '@type: Person', 'url: /name/nm0223157/', 'name: Colleen Dewhurst', '}', '{', '@type: Person', 'url: /name/nm0281130/', 'name: Ed Flanders', '}', '{', '@type: Person', 'url: /name/nm0568153/', 'name: Edwin McDonough', '}']",15822434.086546006,34437569.221486226,65684701.37762745,3,2008-02-25,tt0055353,A Raisin in the Sun,128,Drama,24194589.0,24244073.0,173,59,2004-04-04,806486.3,103.30799999999999,0.9496166666666668,217.625,1062.0,2008-01-01,3.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.528,189.1,74100.04349099887,161278.93869415828,307616.3377993867,127946.00211528293,4264.866737176098
20,24,20625,A Streetcar Named Desire,156.0,"['Jessica Lange', 'Alec Baldwin', 'John Goodman']",['Glenn Jordan'],A Streetcar Named Desire,0.0,['nan'],15157251.408518605,37525469.224097095,65562195.21630575,0,1995-10-29,tt0044081,A Streetcar Named Desire,122,Drama,16848444.0,31144189.0,399,108,1988-02-21,255279.4545454545,43.26621212121213,0.7408621212121214,107.28365384615385,988.1818181818179,1995-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.6,116.5,98680.02219087633,244306.44026104882,426837.2084394906,144621.83690987126,2191.239953179867
21,25,17074,A Tale of Two Cities,162.0,"['Chris Sarandon', 'Peter Cushing', 'Kenneth More']",['Jim Goddard'],Hallmark Hall of Fame: A Tale of Two Cities (#30.1),1.0,"['actor:', '{', '@type: Person', 'url: /name/nm0001448/', 'name: Jessica Lange', '}', '{', '@type: Person', 'url: /name/nm0000285/', 'name: Alec Baldwin', '}', '{', '@type: Person', 'url: /name/nm0000422/', 'name: John Goodman', '}', '{', '@type: Person', 'url: /name/nm0000178/', 'name: Diane Lane', '}']",15159746.952700036,33447845.88935981,59118884.90508081,0,1980-12-02,tt0008652,A Tale of Two Cities,70,"Drama,History,Romance",4655502.0,11768674.0,60,33,2008-08-24,387958.5,60.2375,0.5903999999999999,237.25,1420.0,1980-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,218.783,174249.96497356362,384457.99872827367,679527.4127020782,21279.084755214073,1773.257062934506
22,26,25548,A Time to Kill,149.0,"['Matthew McConaughey', 'Sandra Bullock', 'Samuel L. Jackson']",['Joel Schumacher'],A Time to Kill,1.0,"['Comedy', 'Drama', 'Romance']",40000000.0,108766007.0,152266007.0,4,1996-07-24,tt0117913,A Time to Kill,149,"Crime,Drama,Thriller",1720560.0,4987525.0,33,23,2013-09-29,215070.0,56.20375,0.7423249999999999,223.0,802.0,1996-01-01,4.0,Comedy,Drama,Romance,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,157.3,233.546,254291.16338207247,691455.8614113159,967997.5015893197,7367.113973264368,920.889246658046
23,27,26341,A Touch of the Poet,142.0,"['Donald Moffat', 'Robert Phalen', 'Roberta Maxwell']","['Kirk Browning', 'Stephen Porter']",To aggigma tou poiiti,0.0,"['Crime', 'Drama', 'Thriller']",15317974.499839628,31783933.673331644,57675146.96470887,0,1974-04-24,tt0204692,A Touch of the Poet,142,Drama,3609646.0,5704515.0,58,32,2005-11-13,300803.83333333326,52.35999999999999,0.7562916666666668,86.25,1008.0,1974-01-01,0.0,Crime,Drama,Thriller,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,48.6,196.8,315184.66049052734,653990.4048010627,1186731.4190269315,18341.697154471545,1528.4747628726282
24,28,26719,A Tuna Christmas,104.82691572463641,"['Joe Sears', 'Jaston Williams']",['Ed Howard'],Not found,0.0,"['contentRating: Not Rated', 'actor:', '{', '@type: Person', 'url: /name/nm0595567/', 'name: Donald Moffat', '}', '{', '@type: Person', 'url: /name/nm0679606/', 'name: Robert Phalen', '}', '{', '@type: Person', 'url: /name/nm0561809/', 'name: Roberta Maxwell', '}', '{', '@type: Person', 'url: /name/nm0545408/', 'name: Nancy Marchand', '}']",15344015.187218353,30521091.54992139,55870195.03148195,1,1996-09-05,tt0424517,A Tuna Christmas,\N,Comedy,465078.0,0.0,20,8,1994-12-11,116269.5,33.254999999999995,0.6012,,787.0,1996-01-01,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.3,150.3,96929.97591420311,192805.37934252297,352938.6925551607,3094.331337325349,773.5828343313373
25,29,26728,A Walk in the Woods,104.95680356571914,"['Robert Prosky', 'Sam Waterston']",['Kirk Browning'],Not found,0.0,"['contentRating: G', 'actor:', '{', '@type: Person', 'url: /name/nm0780769/', 'name: Joe Sears', '}', '{', '@type: Person', 'url: /name/nm0929588/', 'name: Jaston Williams', '}']",15406385.43942684,30367511.355683744,56097138.59349127,0,1988-01-01,tt0461713,A Walk in the Woods,\N,Drama,1562493.0,0.0,137,21,1988-02-14,78124.65,21.60200000000001,0.598895,,768.0,1988-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.7,116.5,133158.0418273711,262467.6867388396,484849.9446282737,13411.957081545064,670.5978540772531
26,30,20228,Abe Lincoln in Illinois,110.0,"['Raymond Massey', 'Gene Lockhart', 'Ruth Gordon']",['John Cromwell'],Abe Lincoln in Illinois,2.0,"['actor:', '{', '@type: Person', 'url: /name/nm0698764/', 'name: Robert Prosky', '}', '{', '@type: Person', 'url: /name/nm0001832/', 'name: Sam Waterston', '}']",15393447.34358532,30399370.068910517,56050061.38907035,0,1940-04-19,tt0032181,Abe Lincoln in Illinois,110,"Biography,Drama,History",1334845.0,0.0,40,27,1993-11-07,148316.11111111112,22.867777777777786,0.7800555555555556,,1087.0,1940-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,145.8,1099531.9531132372,2171383.5763507513,4003575.8135050246,9155.31550068587,1017.2572778539857
27,32,19922,Accent on Youth,77.0,"['Sylvia Sidney', 'Herbert Marshall', 'Phillip Reed']",['Wesley Ruggles'],Com Qual dos Dois?,0.0,"['contentRating: Not Rated', 'actor:', '{', '@type: Person', 'url: /name/nm0045969/', 'name: John Baddeley', '}', '{', '@type: Person', 'url: /name/nm0132293/', 'name: Cheryl Campbell', '}', '{', '@type: Person', 'url: /name/nm0002091/', 'name: Michael Gambon', '}', '{', '@type: Person', 'url: /name/nm0378237/', 'name: Nicky Henson', '}']",15239328.906376565,31912013.975731734,57285059.50517698,0,1935-08-23,tt0026034,Accent on Youth,77,"Comedy,Romance",2028775.0,5392449.0,71,24,2009-04-12,169064.58333333337,49.28666666666667,0.6758000000000001,95.0,650.0,1935-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,213.856,1112359.7741880706,2329344.085819835,4181391.2047574436,9486.640543169236,790.5533785974364
28,34,21219,Act One,110.0,"['George Hamilton', 'Jason Robards', 'George Segal']",['Dore Schary'],Act One,0.0,"['Mystery', 'Thriller']",15119402.83942638,33818499.97237021,59402054.59140816,0,1963-12-26,tt0056810,Act One,110,"Biography,Drama",4761068.0,13059800.0,67,31,2014-03-23,366236.0,65.42307692307692,0.6822538461538461,,1084.0,1963-01-01,0.0,Mystery,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,30.9,237.072,489301.0627646078,1094449.8372935343,1922396.588718711,20082.793412971587,1544.8302625362758
29,35,18924,After Midnight,103.1163773078625,"['Conway Tearle', 'Zena Keefe', 'Warren Black']",['Ralph Ince'],Efter midnat,0.0,"['Biography', 'Drama']",15229045.773056695,38387667.465848,67469989.81293394,0,1921-09-10,tt0011910,After Midnight,\N,\N,21234352.0,36088550.0,273,18,2013-10-20,573901.4054054054,86.83675675675677,0.8154324324324326,197.0,1034.2162162162165,1921-01-01,0.0,Biography,Drama,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.5,233.06900000000002,870231.1870318111,2193580.998048457,3855427.9893105105,91107.57758432052,2462.3669617383925
30,36,23766,After the Fall,128.0,"['Faye Dunaway', 'Christopher Plummer', 'Bibi Andersson']",['Gilbert Cates'],Nach dem Sündenfall,0.0,['Not found'],15339827.538074538,31398841.485360596,57229655.01304176,0,1974-12-10,tt0071109,After the Fall,128,Drama,2998486.0,4128000.0,53,40,2004-06-27,249873.83333333328,52.26166666666668,0.8463583333333333,86.25,729.0,1974-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1,189.4,294430.47098031745,602664.9037497236,1098457.8697320875,15831.499472016894,1319.2916226680743
31,37,26344,"Ah, Wilderness!",90.0,"['Norman Fell', 'Betty Field', 'Helen Hayes']",['Robert Mulligan'],"Hallmark Hall of Fame: Ah, Wilderness! (#8.6)",0.0,"['actor:', '{', '@type: Person', 'url: /name/nm0001159/', 'name: Faye Dunaway', '}', '{', '@type: Person', 'url: /name/nm0001626/', 'name: Christopher Plummer', '}', '{', '@type: Person', 'url: /name/nm0000761/', 'name: Bibi Andersson', '}', '{', '@type: Person', 'url: /name/nm0182582/', 'name: Mariclare Costello', '}']",15239695.332014993,31806580.16005113,57120733.46375775,0,1959-04-28,tt0412306,"Ah, Wilderness!",60,Comedy,1721052.0,4895000.0,54,30,1998-02-22,156459.27272727276,26.10818181818181,0.7296363636363636,55.0,1077.0,1959-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,162.2,525506.7355867239,1096778.6262086597,1969680.4642675088,10610.678175092478,964.6071068265892
32,38,5740,Aida,95.0,"['Sophia Loren', 'Renata Tebaldi', 'Lois Maxwell']",['Clemente Fracassi'],Aida,0.0,"['actor:', '{', '@type: Person', 'url: /name/nm0001205/', 'name: Norman Fell', '}', '{', '@type: Person', 'url: /name/nm0275897/', 'name: Betty Field', '}', '{', '@type: Person', 'url: /name/nm0371040/', 'name: Helen Hayes', '}', '{', '@type: Person', 'url: /name/nm0446096/', 'name: Abigail Kellogg', '}']",17116296.24974791,70834953.6163505,133123504.18308076,0,1954-10-08,tt0045483,Aida,95,Musical,165928398.0,212615075.0,1852,30,2000-02-27,700119.8227848101,60.8007594936709,0.8492194092827003,111.39240506329115,1695.7679324894516,1954-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,171.2,638667.7705129817,2643095.284192183,4967294.932204506,969207.9322429907,4089.4849461729564
33,39,5768,Ain't Misbehavin',82.0,"['Rory Calhoun', 'Piper Laurie', 'Jack Carson']",['Edward Buzzell'],Bruden der stak af,0.0,"['contentRating: Approved', 'actor:', '{', '@type: Person', 'url: /name/nm0000047/', 'name: Sophia Loren', '}', '{', '@type: Person', 'url: /name/nm0853636/', 'name: Renata Tebaldi', '}', '{', '@type: Person', 'url: /name/nm0561755/', 'name: Lois Maxwell', '}', '{', '@type: Person', 'url: /name/nm0830157/', 'name: Ebe Stignani', '}']",15620670.294212142,29839857.357364964,56876846.29739517,0,1955-08-26,tt0047804,Ain't Misbehavin',82,"Comedy,Musical,Romance",5332871.0,0.0,176,8,1988-08-14,231863.95652173914,33.307826086956524,0.7820304347826087,,1108.0,1955-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,119.8,580694.0629818641,1109288.3775972107,2114380.9032488912,44514.78297161937,1935.4253465921465
34,40,86,Aladdin,128.0,"['Will Smith', 'Mena Massoud', 'Naomi Scott']",['Guy Ritchie'],Aladdin,0.0,"['Comedy', 'Musical', 'Romance']",183000000.0,355559216.0,1050693953.0,2,2019-05-24,tt0103639,Aladdin,90,"Adventure,Animation,Comedy",458814870.4599999,491574362.0,2487,21,2014-03-02,1465862.2059424915,107.88945686900959,0.9791182108626204,228.31089743589746,1726.031948881789,2019-01-01,2.0,Comedy,Musical,Romance,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,262.925,237.072,696015.9741371113,1352321.8256156698,3996173.635067034,1935339.7721367346,6183.19416018126
