,title,total_weekly_gross,total_potential_gross,total_performances,total_previews,last_performance,avg_ticket_price,avg_capacity,avg_top_ticket_price,avg_seats_in_theatre
40,Motown The Musical,116498632.5,140536020.0,762,37,2013-03-17,106.76460000000003,0.9064349999999997,247.22222222222223,1494.43
41,Springsteen On Broadway,113058947.5,112488542.5,229,7,2017-10-08,505.900576923077,0.999901923076923,,947.5384615384615
42,West Side Story,111313468.14,151952013.0,761,104,2009-03-01,88.90449541284404,0.8376807339449541,310.10091743119267,1701.0
43,Once,110306780.0,151660664.0,1168,23,2012-03-04,100.04979865771816,0.858258389261745,223.85135135135135,1058.6241610738255
44,Newsies,109000717.0,135623764.0,1004,16,2012-03-18,93.72093749999999,0.9525921874999996,199.0,1189.78125
45,Sunset Boulevard,107159658.09999998,34904539.0,1115,24,1994-11-06,64.84116438356166,0.8682068493150684,111.09482758620689,1705.541095890411
46,A Chorus Line,106462964.0,78772513.0,2799,18,1985-06-09,42.89391549295773,0.6450270422535216,280.6375,1352.456338028169
47,In the Heights,105302946.0,160515670.0,1184,29,2008-02-17,78.9046052631579,0.8063164473684212,290.4605263157895,1352.4276315789473
48,The King and I,104763449.0,101543566.0,1296,66,1985-06-09,75.92412790697672,0.8611418604651166,159.44171779141104,1220.4825581395348
49,Memphis,104036273.0,182222697.0,1165,30,2009-09-27,75.21000000000001,0.7834873333333336,250.0,1468.2933333333333
50,Movin' Out,99919701.0,135334029.0,1303,28,2002-10-06,69.1634730538922,0.8157419161676643,229.82035928143713,1322.0
51,Gypsy,98690748.0,111724629.0,1364,95,1989-10-29,56.08847826086957,0.7657005434782609,164.66273584905662,1579.3097826086957
52,South Pacific,96488869.0,125340445.0,996,37,2008-03-02,99.18415384615386,0.8983676923076925,121.07575757575758,1041.076923076923
53,Anastasia,93439878.63999996,117147893.0,808,34,2017-03-26,105.25273584905665,0.9166688679245278,309.57547169811323,1143.0
54,Crazy for You,92554871.0,0.0,1622,26,1992-02-02,43.953058252427184,0.8660106796116509,67.5,1465.0
55,How to Succeed in Business Without Really Trying,89214428.0,86917429.0,1021,46,1995-03-12,69.18911764705884,0.8489007352941177,194.69758064516128,1393.1985294117646
56,Show Boat,89171712.0,0.0,947,12,1994-09-25,55.793749999999974,0.86172,75.0,1918.0
57,Cinderella,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353
58,Smokey Joe's Cafe,87901368.0,83159352.0,2020,26,1995-02-12,46.45875,0.7643886718750001,71.75,1212.0
59,The Addams Family,86677092.0,132919780.0,722,35,2010-03-14,92.39231578947373,0.8010715789473681,300.0,1519.0
60,La Cage aux Folles,86224645.0,84762602.0,1686,46,1985-06-09,49.23391705069125,0.7295617511520744,194.38202247191012,1502.115207373272
61,Ragtime,85977969.0,101100405.0,899,55,1997-12-28,56.48875000000001,0.8975625,97.74166666666666,1772.8166666666666
62,An American in Paris,84257200.0,118052015.0,615,29,2015-03-15,95.5464634146341,0.8084353658536583,223.0,1676.658536585366
63,The Little Mermaid,82893600.0,102444402.0,685,50,2007-11-04,81.58677083333328,0.8683572916666664,250.6875,1485.6041666666667
64,On Your Feet!,82332487.19999996,150297276.0,738,34,2015-10-11,94.03082474226808,0.6916474226804123,199.0,1626.7422680412371
65,Annie Get Your Gun,82148713.0,106684146.0,1045,35,1999-02-07,57.51355555555556,0.8216162962962967,77.07407407407408,1595.0
66,Jekyll & Hyde,80527123.0,112283069.0,1573,60,1997-03-23,55.787804878048746,0.8216502439024385,81.41463414634147,1080.190243902439
67,My Fair Lady,79772271.52000001,95550718.0,674,55,1993-11-28,109.69184782608696,0.9066315217391306,327.5507246376812,1110.0
68,Me and My Girl,79655591.0,0.0,1417,11,1986-08-03,38.39256983240222,0.9168620111731842,,1572.9497206703911
69,"Kiss Me, Kate",79324531.44999999,106993699.0,1007,58,1999-10-31,66.02940298507461,0.8374962686567161,119.97014925373135,1358.7164179104477
70,Anything Goes,77582545.0,72087875.0,1305,76,1987-09-13,58.82810344827586,0.926309195402299,250.0,1040.344827586207
71,Thoroughly Modern Millie,75616509.0,116245494.0,903,32,2002-03-24,62.68923728813558,0.8080483050847462,220.33898305084745,1578.0
72,Guys and Dolls,75609105.0,18653313.0,1264,61,1992-03-22,52.34379518072288,0.8499789156626502,275.0,1273.8614457831325
73,War Horse,74975253.0,98001940.0,718,33,2011-03-20,102.35821052631572,0.9052684210526315,175.0,1068.9473684210527
74,Ain't Too Proud-The Life and Times of the Temptations,74855049.26000002,77969086.0,396,21,2019-03-03,130.02849056603776,0.9657830188679246,302.3207547169811,1424.0
75,A Gentleman's Guide to Love and Murder,73210549.98,107839911.0,898,30,2013-10-27,96.93663793103448,0.8852379310344827,295.46086956521737,904.8620689655172
76,Something Rotten!,72494823.32999998,122780097.0,700,32,2015-03-29,83.6736956521739,0.7618434782608697,268.94565217391306,1537.7391304347825
77,Annie,71888793.0,103647604.0,726,52,1997-03-16,74.16367346938773,0.7614836734693876,192.85714285714286,1565.7142857142858
78,Moulin Rouge! The Musical!,70745676.25,62790602.0,252,24,2019-06-30,196.69388888888884,1.0045722222222218,510.1111111111111,1302.0
79,Fosse,68997054.0,91034621.0,1093,21,1998-12-27,61.10307142857142,0.8832292857142853,81.92857142857143,1140.9571428571428
80,Pippin,68840074.0,96672308.0,709,37,2013-03-24,102.80159574468084,0.8942138297872342,225.0,990.0851063829788
81,A Bronx Tale The Musical,68722968.43999995,84757024.0,700,28,2016-11-06,100.18391304347828,0.8986597826086953,246.2391304347826,1044.0
82,The Band's Visit,67910858.52000001,80464386.0,588,36,2017-10-08,110.4503797468354,0.944612658227848,270.54430379746833,1039.5696202531647
83,The Curious Incident of the Dog in the Night-Time,67529413.10999998,94075002.0,791,23,2014-09-14,93.95029126213592,0.8515747572815534,218.02912621359224,1018.0
84,Spring Awakening,66156736.900000006,107866137.0,987,51,2006-11-19,72.71360902255641,0.7724601503759402,219.51503759398497,1064.4661654135339
85,The Drowsy Chaperone,63565088.0,98398500.0,674,32,2006-04-09,70.6558241758242,0.7428725274725274,249.3543956043956,1575.8131868131868
86,Finding Neverland,63185287.5,109190964.0,558,33,2015-03-15,87.44053333333328,0.8071426666666665,225.0,1502.2266666666667
87,Hadestown,61148857.51,52666112.5,365,27,2019-03-24,167.34060000000002,1.0099500000000003,437.6363636363636,918.0
88,Contact,60218526.0,85427075.0,1010,31,2000-03-05,63.72267175572518,0.8391045801526722,85.1526717557252,1067.0
89,Victor / Victoria,58754023.0,6472856.0,734,25,1995-10-08,58.62136842105263,0.8194147368421055,75.0,1601.0
90,Dirty Rotten Scoundrels,58033865.0,78671357.0,627,36,2005-02-06,71.36253012048192,0.8491710843373494,175.34638554216866,1435.0
91,Titanic,57150546.0,67949225.0,804,26,1997-03-30,52.828476190476216,0.8708314285714283,75.23809523809524,1475.0
92,Legally Blonde,56338126.0,78345987.0,595,30,2007-04-08,67.11604938271608,0.7523185185185183,250.0,1646.5802469135801
93,The Will Rogers Follies,54685976.0,0.0,981,33,1991-04-07,46.99354330708662,0.7814015748031496,,1460.5118110236222
94,"Bring in 'da Noise, Bring in 'da Funk",54448939.0,42934920.0,1135,15,1996-04-14,48.350694444444414,0.9143569444444444,70.67708333333333,1064.0
95,The Who's Tommy,54390759.0,664081.0,899,27,1993-04-04,47.21577586206898,0.7764008620689653,65.0,1598.0
96,Hair,54024621.0,96372435.0,586,40,2009-03-08,77.11531645569623,0.7573898734177218,243.59493670886076,1453.139240506329
97,Evita,52678175.0,75205550.0,337,26,2012-03-18,110.04434782608689,0.814771739130435,275.0,1607.8260869565217
98,Sister Act,52509237.0,109166803.0,561,28,2011-03-27,72.5218666666667,0.7287200000000001,200.0,1694.4933333333333
99,Nice Work If You Can Get It,51461746.0,87722720.0,478,27,2012-04-01,94.17046875,0.7491375000000001,248.5,1439.0
100,Pretty Woman: The Musical,51134568.8,76155432.0,420,27,2018-07-22,112.69175438596493,0.8626140350877193,275.0,1168.0
101,Beetlejuice,50765871.95,64088245.0,356,27,2019-03-31,95.63734693877548,0.9264040816326529,275.0408163265306,1490.0816326530612
102,Hedwig and the Angry Inch,50259435.0,58003942.0,507,22,2014-03-30,107.31064935064933,0.8653142857142857,248.0,1006.7922077922078
103,Cirque du Soleil Paramour,50071359.67,87970399.0,366,31,2016-04-17,86.44754716981134,0.7765622641509433,199.0,1896.0
104,"Natasha, Pierre & The Great Comet of 1812",50069393.20999999,54874556.0,336,32,2016-10-23,123.6173913043478,0.966104347826087,266.1304347826087,1137.9130434782608
105,A Funny Thing Happened on the Way to the Forum,48856284.0,26816104.0,715,35,1996-03-24,51.99308510638297,0.7623734042553194,70.0,1617.0
106,Priscilla Queen of the Desert,48763901.0,100247415.0,526,23,2011-03-06,79.00507246376814,0.6641913043478261,200.0,1689.0289855072465
107,The Full Monty,47862021.0,63485453.0,770,35,2000-10-01,62.34356435643567,0.8710138613861385,87.91089108910892,1086.6633663366338
108,Carousel,46906771.57999999,46263468.0,518,85,1994-02-20,69.89753246753246,0.9009454545454544,323.0,1204.8311688311687
109,Shrek the Musical,46361426.0,84952748.0,441,37,2008-11-09,75.93639344262294,0.733667213114754,297.5409836065574,1734.2459016393443
110,The Music Man,45976995.0,65637152.0,699,22,2000-04-09,60.88120879120878,0.775108791208791,86.04395604395604,1330.0
111,The 25th Annual Putnam County Spelling Bee,45625516.0,66059511.0,1136,21,2005-04-17,66.825724137931,0.8491475862068962,147.41379310344828,683.9172413793103
112,Riverdance - on Broadway,45553810.0,75891425.0,605,13,2000-03-05,50.71769230769231,0.7502423076923075,78.58974358974359,1927.0
113,City of Angels,45328992.0,0.0,879,24,1989-11-26,44.43132743362832,0.914910619469027,,1226.424778761062
114,Into the Woods,44583029.0,28267697.0,1044,61,1987-10-04,42.91050359712228,0.7803820143884889,100.20394736842105,1241.8129496402878
115,Charlie and the Chocolate Factory,43679420.00000001,57710896.0,305,27,2017-04-02,99.0957142857143,0.8792142857142858,233.0,1496.0
116,Curtains,43628368.0,72265691.0,511,26,2007-03-04,72.37471428571428,0.7403642857142854,251.43571428571428,1381.3714285714286
117,Grand Hotel,43084265.0,0.0,1017,31,1989-10-22,38.65366412213739,0.7964236641221376,,1350.7175572519084
118,"Promises, Promises",42951936.0,64347275.0,289,30,2010-03-28,90.91390243902441,0.8570829268292685,250.0,1747.0
119,The Boy from Oz,42738338.0,47719395.0,364,32,2003-09-21,81.06431372549018,0.9232549019607843,130.56372549019608,1435.0
120,Tarzan,42722858.0,55473315.0,486,35,2006-03-26,72.7501470588235,0.8521029411764708,215.22058823529412,1318.4705882352941
121,Starlight Express,42622032.0,0.0,761,22,1987-03-01,36.651836734693866,0.817334693877551,,1803.0
122,Kiss of the Spider Woman,42138889.0,536061.0,904,16,1993-04-25,48.34373913043478,0.8296043478260869,70.0,1131.0
123,Fun Home,40839190.88,58940734.0,575,26,2015-03-29,97.88039473684212,0.9276763157894735,241.05263157894737,736.7631578947369
124,The Scarlet Pimpernel,40692704.0,81817439.0,772,39,1997-10-12,44.32242718446601,0.6849582524271842,75.97087378640776,1653.2233009708739
125,Jerome Robbins' Broadway,40683240.0,0.0,633,55,1989-01-15,44.49627906976745,0.9351709302325582,,1415.0
126,Cat on a Hot Tin Roof,39989696.0,46876781.0,503,98,1990-03-18,69.71324675324678,0.8360740259740262,166.0625,1138.4025974025974
127,American Idiot,39798052.0,76747002.0,422,26,2010-03-28,76.6159649122807,0.6678491228070176,244.73684210526315,1709.0
128,If/Then,39635141.0,69213500.0,401,29,2014-03-09,86.50537037037037,0.8075388888888887,223.0,1308.3333333333333
129,The Cher Show,39260781.2,61325600.0,295,34,2018-11-04,104.60785714285711,0.8284714285714285,247.0,1380.0
130,A Little Night Music,38606667.0,50154705.0,425,20,2009-11-29,103.69017857142862,0.8901464285714286,325.39285714285717,931.0
131,Tootsie,38439038.099999994,66429608.0,293,25,2019-03-31,97.0209756097561,0.7817658536585367,251.29268292682926,1602.6829268292684
132,Once On This Island,37892664.02,48126792.0,926,48,1990-10-07,61.605327868852434,0.8285295081967212,249.5,749.0
133,Saturday Night Fever,37585638.0,59482350.0,501,27,1999-10-03,54.756666666666646,0.7643499999999998,80.3030303030303,1686.0
134,It's Only a Play,37500966.0,46265186.0,274,48,2014-08-31,122.85585365853659,0.8521292682926831,254.7560975609756,1072.9024390243903
135,God of Carnage,37345584.0,53656311.0,452,24,2009-03-01,86.10704918032788,0.8086803278688526,250.0,1078.0
136,"SpongeBob SquarePants, The Broadway Musical",37315332.25,62700418.0,327,29,2017-11-12,76.05733333333332,0.8472866666666667,248.0,1610.0
137,Footloose,37134917.0,60307697.0,709,18,1998-10-11,47.49384615384612,0.7956967032967033,76.26373626373626,1348.7912087912089
138,King Kong,36707904.8,67443737.0,322,29,2018-10-07,78.89608695652173,0.7693826086956521,316.80434782608694,1737.9565217391305
139,On the Town,36076620.0,98493101.0,437,60,1998-10-25,60.504218750000014,0.6536265625000001,209.8046875,1879.890625
140,Urinetown The Musical,34815864.0,47502666.0,965,25,2001-09-02,66.13528,0.8374928000000003,87.96,631.16
141,The Odd Couple,34495355.0,29405281.0,544,37,1985-06-09,60.18534246575341,0.789831506849315,220.0,1131.13698630137
142,The Sound of Music,34483971.0,53138739.0,533,38,1998-02-08,53.843055555555566,0.7832069444444444,75.06944444444444,1435.75
143,The Play That Goes Wrong,34341700.61,64347924.0,737,27,2017-03-12,68.28375,0.7652427083333335,197.85416666666666,857.375
144,Sweet Charity,34027372.0,38179513.0,648,40,1986-04-20,46.746860465116264,0.7048872093023256,100.19736842105263,1533.0697674418604
145,Black and Blue,33601122.0,0.0,829,32,1989-01-01,36.84759259259258,0.6822638888888891,,1586.0185185185185
146,Fela!,33452773.0,58358314.0,491,38,2009-10-25,72.50791044776118,0.8262268656716419,221.46268656716418,1050.2388059701493
147,Proof,32896994.0,49888358.0,917,16,2000-10-15,51.377863247863246,0.7357512820512823,71.47008547008546,924.0
148,August: Osage County,32835606.0,65696840.0,648,18,2007-11-04,68.29604651162792,0.6180930232558137,239.22093023255815,1076.0
149,Betrayal,32621467.499999993,37825397.0,281,79,2000-10-22,98.43510638297876,0.8962957446808516,237.82978723404256,940.2978723404256
150,700 Sundays,32029177.0,29289548.0,209,28,2004-11-14,111.38026315789476,0.9756552631578947,156.875,1250.8157894736842
151,Next to Normal,31764486.0,58734916.0,734,20,2009-03-29,66.20884210526314,0.8139105263157895,200.0,772.0
152,The Secret Garden,31609844.0,0.0,709,23,1991-04-07,38.39641304347826,0.6778097826086956,,1644.0
153,Jelly's Last Jam,31571770.0,0.0,569,25,1992-04-05,46.65240000000001,0.8999199999999999,,1245.4
154,Tina: The Tina Turner Musical,31564646.0,32885769.0,132,27,2019-10-13,137.46666666666667,0.978561904761905,313.0952380952381,1477.904761904762
155,Summer: The Donna Summer Musical,31490520.0,57329790.0,288,27,2018-04-01,97.107,0.6972699999999998,264.5,1470.0
156,Network,31370835.800000004,28905748.0,184,28,2018-11-11,145.38666666666666,1.0024333333333333,427.8,1015.0666666666667
157,Man of La Mancha,30502141.0,36630327.0,412,44,1992-04-05,59.97793103448278,0.7624551724137931,222.3170731707317,1467.1379310344828
158,Wonderful Town,29830255.0,60856677.0,497,16,2003-11-09,65.61938461538463,0.6079446153846152,95.0,1437.0
159,The Ferryman,29427549.860000003,40271748.0,296,20,2018-10-07,107.78825000000003,0.8412024999999996,268.7,1019.0
160,The Tale of the Allergist's Wife,29310727.0,49362252.0,777,25,2000-10-15,47.757425742574256,0.7295495049504951,71.53465346534654,1046.0
161,Million Dollar Quartet,29002763.0,72136061.0,489,34,2010-03-14,75.36727272727269,0.6063318181818185,250.0,1213.530303030303
162,The Light in the Piazza,28777131.0,51661880.0,504,36,2005-03-20,67.84411764705884,0.7481823529411765,96.91176470588235,1041.0
163,Big River,28720794.0,5040345.0,1027,28,1985-06-09,34.070227272727266,0.8080090909090909,91.25,991.6363636363636
164,The Mystery of Edwin Drood,28184819.0,19113480.0,744,52,1985-11-17,37.0175,0.739761,,1337.78
165,Death of a Salesman,28059637.0,31099950.0,352,52,1999-01-24,70.09571428571427,0.9425125000000002,151.5625,1059.9642857142858
166,Damn Yankees,27913661.0,0.0,534,18,1994-02-20,42.47376811594205,0.7462623188405797,67.5,1596.0
167,Doubt,27656473.0,37977364.0,525,25,2005-03-13,66.81999999999998,0.7987782608695652,187.43478260869566,924.0
168,Fish in the Dark,27652896.0,26619574.0,173,33,2015-02-08,126.18769230769229,0.9875807692307693,444.61538461538464,1073.0
169,Chitty Chitty Bang Bang,27509505.0,48791929.0,285,34,2005-03-27,63.85853658536585,0.7459731707317072,115.88414634146342,1806.9268292682927
170,M. Butterfly,27409825.770000003,9480788.0,838,28,1988-03-13,36.033727272727276,0.8552009090909092,227.0,1059.3818181818183
171,Fences,26705646.0,11237610.0,613,24,1987-03-22,40.507250000000006,0.8171849999999997,355.7692307692308,1243.9875
172,Follies,26647410.0,45793961.0,269,69,2001-03-11,75.7925,0.7887863636363637,167.8409090909091,1338.0681818181818
173,Porgy and Bess,26381453.0,52854440.0,293,28,2011-12-18,90.00097560975611,0.6896999999999999,225.0,1337.3902439024391
174,The Glass Menagerie,25419576.959999997,44166469.0,435,103,1994-10-30,72.50130434782608,0.7642797101449276,194.13135593220338,860.2173913043479
175,A View from the Bridge,25361568.01,38839443.0,427,89,1997-11-30,57.10060606060607,0.8148257575757576,147.74242424242425,1018.060606060606
176,The Prom,25012263.059999995,44711192.0,309,23,2018-10-28,84.0245238095238,0.853897619047619,254.14285714285714,1042.1666666666667
177,War Paint,24811135.499999996,42394870.2,236,33,2017-03-12,93.04588235294119,0.8440823529411763,248.0,1168.0
178,Sweeney Todd,24665981.0,34836480.0,537,82,1989-08-06,54.09602564102561,0.723070512820513,191.15104166666666,907.0769230769231
179,Swing!,24623691.0,49302918.0,461,43,1999-11-07,46.85444444444445,0.6144825396825397,79.2063492063492,1710.0
180,Nine,24448759.0,24643302.0,283,23,2003-03-23,80.49410256410255,0.9419564102564103,197.23076923076923,1049.0
181,The Humans,24441199.59999999,37160827.0,365,28,2016-01-24,91.7858,0.874304,276.14,787.38
182,The Best Man,24328421.0,39870779.0,306,46,2000-09-10,81.29954545454544,0.7501113636363637,167.04545454545453,1138.7954545454545
183,Art,24287247.0,35233285.0,600,20,1998-02-15,45.471282051282046,0.7961551282051282,60.0,1072.0
184,A Raisin in the Sun,24194589.0,24244073.0,173,59,2004-04-04,103.30799999999999,0.9496166666666667,217.625,1062.0
185,Lost in Yonkers,23275602.0,0.0,780,11,1991-02-17,29.685050505050512,0.7138070707070708,,1368.0
186,The Iceman Cometh,23190635.200000003,24327946.0,224,45,1985-09-22,84.41595238095239,0.8977452380952381,240.5483870967742,1161.1190476190477
187,The Front Page,23135176.29,24555655.0,174,60,1986-11-02,87.04799999999999,0.8705033333333334,371.6842105263158,1152.1333333333334
188,Lucky Guy,22992145.0,19368435.0,104,33,2013-03-03,140.73947368421054,1.0105052631578946,348.0,1181.7894736842106
189,Dr. Seuss' How the Grinch Stole Christmas!,22903349.0,33990545.0,203,35,2006-10-29,64.45619047619049,0.7155952380952381,206.25,1689.1904761904761
190,Glengarry Glen Ross,22834337.0,27722121.0,182,75,2005-04-10,97.18,0.8486342857142857,194.75,1075.0857142857142
191,Oklahoma!,22808138.50000001,32646683.0,328,22,2019-03-24,106.98545454545456,0.9323727272727272,249.5,650.5909090909091
192,She Loves Me,22460752.899999995,18301752.0,486,73,1993-05-16,50.53619718309858,0.8344084507042253,252.0,915.4929577464789
193,Bombay Dreams,22437579.0,43491882.0,284,30,2004-04-04,60.84325000000001,0.6646400000000001,191.25,1761.0
194,Jesus Christ Superstar,22167426.0,43438297.0,277,52,2000-03-26,59.12928571428572,0.7280785714285715,131.71428571428572,1641.642857142857
195,The 39 Steps,22104342.0,53756193.0,771,23,2008-01-06,57.37690000000001,0.7201029999999995,187.8925,679.24
196,The Audience,22072987.0,20413658.0,114,22,2015-02-15,150.5255,1.008465,317.0,1069.0
197,Sunday in the Park with George,21657785.0,27660115.0,362,43,1985-06-09,63.35038461538462,0.8705096153846154,214.62878787878788,910.2307692307693
198,After Midnight,21234352.0,36088550.0,273,18,2013-10-20,86.83675675675677,0.8154324324324326,197.0,1034.2162162162163
199,The Merchant of Venice,20780046.0,15084135.0,163,39,1989-12-03,87.17733333333334,0.986293333333333,300.0,1242.0
200,La Boheme,20773921.0,31382602.0,228,12,2002-12-01,72.95935483870967,0.692693548387097,100.76612903225806,1704.741935483871
201,Blood Brothers,20752831.0,0.0,840,13,1993-04-18,37.129345794392535,0.6565299065420561,,992.0
202,Little Shop of Horrors,20607589.0,40431149.0,372,40,2003-08-31,58.518846153846155,0.705225,204.0,1209.9807692307693
203,The Crucible,20530170.799999997,30003122.0,257,74,1991-11-24,69.92090909090908,0.8510636363636365,278.64864864864865,1072.9318181818182
204,David Byrne's American Utopia,20258314.27,16001672.0,106,14,2019-10-06,175.46250000000003,0.993125,361.0,958.3
205,The Wedding Singer,19995744.0,43149398.0,285,28,2006-04-02,66.02425000000001,0.6783674999999999,251.25,1422.0
206,Falsettos,19931242.7,13035660.0,570,53,1992-04-12,48.40822784810126,0.7466227848101264,262.0,829.2658227848101
207,Burn This,19923583.1,17179668.0,539,40,1987-10-11,44.39905405405405,0.6905689189189186,325.0,1048.972972972973
208,Present Laughter,19819054.8,28862508.5,345,79,1996-10-27,54.66654545454548,0.7593581818181816,162.90697674418604,1035.7272727272727
209,Noises Off,19731791.500000004,31450019.0,415,44,2001-10-21,54.80379310344827,0.807089655172414,75.0,986.6551724137931
210,Groundhog Day,19585332.2,33697865.5,176,31,2017-03-19,89.83592592592593,0.8584185185185186,368.48148148148147,1228.0
211,All The Way,19492726.0,26869005.0,131,27,2014-02-16,108.90799999999999,0.79046,225.0,1422.3
212,Forever Tango,19391393.0,51766002.0,645,17,1997-06-22,44.807710843373485,0.6247409638554215,91.97289156626506,1155.132530120482
213,The Heiress,19273881.0,16169942.0,457,60,1995-02-12,47.73530303030303,0.7779818181818184,126.6,1053.7272727272727
