,title,runtime,stars,directors,filming_location,aka,oscars_won,genres,budget,domestic_gross,worldwide_gross,mpaa_rating,release
288,Brooklyn - IMDb</title>,Not found,['Shameek Cook'],Not found,Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm3848104/', 'name: Shameek Cook', '}', 'creator: {', '@type: Person', 'url: /name/nm3848104/', 'name: Shameek Cook', '}', 'description: Brooklyn is a movie starring Shameek Cook. Spread love is the Brooklyn way. Spread rumors runs Brooklyn away. Brooklyn Kelly spends a weekend in his birthplace of Brooklyn for the first time. He\\u0027s there to bury his father people...', 'keywords: cattle ranch']",Not found,Not found,Not found,,Not found
289,Brooklyn - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Action', 'Comedy', 'Drama']",Not found,Not found,Not found,,Not found
290,A Christmas Carol,69,"['Reginald Owen', 'Gene Lockhart', 'Kathleen Lockhart']",['Edwin L. Marin'],"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",Charles Dickens' A Christmas Carol,0,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,Not Rated,16 December 1938 (USA)
291,A Christmas Carol,100,"['George C. Scott', 'Frank Finlay', 'Angela Pleasence']",['Clive Donner'],"England, UK",A Christmas Carol,1,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,PG,17 December 1984 (USA)
292,A Christmas Carol,58,"['Michael Hordern', 'John Le Mesurier', 'Bernard Lee']",['Moira Armstrong'],"BBC Broadcasting House, Central London, England, UK",A Christmas Carol,0,"['Drama', 'Fantasy']",Not found,Not found,Not found,TV-PG,24 December 1977 (UK)
293,A Christmas Carol,95,"['Patrick Stewart', 'Richard E. Grant', 'Joel Grey']",['David Hugh Jones'],"England, UK",A Christmas Carol,1,"['Drama', 'Fantasy']",Not found,Not found,Not found,PG,5 December 1999 (USA)
294,A Christmas Carol,Not found,"['Somar Alberg', 'David Carradine', 'John Carradine']",['James Caddigan'],Not found,Cuento de Navidad,0,"['Drama', 'Fantasy']",Not found,Not found,Not found,,25 December 1947 (USA)
295,A Christmas Carol,75,"['Ross Kemp', 'Warren Mitchell', 'Liz Smith']",['Catherine Morshead'],"London, England, UK",Hristougenniatiki istoria,0,"['Drama', 'Family', 'Fantasy', 'Horror']",Not found,Not found,Not found,,20 November 2000 (UK)
296,A Christmas Carol,Not found,"['Jeremy Kerridge', 'Rocco Vitalia']",['Christopher Gable'],Not found,Μια χριστουγεννιάτικη ιστορία,0,"['Drama', 'Fantasy']",Not found,Not found,Not found,,8 December 1994 (USA)
297,A Christmas Carol,120,"['Bransby Williams', 'John Ruddock', 'John Bentley']",Not found,Not found,Not found,0,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,,27 December 1950 (UK)
298,A Christmas Carol,110,"['Peter Belden', 'Corina Benjet', 'Raye Birk']",['Laird Williamson'],Not found,Not found,0,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,,21 December 1981 (USA)
299,A Christmas Carol,60,"['Lon Clark', 'Roger De Koven', 'Noah Julian']",['George Lowther'],Not found,Not found,0,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,,22 December 1943 (USA)
300,A Christmas Carol,87,"['Marshall Borden', 'Catherine Burns', 'Oliver Cliff']",Not found,"Guthrie Theater - 725 Vineland Place, Minneapolis, Minnesota, USA",Not found,0,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,,Not found
301,A Christmas Carol: The Musical,97,"['Kelsey Grammer', 'Jesse L. Martin', 'Jane Krakowski']",['Arthur Allan Seidelman'],Hungary,A Christmas Carol: The Musical,0,"['Drama', 'Fantasy', 'Musical']","$17,000,000
            ",Not found,Not found,Not Rated,28 November 2004 (USA)
302,A Christmas Carol,45,"['Ron Haddrick', 'Bruce Montague', 'John Llewellyn']",['Zoran Janjic'],Not found,A Christmas Carol,0,"['Animation', 'Drama', 'Fantasy']",Not found,Not found,Not found,TV-G,13 December 1970 (USA)
303,A Christmas Carol,75,"['Ron Haddrick', 'Robin Stewart', 'Barbara Frawley']",Not found,Not found,Ein Weihnachtsmärchen,0,"['Animation', 'Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,G,22 December 1982 (Australia)
304,A Christmas Carol,Not found,['Delroy Atkinson'],['Diana Brooks'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm0040704/', 'name: Delroy Atkinson', '}', 'director: {', '@type: Person', 'url: /name/nm7789892/', 'name: Diana Brooks', '}', 'creator: {', '@type: Organization', 'url: /company/co0611199/', '}']",Not found,Not found,Not found,,2020 (UK)
305,A Christmas Carol,75,"['David Hardware', 'Carl Hamill', 'Aaron Murray']",['Marc Hamill'],Not found,Not found,0,"['Drama', 'Fantasy', 'Music']",Not found,Not found,Not found,,31 December 2019 (UK)
306,A Christmas Carol,96,"['Jim Carrey', 'Gary Oldman', 'Colin Firth']",['Robert Zemeckis'],Not found,A Christmas Carol: An IMAX 3D Experience,0,"['Animation', 'Drama', 'Family', 'Fantasy']","$200,000,000
            ","$137,855,863","$325,286,646",PG,6 November 2009 (USA)
307,A Christmas Carol,73,"['Kate Katzman', 'Rafael Gerardo Rey', 'Nate Contreras']",['Steven Salgado'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm6199057/', 'name: Kate Katzman', '}', '{', '@type: Person', 'url: /name/nm10850367/', 'name: Rafael Gerardo Rey', '}', '{', '@type: Person', 'url: /name/nm10537674/', 'name: Nate Contreras', '}', '{', '@type: Person', 'url: /name/nm10598624/', 'name: D.L. Lewis', '}']",Not found,Not found,Not found,,2 December 2019 (USA)
308,Christmas Carol - IMDb</title>,Not found,"['Ryan Reynolds', 'Will Ferrell']","['Sean Anders', 'John Morris']",Not found,Christmas Carol,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0005351/', 'name: Ryan Reynolds', '}', '{', '@type: Person', 'url: /name/nm0002071/', 'name: Will Ferrell', '}']",Not found,Not found,Not found,,Not found
309,A Christmas Carol,89,"['Cinda Adams', 'Lee Amber', 'Jim Bullock']",['Alvy Moore'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1197574/', 'name: Cinda Adams', '}', '{', '@type: Person', 'url: /name/nm0024273/', 'name: Lee Amber', '}', '{', '@type: Person', 'url: /name/nm0120158/', 'name: Jim Bullock', '}', '{', '@type: Person', 'url: /name/nm3275636/', 'name: Brad Calhoun', '}']",Not found,Not found,Not found,,1979 (USA)
310,A Christmas Carol,82,"['Karl Argue', 'Vincent Fegan', 'Peter Figgis']",['Jason Figgis'],Not found,Коледна песен,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1056805/', 'name: Karl Argue', '}', '{', '@type: Person', 'url: /name/nm1395513/', 'name: Vincent Fegan', '}', '{', '@type: Person', 'url: /name/nm4943353/', 'name: Peter Figgis', '}', '{', '@type: Person', 'url: /name/nm3418529/', 'name: Neill Fleming', '}']","$500,000
            ",Not found,Not found,,19 November 2013 (USA)
311,A Christmas Carol,Not found,Not found,['Benjamin Lancaster'],Not found,Disney's クリスマス・キャロル,0,Not found,Not found,Not found,Not found,,5 December 2009 (USA)
312,A Christmas Carol,75,"['Bonnie Wright', 'Rebecca Hanssen', 'Sarina Taylor']",['David Izatt'],Not found,Bir Noel Şarkısı,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0942247/', 'name: Bonnie Wright', '}', '{', '@type: Person', 'url: /name/nm5336712/', 'name: Rebecca Hanssen', '}', '{', '@type: Person', 'url: /name/nm6013198/', 'name: Sarina Taylor', '}', '{', '@type: Person', 'url: /name/nm1667095/', 'name: Stuart Brennan', '}']",Not found,Not found,Not found,,16 December 2018 (UK)
313,A Christmas Carol,59,"['Colin Baker', 'Charline Cleaver', 'Heidi L. Dennis']",['Anthony D.P. Mann'],Not found,Not found,0,"['Drama', 'Family', 'Fantasy', 'Musical']","$1,000,000
            ",Not found,Not found,Not Rated,20 November 2015 (USA)
314,A Christmas Carol - IMDb</title>,Not found,Not found,['Bennett Miller'],Not found,Not found,0,"['Adventure', 'Drama', 'Fantasy']",Not found,Not found,Not found,,Not found
315,A Christmas Carol,60,"['Stephen Manton', 'Trevor Anthony', 'Christopher Brett']",Not found,Not found,Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,24 December 1962 (UK)
316,404 Error - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,Not found,Not found,Not found,Not found,Not found,Not found
317,A Christmas Carol,57,['Martin Prest'],['Jack Spring'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm5489551/', 'name: Martin Prest', '}', 'director: {', '@type: Person', 'url: /name/nm6591494/', 'name: Jack Spring', '}', 'creator: {', '@type: Person', 'url: /name/nm0002042/', 'name: Charles Dickens', '}', 'description: A Christmas Carol is a movie starring Martin Prest. Playing over 20 characters Martin Prest brings Charles Dickens\\u0027s timeless story of redemption to life.', 'datePublished: 2017-11-01', 'keywords: redemption', 'aggregateRating: {', '@type: AggregateRating', 'ratingCount: 5', 'bestRating: 10.0', 'worstRating: 1.0', 'ratingValue: 7.6', '}', 'duration: PT57M']","GBP5,000
            ",Not found,Not found,,1 November 2017 (UK)
318,A Christmas Carol,81,['Simon Callow'],['Tom Cairns'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm0001003/', 'name: Simon Callow', '}', 'director: {', '@type: Person', 'url: /name/nm0129085/', 'name: Tom Cairns', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm0129085/', 'name: Tom Cairns', '}', '{', '@type: Person', 'url: /name/nm0001003/', 'name: Simon Callow', '}', '{', '@type: Person', 'url: /name/nm0002042/', 'name: Charles Dickens', '}', '{', '@type: Organization', 'url: /company/co0693241/', '}', '{', '@type: Organization', 'url: /company/co0103694/', '}', '{', '@type: Organization', 'url: /company/co0635518/', '}']",Not found,Not found,Not found,,11 December 2018 (Ireland)
319,A Christmas Carol,Not found,"['Carey Mulligan', 'Martin Freeman', 'Andy Serkis']",['Jacqui Morris'],Not found,A Christmas Carol,0,"['Animation', 'Drama']",Not found,Not found,Not found,,2021 (UK)
320,A Christmas Carol - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,,Not found
321,A Christmas Carol,121,"['Richard Malmos', 'Bowie Bundlie', 'Samantha Labrecque']",['James Betteridge'],"Los Angeles, California, USA",Not found,0,"['Drama', 'Family', 'Musical']","$220,000
            ",Not found,Not found,,23 November 2018 (USA)
322,A Christmas Carol,51,"['Seth Hamm', 'Jimmie Hamm', 'Felicia Hamm']",['Seth Hamm'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm7467053/', 'name: Seth Hamm', '}', '{', '@type: Person', 'url: /name/nm7467178/', 'name: Jimmie Hamm', '}', '{', '@type: Person', 'url: /name/nm7467179/', 'name: Felicia Hamm', '}', '{', '@type: Person', 'url: /name/nm8819795/', 'name: Jennifer Harrell', '}']",Not found,Not found,Not found,,1 December 2018 (USA)
323,A Christmas Carol,69,"['Reginald Owen', 'Gene Lockhart', 'Kathleen Lockhart']",['Edwin L. Marin'],"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",Charles Dickens' A Christmas Carol,0,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,Not Rated,16 December 1938 (USA)
324,A Christmas Carol,100,"['George C. Scott', 'Frank Finlay', 'Angela Pleasence']",['Clive Donner'],"England, UK",A Christmas Carol,1,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,PG,17 December 1984 (USA)
325,A Christmas Carol,58,"['Michael Hordern', 'John Le Mesurier', 'Bernard Lee']",['Moira Armstrong'],"BBC Broadcasting House, Central London, England, UK",A Christmas Carol,0,"['Drama', 'Fantasy']",Not found,Not found,Not found,TV-PG,24 December 1977 (UK)
326,A Christmas Carol,95,"['Patrick Stewart', 'Richard E. Grant', 'Joel Grey']",['David Hugh Jones'],"England, UK",A Christmas Carol,1,"['Drama', 'Fantasy']",Not found,Not found,Not found,PG,5 December 1999 (USA)
327,A Christmas Carol,Not found,"['Somar Alberg', 'David Carradine', 'John Carradine']",['James Caddigan'],Not found,Cuento de Navidad,0,"['Drama', 'Fantasy']",Not found,Not found,Not found,,25 December 1947 (USA)
328,A Christmas Carol,75,"['Ross Kemp', 'Warren Mitchell', 'Liz Smith']",['Catherine Morshead'],"London, England, UK",Hristougenniatiki istoria,0,"['Drama', 'Family', 'Fantasy', 'Horror']",Not found,Not found,Not found,,20 November 2000 (UK)
329,A Christmas Carol,Not found,"['Jeremy Kerridge', 'Rocco Vitalia']",['Christopher Gable'],Not found,Μια χριστουγεννιάτικη ιστορία,0,"['Drama', 'Fantasy']",Not found,Not found,Not found,,8 December 1994 (USA)
330,A Christmas Carol,120,"['Bransby Williams', 'John Ruddock', 'John Bentley']",Not found,Not found,Not found,0,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,,27 December 1950 (UK)
331,A Christmas Carol,110,"['Peter Belden', 'Corina Benjet', 'Raye Birk']",['Laird Williamson'],Not found,Not found,0,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,,21 December 1981 (USA)
332,A Christmas Carol,60,"['Lon Clark', 'Roger De Koven', 'Noah Julian']",['George Lowther'],Not found,Not found,0,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,,22 December 1943 (USA)
333,A Christmas Carol,87,"['Marshall Borden', 'Catherine Burns', 'Oliver Cliff']",Not found,"Guthrie Theater - 725 Vineland Place, Minneapolis, Minnesota, USA",Not found,0,"['Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,,Not found
334,A Christmas Carol: The Musical,97,"['Kelsey Grammer', 'Jesse L. Martin', 'Jane Krakowski']",['Arthur Allan Seidelman'],Hungary,A Christmas Carol: The Musical,0,"['Drama', 'Fantasy', 'Musical']","$17,000,000
            ",Not found,Not found,Not Rated,28 November 2004 (USA)
335,A Christmas Carol,45,"['Ron Haddrick', 'Bruce Montague', 'John Llewellyn']",['Zoran Janjic'],Not found,A Christmas Carol,0,"['Animation', 'Drama', 'Fantasy']",Not found,Not found,Not found,TV-G,13 December 1970 (USA)
336,A Christmas Carol,75,"['Ron Haddrick', 'Robin Stewart', 'Barbara Frawley']",Not found,Not found,Ein Weihnachtsmärchen,0,"['Animation', 'Drama', 'Family', 'Fantasy']",Not found,Not found,Not found,G,22 December 1982 (Australia)
337,A Christmas Carol,Not found,['Delroy Atkinson'],['Diana Brooks'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm0040704/', 'name: Delroy Atkinson', '}', 'director: {', '@type: Person', 'url: /name/nm7789892/', 'name: Diana Brooks', '}', 'creator: {', '@type: Organization', 'url: /company/co0611199/', '}']",Not found,Not found,Not found,,2020 (UK)
338,A Christmas Carol,75,"['David Hardware', 'Carl Hamill', 'Aaron Murray']",['Marc Hamill'],Not found,Not found,0,"['Drama', 'Fantasy', 'Music']",Not found,Not found,Not found,,31 December 2019 (UK)
339,A Christmas Carol,96,"['Jim Carrey', 'Gary Oldman', 'Colin Firth']",['Robert Zemeckis'],Not found,A Christmas Carol: An IMAX 3D Experience,0,"['Animation', 'Drama', 'Family', 'Fantasy']","$200,000,000
            ","$137,855,863","$325,286,646",PG,6 November 2009 (USA)
340,A Christmas Carol,73,"['Kate Katzman', 'Rafael Gerardo Rey', 'Nate Contreras']",['Steven Salgado'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm6199057/', 'name: Kate Katzman', '}', '{', '@type: Person', 'url: /name/nm10850367/', 'name: Rafael Gerardo Rey', '}', '{', '@type: Person', 'url: /name/nm10537674/', 'name: Nate Contreras', '}', '{', '@type: Person', 'url: /name/nm10598624/', 'name: D.L. Lewis', '}']",Not found,Not found,Not found,,2 December 2019 (USA)
341,Christmas Carol - IMDb</title>,Not found,"['Ryan Reynolds', 'Will Ferrell']","['Sean Anders', 'John Morris']",Not found,Christmas Carol,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0005351/', 'name: Ryan Reynolds', '}', '{', '@type: Person', 'url: /name/nm0002071/', 'name: Will Ferrell', '}']",Not found,Not found,Not found,,Not found
342,A Christmas Carol,89,"['Cinda Adams', 'Lee Amber', 'Jim Bullock']",['Alvy Moore'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1197574/', 'name: Cinda Adams', '}', '{', '@type: Person', 'url: /name/nm0024273/', 'name: Lee Amber', '}', '{', '@type: Person', 'url: /name/nm0120158/', 'name: Jim Bullock', '}', '{', '@type: Person', 'url: /name/nm3275636/', 'name: Brad Calhoun', '}']",Not found,Not found,Not found,,1979 (USA)
343,A Christmas Carol,82,"['Karl Argue', 'Vincent Fegan', 'Peter Figgis']",['Jason Figgis'],Not found,Коледна песен,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1056805/', 'name: Karl Argue', '}', '{', '@type: Person', 'url: /name/nm1395513/', 'name: Vincent Fegan', '}', '{', '@type: Person', 'url: /name/nm4943353/', 'name: Peter Figgis', '}', '{', '@type: Person', 'url: /name/nm3418529/', 'name: Neill Fleming', '}']","$500,000
            ",Not found,Not found,,19 November 2013 (USA)
344,A Christmas Carol,Not found,Not found,['Benjamin Lancaster'],Not found,Disney's クリスマス・キャロル,0,Not found,Not found,Not found,Not found,,5 December 2009 (USA)
345,A Christmas Carol,75,"['Bonnie Wright', 'Rebecca Hanssen', 'Sarina Taylor']",['David Izatt'],Not found,Bir Noel Şarkısı,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0942247/', 'name: Bonnie Wright', '}', '{', '@type: Person', 'url: /name/nm5336712/', 'name: Rebecca Hanssen', '}', '{', '@type: Person', 'url: /name/nm6013198/', 'name: Sarina Taylor', '}', '{', '@type: Person', 'url: /name/nm1667095/', 'name: Stuart Brennan', '}']",Not found,Not found,Not found,,16 December 2018 (UK)
346,A Christmas Carol,59,"['Colin Baker', 'Charline Cleaver', 'Heidi L. Dennis']",['Anthony D.P. Mann'],Not found,Not found,0,"['Drama', 'Family', 'Fantasy', 'Musical']","$1,000,000
            ",Not found,Not found,Not Rated,20 November 2015 (USA)
347,A Christmas Carol - IMDb</title>,Not found,Not found,['Bennett Miller'],Not found,Not found,0,"['Adventure', 'Drama', 'Fantasy']",Not found,Not found,Not found,,Not found
348,A Christmas Carol,60,"['Stephen Manton', 'Trevor Anthony', 'Christopher Brett']",Not found,Not found,Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,24 December 1962 (UK)
349,404 Error - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,Not found,Not found,Not found,Not found,Not found,Not found
350,A Christmas Carol,57,['Martin Prest'],['Jack Spring'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm5489551/', 'name: Martin Prest', '}', 'director: {', '@type: Person', 'url: /name/nm6591494/', 'name: Jack Spring', '}', 'creator: {', '@type: Person', 'url: /name/nm0002042/', 'name: Charles Dickens', '}', 'description: A Christmas Carol is a movie starring Martin Prest. Playing over 20 characters Martin Prest brings Charles Dickens\\u0027s timeless story of redemption to life.', 'datePublished: 2017-11-01', 'keywords: redemption', 'aggregateRating: {', '@type: AggregateRating', 'ratingCount: 5', 'bestRating: 10.0', 'worstRating: 1.0', 'ratingValue: 7.6', '}', 'duration: PT57M']","GBP5,000
            ",Not found,Not found,,1 November 2017 (UK)
351,A Christmas Carol,81,['Simon Callow'],['Tom Cairns'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm0001003/', 'name: Simon Callow', '}', 'director: {', '@type: Person', 'url: /name/nm0129085/', 'name: Tom Cairns', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm0129085/', 'name: Tom Cairns', '}', '{', '@type: Person', 'url: /name/nm0001003/', 'name: Simon Callow', '}', '{', '@type: Person', 'url: /name/nm0002042/', 'name: Charles Dickens', '}', '{', '@type: Organization', 'url: /company/co0693241/', '}', '{', '@type: Organization', 'url: /company/co0103694/', '}', '{', '@type: Organization', 'url: /company/co0635518/', '}']",Not found,Not found,Not found,,11 December 2018 (Ireland)
