,Unnamed: 0,title,FILM_runtime,FILM_stars,FILM_directors,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres.1,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_weekly_gross,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_release_year,FILM_mpaa_rating_number,GENRE_1,GENRE_2,GENRE_3,GENRE_4,GENRE_5,GENRE_Action,GENRE_Adventure,GENRE_Animation,GENRE_Biography,GENRE_Comedy,GENRE_Crime,GENRE_Documentary,GENRE_Drama,GENRE_Family,GENRE_Fantasy,GENRE_Horror,GENRE_Music,GENRE_Musical,GENRE_Mystery,GENRE_Romance,GENRE_Sport,GENRE_Thriller,GENRE_War,GENRE_Western
0,24792,"'night, Mother",96.0,"['Sissy Spacek', 'Anne Bancroft', 'Ed Berke']",['Tom Moore'],"'night, Mother",1.0,"['contentRating: PG-13', 'actor:', '{', '@type: Person', 'url: /name/nm0000651/', 'name: Sissy Spacek', '}', '{', '@type: Person', 'url: /name/nm0000843/', 'name: Anne Bancroft', '}', '{', '@type: Person', 'url: /name/nm0075303/', 'name: Ed Berke', '}', '{', '@type: Person', 'url: /name/nm0730306/', 'name: Carol Robbins', '}']",5237456.983273721,441863.0,441863.0,3,29 January 1987,tt0090556,"'night, Mother",96,Drama,2011480.0,7329105.0,65,26,2004-10-24,167623.33333333337,52.46999999999999,0.3994666666666665,86.25,1078.0,1987-01-01,3.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26229,13,104.0391135558465,"['Ismo Kallio', 'Seija Lampila', 'Lasse Liemola']",['Aarre Elo'],Not found,0.0,"['contentRating: PG-13', 'actor:', '{', '@type: Person', 'url: /name/nm0000651/', 'name: Sissy Spacek', '}', '{', '@type: Person', 'url: /name/nm0000843/', 'name: Anne Bancroft', '}', '{', '@type: Person', 'url: /name/nm0075303/', 'name: Ed Berke', '}', '{', '@type: Person', 'url: /name/nm0730306/', 'name: Carol Robbins', '}']",15115293.248604827,33744643.47210504,59254017.993284345,0,18 January 1966,tt0798817,13,91,"Crime,Drama,Thriller",4436369.0,12660172.0,105,22,2008-09-21,277273.0625,58.883125,0.5487625,198.5,1042.0,1966-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5237,1776,141.0,"['William Daniels', 'Howard Da Silva', 'Ken Howard']",['Peter H. Hunt'],1776,1.0,['Not found'],4000000.0,26285523.615504123,31111346.3397974,1,17 November 1972,tt0068156,1776,141,"Drama,Family,History",13667789.0,29237441.0,333,34,1997-07-20,297125.847826087,40.464565217391296,0.7918021739130439,72.06521739130434,1351.1739130434785,1972-01-01,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,21055,1984,90.0,"[""Edmond O'Brien"", 'Michael Redgrave', 'Jan Sterling']",['Michael Anderson'],1984,0.0,"['Drama', 'Family', 'History', 'Musical']",15139210.376180649,34352068.8822771,60397011.747501,0,September 1956,tt0048918,1984,90,"Drama,Sci-Fi",6859820.120000001,15831077.0,125,38,2017-05-21,326658.10095238104,61.16190476190476,0.7138857142857142,249.0,970.0,1956-01-01,0.0,Drama,Family,History,Musical,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
4,5208,42nd Street,154.0,"['Jamie Ross', 'Elizabeth Allen', 'Clare Leach']",['Mark Bramble'],Not found,0.0,"['Drama', 'Sci-Fi']",1.0,50383953.008630484,85138855.07465167,0,1 November 2020,tt0024034,42nd Street,89,"Comedy,Musical,Romance",178252977.0,204319435.0,3028,31,1985-06-09,464200.4609375,45.022109375000035,0.7031236979166672,99.01658163265341,1720.96875,2020-01-01,0.0,Drama,Sci-Fi,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,27031,9 to 5,103.63291781777465,,,,0.0770854511203729,"['actor:', '{', '@type: Person', 'url: /name/nm0743494/', 'name: Jamie Ross', '}', '{', '@type: Person', 'url: /name/nm0020490/', 'name: Elizabeth Allen', '}', '{', '@type: Person', 'url: /name/nm1040636/', 'name: Clare Leach', '}', '{', '@type: Person', 'url: /name/nm0714077/', 'name: Lee Roy Reams', '}']",15084988.223516453,37588437.05619917,65117048.6435529,0,,tt8074758,9 to 5,\N,Comedy,15231411.0,30597053.0,148,24,2009-04-12,692336.8636363636,69.74318181818181,0.7998727272727273,300.0,1611.0,1984-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25469,A Bronx Tale,121.0,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato']",['Robert De Niro'],A Bronx Tale,0.0,['nan'],22000000.0,17287898.0,17287898.0,4,1 October 1993,tt0106489,A Bronx Tale,121,"Crime,Drama,Romance",68722968.43999995,84757024.0,700,28,2016-11-06,746988.7873913038,100.18391304347828,0.8986597826086953,246.2391304347826,1044.0,1993-01-01,4.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5163,A Chorus Line,120.0,"['Christine Achico', 'Sheldon Chaney', 'Mariano Foulquie']","['Rennie Cowan', 'Chance Taylor']",Not found,0.0,"['Crime', 'Drama', 'Romance']",25000.0,21958315.975511275,41898318.39590371,0,15 May 2015,tt0088915,A Chorus Line,113,"Drama,Music,Musical",106462964.0,78772513.0,2799,18,1985-06-09,299895.67323943664,42.893915492957724,0.6450270422535216,280.6375,1352.456338028169,2015-01-01,0.0,Crime,Drama,Romance,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8,6804,A Christmas Carol,96.0,"['Jim Carrey', 'Gary Oldman', 'Colin Firth']",['Robert Zemeckis'],A Christmas Carol: An IMAX 3D Experience,0.0,"['actor:', '{', '@type: Person', 'url: /name/nm9869979/', 'name: Christine Achico', '}', '{', '@type: Person', 'url: /name/nm8350721/', 'name: Sheldon Chaney', '}', '{', '@type: Person', 'url: /name/nm4685954/', 'name: Mariano Foulquie', '}', '{', '@type: Person', 'url: /name/nm7466499/', 'name: Sarah J. Halstead', '}']",200000000.0,137855863.0,325286646.0,2,6 November 2009,tt0029992,A Christmas Carol,69,"Drama,Family,Fantasy",9227943.83,8228171.0,119,19,1991-12-22,512663.5461111111,73.53444444444446,0.8741722222222221,286.9,1102.111111111111,2009-01-01,2.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,24646,A Christmas Story,104.4024676552432,Not found,Not found,The Night Before Christmas,0.0,"['Animation', 'Drama', 'Family', 'Fantasy']",15386457.521708554,32885946.217731662,59938023.205581754,0,2 January 2015,tt0085334,A Christmas Story,94,"Comedy,Family",8633547.0,11751311.0,51,15,2012-11-11,1079193.375,94.0925,0.8903125,229.25,1509.5,2015-01-01,0.0,Animation,Drama,Family,Fantasy,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10,23689,A Day in the Death of Joe Egg,150.0,"['Eddie Izzard', 'Victoria Hamilton', 'Prunella Scales']",['Robin Lough'],Not found,0.0,['Not found'],15325564.934194647,31476198.881237026,57244694.98217027,0,13 March 2002,tt0068450,A Day in the Death of Joe Egg,106,"Comedy,Drama",2874477.0,4329000.0,69,24,2003-03-16,239539.75,45.175,0.9180166666666668,65.0,740.0,2002-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,23722,A Delicate Balance,133.0,"['Katharine Hepburn', 'Paul Scofield', 'Lee Remick']",['Tony Richardson'],Balansgång,1.0,"['actor:', '{', '@type: Person', 'url: /name/nm0412850/', 'name: Eddie Izzard', '}', '{', '@type: Person', 'url: /name/nm0358200/', 'name: Victoria Hamilton', '}', '{', '@type: Person', 'url: /name/nm0768795/', 'name: Prunella Scales', '}', '{', '@type: Person', 'url: /name/nm0912353/', 'name: John Warnaby', '}']",15675099.942962129,33741097.38132611,63469900.96304795,2,April 1976,tt0069958,A Delicate Balance,133,Drama,18418588.0,19203192.0,293,63,1996-03-31,409301.95555555547,68.69288888888886,0.8409111111111109,160.42222222222222,968.2,1976-01-01,2.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,17620,A Doll's House,144.0,"['Hattie Morahan', 'Dominic Rowan', 'Steve Toussaint']",['Robert Delamere'],Not found,0.0,"['contentRating: PG', 'actor:', '{', '@type: Person', 'url: /name/nm0000031/', 'name: Katharine Hepburn', '}', '{', '@type: Person', 'url: /name/nm0006890/', 'name: Paul Scofield', '}', '{', '@type: Person', 'url: /name/nm0001665/', 'name: Lee Remick', '}', '{', '@type: Person', 'url: /name/nm0003679/', 'name: Kate Reid', '}']",15533715.095316712,30950029.994863514,57980494.49143584,0,2012,tt0007867,A Doll's House,50,Drama,6495976.0,4264180.0,150,8,1997-03-30,282433.73913043475,44.68304347826087,0.8914608695652173,60.0,1018.0,2012-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,25375,A Few Good Men,138.0,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore']",['Rob Reiner'],A Few Good Men,4.0,"['contentRating: Not Rated', 'actor:', '{', '@type: Person', 'url: /name/nm0602455/', 'name: Hattie Morahan', '}', '{', '@type: Person', 'url: /name/nm0746393/', 'name: Dominic Rowan', '}', '{', '@type: Person', 'url: /name/nm0869750/', 'name: Steve Toussaint', '}']",41000000.0,141340178.0,243240178.0,4,11 December 1992,tt0104257,A Few Good Men,138,"Drama,Thriller",7729208.0,0.0,497,15,1989-11-05,118910.89230769232,23.665692307692307,0.6400784615384616,,997.0,1992-01-01,4.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5234,A Funny Thing Happened on the Way to the Forum,99.0,"['Zero Mostel', 'Phil Silvers', 'Buster Keaton']",['Richard Lester'],A Funny Thing Happened on the Way to the Forum,0.0,"['Drama', 'Thriller']",2000000.0,17171663.909199994,27474258.450071946,0,16 October 1966,tt0060438,A Funny Thing Happened on the Way to the Forum,99,"Comedy,Musical",48856284.0,26816104.0,715,35,1996-03-24,519747.70212765964,51.99308510638297,0.7623734042553194,70.0,1617.0,1966-01-01,0.0,Drama,Thriller,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15,26257,A Life in the Theatre,104.16726398030227,"['Peter Evans', 'Ellis Rabb']","['Kirk Browning', 'Gerald Gutierrez']",Not found,0.0,"['Comedy', 'Musical']",15113530.954016626,33142889.88904086,58287082.47462918,0,3 October 1979,tt0199716,A Life in the Theatre,\N,"Comedy,Drama",2583745.0,9775872.0,56,24,2010-09-26,258374.5,57.937,0.5342100000000001,250.0,1071.0,1979-01-01,0.0,Comedy,Musical,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,5308,A Little Night Music,124.0,"['Elizabeth Taylor', 'Diana Rigg', 'Len Cariou']",['Harold Prince'],A Little Night Music,0.0,"['Comedy', 'Drama']",15711488.319701131,40155498.15980115,73909709.27696608,2,21 May 1980,tt0076319,A Little Night Music,124,"Comedy,Musical,Romance",38606667.0,50154705.0,425,20,2009-11-29,689404.7678571428,103.69017857142862,0.8901464285714286,325.39285714285717,931.0,1980-01-01,2.0,Comedy,Drama,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,22502,A Man for All Seasons,150.0,"['Charlton Heston', 'Vanessa Redgrave', 'John Gielgud']",['Charlton Heston'],Un hombre de dos reinos,1.0,"['Comedy', 'Musical', 'Romance']",15275822.686646989,32135346.41749684,57914191.395353675,0,21 December 1988,tt0060665,A Man for All Seasons,120,"Biography,Drama,History",3612196.0,6882891.0,73,29,2008-09-14,258014.0,55.903571428571425,0.8537142857142858,111.5,739.2857142857142,1988-01-01,0.0,Comedy,Musical,Romance,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18,16714,A Midsummer Night's Dream,171.0,"['Meera Syal', 'Ankur Bahl', 'Maggie Bain']","['Emma Rice', 'Ian Russell']",Shakespeare's Globe: A Midsummer Night's Dream,0.0,"['actor:', '{', '@type: Person', 'url: /name/nm0000032/', 'name: Charlton Heston', '}', '{', '@type: Person', 'url: /name/nm0000603/', 'name: Vanessa Redgrave', '}', '{', '@type: Person', 'url: /name/nm0000024/', 'name: John Gielgud', '}', '{', '@type: Person', 'url: /name/nm0426062/', 'name: Richard Johnson', '}']",15259833.318120927,31975216.0071271,57539844.29794234,0,23 April 2020,tt0026714,A Midsummer Night's Dream,133,"Comedy,Fantasy,Romance",2731254.0,5933490.0,65,13,1996-03-24,273125.4,40.54,0.6046699999999999,65.0,1448.0,2020-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,25084,A Month in the Country,124.0,"['Richard Briers', 'Eleanor Bron', 'Phyllis Calvert']",['Bill Hays'],Not found,0.0,"['actor:', '{', '@type: Person', 'url: /name/nm0842934/', 'name: Meera Syal', '}', '{', '@type: Person', 'url: /name/nm6061471/', 'name: Ankur Bahl', '}', '{', '@type: Person', 'url: /name/nm2835896/', 'name: Maggie Bain', '}', '{', '@type: Person', 'url: /name/nm4222331/', 'name: Nandi Bhebhe', '}']",15383240.354207661,30508389.7249055,56145862.43276134,0,14 April 1985,tt0093562,A Month in the Country,96,Drama,1407371.0,399200.0,55,24,1995-04-09,140737.1,36.76199999999999,0.9736300000000002,55.0,499.0,1985-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26215,A Month of Sundays,104.8601962709645,Not found,Not found,Not found,0.0,"['contentRating: Not Rated', 'actor:', '{', '@type: Person', 'url: /name/nm0001972/', 'name: Richard Briers', '}', '{', '@type: Person', 'url: /name/nm0111376/', 'name: Eleanor Bron', '}', '{', '@type: Person', 'url: /name/nm0130829/', 'name: Phyllis Calvert', '}', '{', '@type: Person', 'url: /name/nm0153182/', 'name: Ian Charleson', '}']",15325109.029592406,30567645.97710758,55801402.12779586,0,Not found,tt0184747,A Month of Sundays,\N,\N,132421.0,0.0,4,19,1987-04-05,44140.33333333334,16.95,0.3601666666666666,,954.0,1984-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24126,A Moon for the Misbegotten,134.0,"['Jason Robards', 'Colleen Dewhurst', 'Ed Flanders']","['José Quintero', 'Gordon Rigsby']",Ena feggari gia tous katatregmenous,0.0,['Not found'],15420659.609310418,33477629.731813435,61133628.34081431,0,27 May 1975,tt0073404,A Moon for the Misbegotten,134,Drama,11266767.0,14967823.0,191,28,2000-03-12,402384.5357142858,61.375714285714295,0.8492392857142856,141.30357142857142,974.4642857142856,1975-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,21140,A Raisin in the Sun,131.0,"[""Sean 'Diddy' Combs"", 'Sanaa Lathan', 'Audra McDonald']",['Kenny Leon'],A Raisin in the Sun,1.0,"['actor:', '{', '@type: Person', 'url: /name/nm0001673/', 'name: Jason Robards', '}', '{', '@type: Person', 'url: /name/nm0223157/', 'name: Colleen Dewhurst', '}', '{', '@type: Person', 'url: /name/nm0281130/', 'name: Ed Flanders', '}', '{', '@type: Person', 'url: /name/nm0568153/', 'name: Edwin McDonough', '}']",15822434.086546006,34437569.221486226,65684701.37762745,3,25 February 2008,tt0055353,A Raisin in the Sun,128,Drama,24194589.0,24244073.0,173,59,2004-04-04,806486.3,103.308,0.9496166666666668,217.625,1062.0,2008-01-01,3.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,27051,A Steady Rain,105.0399283462826,,,,0.051687299484771576,"['contentRating: PG-13', 'actor:', '{', '@type: Person', 'url: /name/nm0004835/', 'name: Sean \\\\u0027Diddy\\\\u0027 Combs', '}', '{', '@type: Person', 'url: /name/nm0005125/', 'name: Sanaa Lathan', '}', '{', '@type: Person', 'url: /name/nm0567653/', 'name: Audra McDonald', '}', '{', '@type: Person', 'url: /name/nm0711118/', 'name: Phylicia Rashad', '}']",15717451.470393706,32307574.454827894,61517457.82746607,0,,tt1477832,A Steady Rain,\N,Drama,15168742.0,12877567.0,80,21,2009-09-13,1166826.3076923077,139.0592307692308,1.0090076923076925,375.0,1071.0,1984-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,20625,A Streetcar Named Desire,156.0,"['Jessica Lange', 'Alec Baldwin', 'John Goodman']",['Glenn Jordan'],A Streetcar Named Desire,0.0,['nan'],15157251.408518605,37525469.224097095,65562195.21630575,0,29 October 1995,tt0044081,A Streetcar Named Desire,122,Drama,16848444.0,31144189.0,399,108,1988-02-21,255279.45454545453,43.26621212121213,0.7408621212121214,107.28365384615385,988.1818181818179,1995-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,17074,A Tale of Two Cities,162.0,"['Chris Sarandon', 'Peter Cushing', 'Kenneth More']",['Jim Goddard'],Hallmark Hall of Fame: A Tale of Two Cities (#30.1),1.0,"['actor:', '{', '@type: Person', 'url: /name/nm0001448/', 'name: Jessica Lange', '}', '{', '@type: Person', 'url: /name/nm0000285/', 'name: Alec Baldwin', '}', '{', '@type: Person', 'url: /name/nm0000422/', 'name: John Goodman', '}', '{', '@type: Person', 'url: /name/nm0000178/', 'name: Diane Lane', '}']",15159746.952700036,33447845.889359806,59118884.90508081,0,2 December 1980,tt0008652,A Tale of Two Cities,70,"Drama,History,Romance",4655502.0,11768674.0,60,33,2008-08-24,387958.5,60.2375,0.5903999999999999,237.25,1420.0,1980-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,25548,A Time to Kill,149.0,"['Matthew McConaughey', 'Sandra Bullock', 'Samuel L. Jackson']",['Joel Schumacher'],A Time to Kill,1.0,"['Comedy', 'Drama', 'Romance']",40000000.0,108766007.0,152266007.0,4,24 July 1996,tt0117913,A Time to Kill,149,"Crime,Drama,Thriller",1720560.0,4987525.0,33,23,2013-09-29,215070.0,56.20375,0.7423249999999999,223.0,802.0,1996-01-01,4.0,Comedy,Drama,Romance,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27,26341,A Touch of the Poet,142.0,"['Donald Moffat', 'Robert Phalen', 'Roberta Maxwell']","['Kirk Browning', 'Stephen Porter']",To aggigma tou poiiti,0.0,"['Crime', 'Drama', 'Thriller']",15317974.499839628,31783933.673331644,57675146.964708865,0,24 April 1974,tt0204692,A Touch of the Poet,142,Drama,3609646.0,5704515.0,58,32,2005-11-13,300803.83333333326,52.35999999999999,0.7562916666666668,86.25,1008.0,1974-01-01,0.0,Crime,Drama,Thriller,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
28,26719,A Tuna Christmas,104.82691572463641,"['Joe Sears', 'Jaston Williams']",['Ed Howard'],Not found,0.0,"['contentRating: Not Rated', 'actor:', '{', '@type: Person', 'url: /name/nm0595567/', 'name: Donald Moffat', '}', '{', '@type: Person', 'url: /name/nm0679606/', 'name: Robert Phalen', '}', '{', '@type: Person', 'url: /name/nm0561809/', 'name: Roberta Maxwell', '}', '{', '@type: Person', 'url: /name/nm0545408/', 'name: Nancy Marchand', '}']",15344015.187218351,30521091.54992139,55870195.03148195,1,5 September 1996,tt0424517,A Tuna Christmas,\N,Comedy,465078.0,0.0,20,8,1994-12-11,116269.5,33.254999999999995,0.6012,,787.0,1996-01-01,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,26728,A Walk in the Woods,104.95680356571917,"['Robert Prosky', 'Sam Waterston']",['Kirk Browning'],Not found,0.0,"['contentRating: G', 'actor:', '{', '@type: Person', 'url: /name/nm0780769/', 'name: Joe Sears', '}', '{', '@type: Person', 'url: /name/nm0929588/', 'name: Jaston Williams', '}']",15406385.43942684,30367511.355683744,56097138.59349127,0,1988,tt0461713,A Walk in the Woods,\N,Drama,1562493.0,0.0,137,21,1988-02-14,78124.65,21.60200000000001,0.598895,,768.0,1988-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,20228,Abe Lincoln in Illinois,110.0,"['Raymond Massey', 'Gene Lockhart', 'Ruth Gordon']",['John Cromwell'],Abe Lincoln in Illinois,2.0,"['actor:', '{', '@type: Person', 'url: /name/nm0698764/', 'name: Robert Prosky', '}', '{', '@type: Person', 'url: /name/nm0001832/', 'name: Sam Waterston', '}']",15393447.34358532,30399370.068910513,56050061.38907035,0,19 April 1940,tt0032181,Abe Lincoln in Illinois,110,"Biography,Drama,History",1334845.0,0.0,40,27,1993-11-07,148316.11111111112,22.867777777777782,0.7800555555555556,,1087.0,1940-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,24696,Absurd Person Singular,115.0,"['John Baddeley', 'Cheryl Campbell', 'Michael Gambon']",['Michael A. Simpson'],Not found,0.0,"['Biography', 'Drama', 'History']",15278794.482188009,31513060.702960037,56950416.854290664,0,Not found,tt0088667,Absurd Person Singular,115,Comedy,1816196.0,3956357.0,56,29,2005-09-25,165108.72727272724,48.69545454545455,0.6816090909090909,79.0,645.0909090909091,1984-01-01,0.0,Biography,Drama,History,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,19922,Accent on Youth,77.0,"['Sylvia Sidney', 'Herbert Marshall', 'Phillip Reed']",['Wesley Ruggles'],Com Qual dos Dois?,0.0,"['contentRating: Not Rated', 'actor:', '{', '@type: Person', 'url: /name/nm0045969/', 'name: John Baddeley', '}', '{', '@type: Person', 'url: /name/nm0132293/', 'name: Cheryl Campbell', '}', '{', '@type: Person', 'url: /name/nm0002091/', 'name: Michael Gambon', '}', '{', '@type: Person', 'url: /name/nm0378237/', 'name: Nicky Henson', '}']",15239328.906376565,31912013.975731738,57285059.50517698,0,23 August 1935,tt0026034,Accent on Youth,77,"Comedy,Romance",2028775.0,5392449.0,71,24,2009-04-12,169064.58333333337,49.28666666666667,0.6758000000000001,95.0,650.0,1935-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,20344,Accomplice,104.91443711725307,"['Timothy V. Murphy', 'Jack Hudson']",['Metin Güngör'],Not found,0.0,"['Comedy', 'Romance']",15370742.242528472,30455278.983856812,55967445.45007755,0,2021,tt0038285,Accomplice,68,"Film-Noir,Mystery,Thriller",935345.0,0.0,52,23,1990-04-08,93534.5,14.069,0.6765100000000001,,1332.0,2021-01-01,0.0,Comedy,Romance,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,21219,Act One,110.0,"['George Hamilton', 'Jason Robards', 'George Segal']",['Dore Schary'],Act One,0.0,"['Mystery', 'Thriller']",15119402.83942638,33818499.97237021,59402054.59140816,0,26 December 1963,tt0056810,Act One,110,"Biography,Drama",4761068.0,13059800.0,67,31,2014-03-23,366236.0,65.42307692307692,0.6822538461538461,,1084.0,1963-01-01,0.0,Mystery,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35,18924,After Midnight,103.11637730786252,"['Conway Tearle', 'Zena Keefe', 'Warren Black']",['Ralph Ince'],Efter midnat,0.0,"['Biography', 'Drama']",15229045.773056697,38387667.465848,67469989.81293394,0,10 September 1921,tt0011910,After Midnight,\N,\N,21234352.0,36088550.0,273,18,2013-10-20,573901.4054054054,86.83675675675677,0.8154324324324326,197.0,1034.2162162162165,1921-01-01,0.0,Biography,Drama,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,23766,After the Fall,128.0,"['Faye Dunaway', 'Christopher Plummer', 'Bibi Andersson']",['Gilbert Cates'],Nach dem Sündenfall,0.0,['Not found'],15339827.538074538,31398841.485360593,57229655.013041764,0,10 December 1974,tt0071109,After the Fall,128,Drama,2998486.0,4128000.0,53,40,2004-06-27,249873.83333333328,52.26166666666668,0.8463583333333333,86.25,729.0,1974-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,26344,"Ah, Wilderness!",90.0,"['Norman Fell', 'Betty Field', 'Helen Hayes']",['Robert Mulligan'],"Hallmark Hall of Fame: Ah, Wilderness! (#8.6)",0.0,"['actor:', '{', '@type: Person', 'url: /name/nm0001159/', 'name: Faye Dunaway', '}', '{', '@type: Person', 'url: /name/nm0001626/', 'name: Christopher Plummer', '}', '{', '@type: Person', 'url: /name/nm0000761/', 'name: Bibi Andersson', '}', '{', '@type: Person', 'url: /name/nm0182582/', 'name: Mariclare Costello', '}']",15239695.332014993,31806580.16005113,57120733.46375775,0,28 April 1959,tt0412306,"Ah, Wilderness!",60,Comedy,1721052.0,4895000.0,54,30,1998-02-22,156459.27272727276,26.10818181818181,0.7296363636363636,55.0,1077.0,1959-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,5740,Aida,95.0,"['Sophia Loren', 'Renata Tebaldi', 'Lois Maxwell']",['Clemente Fracassi'],Aida,0.0,"['actor:', '{', '@type: Person', 'url: /name/nm0001205/', 'name: Norman Fell', '}', '{', '@type: Person', 'url: /name/nm0275897/', 'name: Betty Field', '}', '{', '@type: Person', 'url: /name/nm0371040/', 'name: Helen Hayes', '}', '{', '@type: Person', 'url: /name/nm0446096/', 'name: Abigail Kellogg', '}']",17116296.24974791,70834953.6163505,133123504.18308075,0,8 October 1954,tt0045483,Aida,95,Musical,165928398.0,212615075.0,1852,30,2000-02-27,700119.8227848101,60.8007594936709,0.8492194092827003,111.39240506329115,1695.7679324894516,1954-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,5768,Ain't Misbehavin',82.0,"['Rory Calhoun', 'Piper Laurie', 'Jack Carson']",['Edward Buzzell'],Bruden der stak af,0.0,"['contentRating: Approved', 'actor:', '{', '@type: Person', 'url: /name/nm0000047/', 'name: Sophia Loren', '}', '{', '@type: Person', 'url: /name/nm0853636/', 'name: Renata Tebaldi', '}', '{', '@type: Person', 'url: /name/nm0561755/', 'name: Lois Maxwell', '}', '{', '@type: Person', 'url: /name/nm0830157/', 'name: Ebe Stignani', '}']",15620670.294212142,29839857.357364964,56876846.29739517,0,26 August 1955,tt0047804,Ain't Misbehavin',82,"Comedy,Musical,Romance",5332871.0,0.0,176,8,1988-08-14,231863.95652173914,33.307826086956524,0.7820304347826087,,1108.0,1955-01-01,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,86,Aladdin,128.0,"['Will Smith', 'Mena Massoud', 'Naomi Scott']",['Guy Ritchie'],Aladdin,0.0,"['Comedy', 'Musical', 'Romance']",183000000.0,355559216.0,1050693953.0,2,24 May 2019,tt0103639,Aladdin,90,"Adventure,Animation,Comedy",458814870.4599999,491574362.0,2487,21,2014-03-02,1465862.2059424915,107.88945686900959,0.9791182108626204,228.31089743589746,1726.031948881789,2019-01-01,2.0,Comedy,Musical,Romance,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
