,Unnamed: 0,title,FILM_runtime,FILM_stars,FILM_directors,FILM_filming_locations,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres.1,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_mpaa_rating_number,FILM_stars1,FILM_stars2,FILM_stars3,FILM_directors1,FILM_directors2,FILM_directors3
365,2397,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt10155932,Cinderella,\N,"Comedy,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
366,2398,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt10310214,Cinderella,60,"Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
367,2414,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt13154228,Cinderella,120,Musical,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
368,2419,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt1661199,Cinderella,105,"Drama,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
369,2420,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt1668005,Cinderella,65,"Drama,Family,Musical",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
370,2425,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt2049413,Cinderella,120,Family,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
371,2426,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt2057919,Cinderella,\N,"Drama,Fantasy,Romance",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
372,2435,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt3645784,Cinderella,120,Music,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
373,2440,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt4168550,Cinderella,\N,"Drama,Family",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
374,2450,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt4863768,Cinderella,87,Animation,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
375,2451,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt5089556,Cinderella,113,Fantasy,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
376,2455,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt5684194,Cinderella,130,Musical,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
377,2457,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt5872846,Cinderella,90,"Comedy,Drama,Musical",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
378,2469,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt7381216,Cinderella,\N,Musical,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
379,2477,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt8555284,Cinderella,90,"Comedy,Musical",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
380,2480,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt8907882,Cinderella,\N,Drama,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Aleksandr Rou, Rostislav Zakharov,
381,2482,Cinderella,84.0,"[""['Raisa Struchkova'"", "" 'Gennadi Ledyakh'"", "" 'Elena Vanke']""]","['Aleksandr Rou', 'Rostislav Zakharov']",Not found,Cinderella,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0835269/', 'name: Raisa Struchkova', '}', '{', '@type: Person', 'url: /name/nm0496716/', 'name: Gennadi Ledyakh', '}', '{', '@type: Person', 'url: /name/nm0889157/', 'name: Elena Vanke', '}', '{', '@type: Person', 'url: /name/nm10873099/', 'name: Lesma Chadarayn', '}']",,,,,Not found,tt9239316,Cinderella,\N,Horror,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Raisa Struchkova,Gennadi Ledyakh,Elena Vanke,Pierre Caron,,
382,2487,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0003772,Cinderella,52,"Drama,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
383,2491,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0042332,Cinderella,74,"Animation,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
384,2492,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0056935,Cinderella,\N,\N,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
385,2493,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0057950,Cinderella,84,"Family,Fantasy,Musical",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
386,2494,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0075849,Cinderella,94,"Comedy,Musical",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
387,2496,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0128996,Cinderella,88,"Family,Fantasy,Musical",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
388,2497,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0129672,Cinderella,90,"Comedy,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
389,2499,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0146558,Cinderella,95,Musical,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
390,2502,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0218891,Cinderella,83,"Drama,Fantasy,Romance",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
391,2504,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0239303,Cinderella,90,"Comedy,Drama",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
392,2505,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0272549,Cinderella,102,"Fantasy,Music,Romance",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
393,2507,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt0419644,Cinderella,\N,"Comedy,Drama,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
394,2516,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt10013634,Cinderella,150,Musical,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
395,2517,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt10155932,Cinderella,\N,"Comedy,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
396,2518,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt10310214,Cinderella,60,"Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
397,2534,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt13154228,Cinderella,120,Musical,88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
398,2539,Cinderella,95.0,"[""['Joan Warner'"", "" 'Christiane Delyne'"", "" 'Jeanne Fusier-Gir']""]",['Pierre Caron'],Not found,Cenicienta,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0912503/', 'name: Joan Warner', '}', '{', '@type: Person', 'url: /name/nm0218011/', 'name: Christiane Delyne', '}', '{', '@type: Person', 'url: /name/nm0299353/', 'name: Jeanne Fusier-Gir', '}', '{', '@type: Person', 'url: /name/nm0214942/', 'name: Suzanne Dehelly', '}']",,,,,13 September 1945,tt1661199,Cinderella,105,"Drama,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,,Joan Warner,Christiane Delyne,Jeanne Fusier-Gir,Pierre Caron,,
