,Unnamed: 0,title,FILM_runtime,FILM_stars,FILM_directors,FILM_filming_locations,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres.1,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_mpaa_rating_number,FILM_stars1,FILM_stars2,FILM_stars3,FILM_directors1,FILM_directors2,FILM_directors3
0,1,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",Mar S. Torres,"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt0055781,Beauty and the Beast,77,"Family,Fantasy,Horror",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans, Chance Taylor,,
1,2,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]", Chance Taylor,"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt0074193,Beauty and the Beast,74,"Family,Fantasy,Romance",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
2,4,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt0092626,Beauty and the Beast,94,"Family,Fantasy,Musical",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
3,5,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt0101414,Beauty and the Beast,84,"Animation,Family,Fantasy",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
4,7,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt0195545,Beauty and the Beast,57,Adult,429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
5,17,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt0338769,Blood of Beasts,90,"Action,Adventure,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
6,43,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt1140853,Beauty and the Beast,50,Music,429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
7,45,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt11861230,Beauty and the Beast,\N,"Comedy,Drama,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
8,46,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt1202150,Beauty and the Beast,60,"Animation,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
9,55,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt1276939,Beauty and the Beast,\N,"Family,Fantasy,Romance",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
10,57,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt1410295,Beauty and the Beast,90,"Drama,Fantasy,Romance",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
11,63,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt1662015,Beauty and the Beast,50,"Drama,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
12,76,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt2261303,Beauty and the Beast: A Dark Tale,\N,"Drama,Fantasy,Sci-Fi",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
13,77,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt2771200,Beauty and the Beast,129,"Family,Fantasy,Musical",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
14,84,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt5137562,Beauty and the Beast,80,"Drama,Musical",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
15,89,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt5341002,Beauty and the Beast,\N,"Family,Fantasy",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,,
16,122,Beauty and the Beast,129.0,"[""['Emma Watson'"", "" 'Dan Stevens'"", "" 'Luke Evans']""]",['Bill Condon'],"London, England, UK",Beauty and the Beast,2.0,"['Family', 'Fantasy', 'Musical', 'Romance']",160000000.0,504481165.0,1264064386.0,2,17 March 2017,tt9173998,Beauty and the Beast,60,"Family,Fantasy,Musical",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,2.0,Emma Watson,Dan Stevens,Luke Evans,Gary Trousdale, Kirk Wise,
17,125,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt0055781,Beauty and the Beast,77,"Family,Fantasy,Horror",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
18,126,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt0074193,Beauty and the Beast,74,"Family,Fantasy,Romance",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
19,128,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt0092626,Beauty and the Beast,94,"Family,Fantasy,Musical",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
20,129,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt0101414,Beauty and the Beast,84,"Animation,Family,Fantasy",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
21,131,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt0195545,Beauty and the Beast,57,Adult,429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
22,141,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt0338769,Blood of Beasts,90,"Action,Adventure,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
23,167,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt1140853,Beauty and the Beast,50,Music,429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
24,169,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt11861230,Beauty and the Beast,\N,"Comedy,Drama,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
25,170,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt1202150,Beauty and the Beast,60,"Animation,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
26,179,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt1276939,Beauty and the Beast,\N,"Family,Fantasy,Romance",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
27,181,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt1410295,Beauty and the Beast,90,"Drama,Fantasy,Romance",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
28,187,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt1662015,Beauty and the Beast,50,"Drama,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
29,200,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt2261303,Beauty and the Beast: A Dark Tale,\N,"Drama,Fantasy,Sci-Fi",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
30,201,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt2771200,Beauty and the Beast,129,"Family,Fantasy,Musical",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
31,208,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt5137562,Beauty and the Beast,80,"Drama,Musical",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
32,213,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt5341002,Beauty and the Beast,\N,"Family,Fantasy",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Gary Trousdale, Kirk Wise,
33,246,Beauty and the Beast,84.0,"['[""Paige O\'Hara""', "" 'Robby Benson'"", "" 'Jesse Corti']""]","['Gary Trousdale', 'Kirk Wise']","Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",Beauty and the Beast 3-D,0.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",25000000.0,218967620.0,440118382.0,1,22 November 1991,tt9173998,Beauty and the Beast,60,"Family,Fantasy,Musical",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,"""Paige OHara""",Robby Benson,Jesse Corti,Eugene Marner,,
34,249,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt0055781,Beauty and the Beast,77,"Family,Fantasy,Horror",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
35,250,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt0074193,Beauty and the Beast,74,"Family,Fantasy,Romance",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
36,252,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt0092626,Beauty and the Beast,94,"Family,Fantasy,Musical",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
37,253,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt0101414,Beauty and the Beast,84,"Animation,Family,Fantasy",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
38,255,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt0195545,Beauty and the Beast,57,Adult,429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
39,265,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt0338769,Blood of Beasts,90,"Action,Adventure,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
40,291,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt1140853,Beauty and the Beast,50,Music,429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
41,293,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt11861230,Beauty and the Beast,\N,"Comedy,Drama,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
42,294,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt1202150,Beauty and the Beast,60,"Animation,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
43,303,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt1276939,Beauty and the Beast,\N,"Family,Fantasy,Romance",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
44,305,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt1410295,Beauty and the Beast,90,"Drama,Fantasy,Romance",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
45,311,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt1662015,Beauty and the Beast,50,"Drama,Family",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
46,324,Beauty and the Beast,94.0,"[""['John Savage'"", "" 'Rebecca De Mornay'"", "" 'Yossi Graber']""]",['Eugene Marner'],Israel,Cannon Movie Tales: Beauty and the Beast,0.0,"['Family', 'Fantasy', 'Musical']",,,,1,April 1987,tt2261303,Beauty and the Beast: A Dark Tale,\N,"Drama,Fantasy,Sci-Fi",429158458.0,425324962.0,5461,46,1994-03-13,56.526376811594254,0.860458985507247,94.94009584664535,1603.8144927536234,1.0,John Savage,Rebecca De Mornay,Yossi Graber,Eugene Marner,,
