,index,title,FILM_runtime,FILM_stars,FILM_directors,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_mpaa_rating_number,FILM_release_year
452,26163,Execution of Justice,98.0,"['Tim Daly', 'Peter Coyote', 'Khalil Kain']",['Leon Ichaso'],Ejecución de la justicia,0.0,"['Crime', 'Drama']",18702908.00559317,66692670.50105042,117460103.96547368,4,28 November 1999,tt0176705,Execution of Justice,98,"Crime,Drama",93247.0,0.0,12,8,1986-03-09,13.153333333333334,0.3164666666666667,193.88881378501034,1149.0,4,1999-01-01
453,26164,High,48.0,"['Steve Gaghagen', 'Beth Gardner', 'Nathan Hall']",['Brandon Riley Miller'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm3537157/', 'name: Steve Gaghagen', '}', '{', '@type: Person', 'url: /name/nm3525697/', 'name: Beth Gardner', '}', '{', '@type: Person', 'url: /name/nm3537808/', 'name: Nathan Hall', '}', '{', '@type: Person', 'url: /name/nm3144657/', 'name: Stephanie Lee', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,19 September 2009,tt0176813,In,80,Drama,449955.0,2414880.0,7,29,2011-03-27,26.028,0.6422800000000001,250.0,780.0,0,2009-01-01
457,26212,Mastergate,90.0,"['Tim Reid', 'Marcia Strassman', 'Buck Henry']",['Michael Engler'],Not found,0.0,"['contentRating: PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0005347/', 'name: Tim Reid', '}', '{', '@type: Person', 'url: /name/nm0833519/', 'name: Marcia Strassman', '}', '{', '@type: Person', 'url: /name/nm0377750/', 'name: Buck Henry', '}', '{', '@type: Person', 'url: /name/nm0453006/', 'name: Richard Kiley', '}']",18702908.00559317,66692670.50105042,117460103.96547368,2,1 November 1992,tt0186336,Mastergate,90,Comedy,691392.0,0.0,69,23,1989-09-24,26.12666666666667,0.5914583333333333,193.88881378501034,499.0,2,1992-01-01
458,26213,13,91.0,"['Sam Riley', 'Alice Barrett', 'Gaby Hoffmann']",['Géla Babluani'],13,0.0,"['Crime', 'Drama', 'Thriller']",18702908.00559317,66692670.50105042,3701600.0,4,March 2010,tt0798817,13,91,"Crime,Drama,Thriller",4436369.0,12660172.0,105,22,2008-09-21,58.883125,0.5487625,198.5,1042.0,4,2010-01-01
459,26225,Dirty Blonde,83.0,"['Danielle', 'Carol Cross', 'Cody Nicole']",['Joseph W. Sarno'],Not found,0.0,"['Adult', 'Comedy', 'Mystery']",18702908.00559317,66692670.50105042,117460103.96547368,0,1984,tt0188566,Dirty Blonde,83,"Adult,Comedy,Mystery",7925422.0,13208325.0,352,20,2000-04-16,47.6259574468085,0.7458744680851064,62.4468085106383,589.0,0,1984-01-01
463,26245,A Life in the Theatre,103.70863291758376,"['Peter Evans', 'Ellis Rabb']","['Kirk Browning', 'Gerald Gutierrez']",Not found,0.0,"['Comedy', 'Drama']",18702908.00559317,66692670.50105042,117460103.96547368,0,3 October 1979,tt0199716,A Life in the Theatre,\N,"Comedy,Drama",2583745.0,9775872.0,56,24,2010-09-26,57.937,0.53421,250.0,1071.0,0,1979-01-01
466,26328,"Kiss Me, Kate",90.0,"['Alfred Drake', 'Patricia Morison', 'Julie Wilson']",['George Schaefer'],Hallmark Hall of Fame: Kiss Me Kate (#8.2),0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0236848/', 'name: Alfred Drake', '}', '{', '@type: Person', 'url: /name/nm0605685/', 'name: Patricia Morison', '}', '{', '@type: Person', 'url: /name/nm0933673/', 'name: Julie Wilson', '}', '{', '@type: Person', 'url: /name/nm0370905/', 'name: Bill Hayes', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,20 November 1958,tt0203623,"Kiss Me, Kate",90,Musical,79324531.44999999,106993699.0,1007,58,1999-10-31,66.02940298507461,0.8374962686567161,119.97014925373135,1358.7164179104477,0,1958-01-01
467,26329,A Touch of the Poet,142.0,"['Donald Moffat', 'Robert Phalen', 'Roberta Maxwell']","['Kirk Browning', 'Stephen Porter']",To aggigma tou poiiti,0.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0595567/', 'name: Donald Moffat', '}', '{', '@type: Person', 'url: /name/nm0679606/', 'name: Robert Phalen', '}', '{', '@type: Person', 'url: /name/nm0561809/', 'name: Roberta Maxwell', '}', '{', '@type: Person', 'url: /name/nm0545408/', 'name: Nancy Marchand', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,24 April 1974,tt0204692,A Touch of the Poet,142,Drama,3609646.0,5704515.0,58,32,2005-11-13,52.35999999999999,0.7562916666666668,86.25,1008.0,0,1974-01-01
468,26330,"Ah, Wilderness!",60.0,"['Percy Parsons', 'Kitty de Legh', 'Sam Payne']",Not found,Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0663891/', 'name: Percy Parsons', '}', '{', '@type: Person', 'url: /name/nm0209620/', 'name: Kitty de Legh', '}', '{', '@type: Person', 'url: /name/nm0668427/', 'name: Sam Payne', '}', '{', '@type: Person', 'url: /name/nm0480097/', 'name: Simon Lack', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,3 May 1938,tt0412306,"Ah, Wilderness!",60,Comedy,1721052.0,4895000.0,54,30,1998-02-22,26.108181818181812,0.7296363636363636,55.0,1077.0,0,1938-01-01
469,26334,Bring It On,98.0,"['Kirsten Dunst', 'Eliza Dushku', 'Jesse Bradford']",['Peyton Reed'],Cheer Fever,0.0,"['Comedy', 'Romance', 'Sport']",11000000.0,68379000.0,90449929.0,3,25 August 2000,tt0204946,Bring It On,98,"Comedy,Romance,Sport",11410177.0,27561576.0,171,21,2012-07-15,62.5004,0.7112959999999999,207.6,1330.96,3,2000-01-01
470,26335,Doubles,90.0,"[""Ted D'Arms"", 'Ann Bowden', 'Martin LaPlatney']",['Bruce Wilson'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0195485/', 'name: Ted D\\u0027Arms', '}', '{', '@type: Person', 'url: /name/nm0100703/', 'name: Ann Bowden', '}', '{', '@type: Person', 'url: /name/nm0487644/', 'name: Martin LaPlatney', '}', '{', '@type: Person', 'url: /name/nm0577343/', 'name: Dean Meland', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,March 1978,tt0206696,Doubles,90,Thriller,2153546.0,0.0,248,0,1985-06-09,19.322903225806453,0.7223967741935484,193.88881378501034,652.0645161290323,0,1978-01-01
472,26353,The Miser,110.0,['Rikki Fulton'],['Donald McWhinnie'],The Miser or the Laird o' Grippy,0.0,Not found,18702908.00559317,66692670.50105042,117460103.96547368,0,27 March 1979,tt0248184,The Miser,110,\N,970436.0,0.0,93,23,1990-09-23,16.345999999999997,0.7544599999999999,193.88881378501034,681.0,0,1979-01-01
474,26366,First Date,75.0,"['Alisha', 'Bappi', 'Bhabna']",['Mostofa Sarwar Farooki'],Not found,0.0,"['Comedy', 'Drama']",18702908.00559317,66692670.50105042,117460103.96547368,0,2009,tt4584328,First Date,75,"Comedy,Drama",10018641.0,22437107.0,174,34,2013-07-14,63.35653846153846,0.7153576923076923,217.0,1069.0,0,2009-01-01
475,26368,Safe Sex,100.0,"['Mina Adamaki', 'Alexandros Antonopoulos', 'Kostas Grekas']","['Thanasis Papathanasiou', 'Michalis Reppas']",Safe Sex,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0010593/', 'name: Mina Adamaki', '}', '{', '@type: Person', 'url: /name/nm0031440/', 'name: Alexandros Antonopoulos', '}', '{', '@type: Person', 'url: /name/nm0340128/', 'name: Kostas Grekas', '}', '{', '@type: Person', 'url: /name/nm0332599/', 'name: Vaso Goulielmaki', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,22 October 1999,tt0220016,Safe Sex,100,Comedy,255062.0,0.0,9,21,1987-03-22,19.92,0.47687500000000005,193.88881378501034,919.0,0,1999-01-01
476,26369,The Encounter,85.0,"['Bruce Marchiano', 'Steve Borden', 'Jaci Velasquez']",['David A.R. White'],The Encounter,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0545622/', 'name: Bruce Marchiano', '}', '{', '@type: Person', 'url: /name/nm0096165/', 'name: Steve Borden', '}', '{', '@type: Person', 'url: /name/nm1100853/', 'name: Jaci Velasquez', '}', '{', '@type: Person', 'url: /name/nm3489759/', 'name: Jamie Nieto', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,3 May 2011,tt1663680,The Encounter,85,Drama,4370569.8100000005,11251074.0,117,11,2016-09-25,65.40249999999999,0.6909000000000001,223.0,756.375,0,2011-01-01
478,26391,Sight Unseen,92.0,"['Tracey Gold', 'Laura Mennell', 'Jerry Wasserman']",['David Golden'],Inganni e tradimenti,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0325097/', 'name: Tracey Gold', '}', '{', '@type: Person', 'url: /name/nm0579728/', 'name: Laura Mennell', '}', '{', '@type: Person', 'url: /name/nm0913682/', 'name: Jerry Wasserman', '}', '{', '@type: Person', 'url: /name/nm0507082/', 'name: David Lewis', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,30 October 2009,tt1310508,Sight Unseen,92,Thriller,2724614.0,4219903.0,70,21,2004-05-09,53.594166666666666,0.8537416666666667,80.83333333333333,650.0,0,2009-01-01
479,26411,Voices in the Dark,150.0,"['Sally Hawkins', 'Malcolm Kaye', 'Philip Lowrie']",['Alan Horrox'],Not found,0.0,Not found,18702908.00559317,66692670.50105042,117460103.96547368,0,28 January 1985,tt0293691,Voices in the Dark,150,\N,1245034.0,4222160.0,68,12,1999-08-01,29.734545454545454,0.5065272727272728,60.0,1086.0,0,1985-01-01
480,26420,Dream,103.70863291758376,"['D.J. Hamilton', 'Sevin Ceviker']",['Leo Fialho'],Nightmare: A Fraction of a Dream,0.0,"['Comedy', 'Drama', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,17 October 2001,tt0279792,Dream,\N,"Comedy,Drama,Romance",3311853.0,2486000.0,109,24,1997-03-16,39.33176470588235,0.6153176470588235,70.0,1036.0,0,2001-01-01
481,26500,In Transit,93.0,"['Keith Van Nelson', 'Los Iglesias', 'Emilie Paap']",['Adam Silvia'],Not found,0.0,"['Crime', 'Drama', 'Romance']",5000.0,66692670.50105042,117460103.96547368,0,6 March 2020,tt11923820,In Transit,93,"Crime,Drama,Romance",6075957.179999999,16607836.0,145,36,2016-11-13,61.47695652173914,0.8259956521739131,249.0,658.0,0,2020-01-01
482,26516,Wit,99.0,"['Emma Thompson', 'Christopher Lloyd', 'Eileen Atkins']",['Mike Nichols'],W;t,2.0,"['contentRating: PG-13', 'actor: [', '{', '@type: Person', 'url: /name/nm0000668/', 'name: Emma Thompson', '}', '{', '@type: Person', 'url: /name/nm0000502/', 'name: Christopher Lloyd', '}', '{', '@type: Person', 'url: /name/nm0040586/', 'name: Eileen Atkins', '}', '{', '@type: Person', 'url: /name/nm0567653/', 'name: Audra McDonald', '}']",18702908.00559317,66692670.50105042,117460103.96547368,3,24 March 2001,tt0243664,Wit,99,Drama,2302405.0,6011007.0,60,24,2012-01-08,51.52272727272727,0.8203909090909091,193.88881378501034,650.0,3,2001-01-01
483,26517,Laughter on the 23rd Floor,102.0,"['Nathan Lane', 'Mark Linn-Baker', 'Saul Rubinek']",['Richard Benjamin'],Laughter on the 23rd Floor,1.0,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm0001447/', 'name: Nathan Lane', '}', '{', '@type: Person', 'url: /name/nm0513021/', 'name: Mark Linn-Baker', '}', '{', '@type: Person', 'url: /name/nm0007210/', 'name: Saul Rubinek', '}', '{', '@type: Person', 'url: /name/nm0144657/', 'name: Dan Castellaneta', '}']",18702908.00559317,66692670.50105042,117460103.96547368,4,26 May 2001,tt0248955,Laughter on the 23rd Floor,102,Comedy,8326356.0,0.0,320,24,1993-11-07,30.35395348837209,0.5776372093023258,193.88881378501034,1382.0,4,2001-01-01
484,26518,Legally Blonde,96.0,"['Reese Witherspoon', 'Luke Wilson', 'Selma Blair']",['Robert Luketic'],Legally Blonde,2.0,"['Comedy', 'Romance']",18000000.0,96520674.0,141774679.0,3,13 July 2001,tt0250494,Legally Blonde,96,"Comedy,Romance",56338126.0,78345987.0,595,30,2007-04-08,67.11604938271608,0.7523185185185183,250.0,1646.5802469135801,3,2001-01-01
485,26522,Putting It Together,105.0,"['Carol Burnett', 'George Hearn', 'Ruthie Henshall']","['Don Roy King', 'Eric D. Schaeffer']",Party sto Manhattan,0.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0000993/', 'name: Carol Burnett', '}', '{', '@type: Person', 'url: /name/nm0372493/', 'name: George Hearn', '}', '{', '@type: Person', 'url: /name/nm0378113/', 'name: Ruthie Henshall', '}', '{', '@type: Person', 'url: /name/nm0057882/', 'name: John Barrowman', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,24 February 2012,tt0260305,Putting It Together,105,Music,5371370.0,8655916.0,101,22,1999-10-31,56.534117647058835,0.7107058823529412,80.58823529411765,1096.0,0,2012-01-01
486,26523,Taking Sides,108.0,"['Harvey Keitel', 'Stellan Skarsgård', 'Moritz Bleibtreu']",['István Szabó'],A torto o a ragione,0.0,"['Drama', 'Music', 'War']",20000000.0,188952.0,422832.0,0,7 March 2002,tt0260414,Taking Sides,108,"Drama,Music,War",2576311.0,0.0,163,37,1991-02-03,21.06115384615384,0.6892846153846153,45.0,891.0,0,2002-01-01
487,26524,The Government Inspector,109.0,"['Mark Rylance', 'Jonathan Cake', 'Emma Fielding']",['Peter Kosminsky'],David Kelly - Der Waffeninspekteur,0.0,"['Biography', 'Drama']",18702908.00559317,66692670.50105042,117460103.96547368,0,17 March 2005,tt0449030,The Government Inspector,109,"Biography,Drama",476817.0,0.0,37,16,1993-12-26,22.96,0.44439999999999996,193.88881378501034,855.0,0,2005-01-01
488,26528,Elling,89.0,"['Per Christian Ellefsen', 'Sven Nordin', 'Marit Pia Jacobsen']",['Petter Næss'],Brødre i blodet,1.0,"['Comedy', 'Drama']",18702908.00559317,314729.0,2042190.0,4,16 March 2001,tt0279064,Elling,89,"Comedy,Drama",686837.0,3422620.0,9,22,2010-11-07,34.875,0.63095,225.0,1056.0,4,2001-01-01
490,26537,"Philadelphia, Here I Come!",95.0,"['Donal McCann', 'Des Cave', 'Siobhan McKenna']",['John Quested'],"Brian Friel's Philadelphia, Here I Come",0.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0564857/', 'name: Donal McCann', '}', '{', '@type: Person', 'url: /name/nm0147012/', 'name: Des Cave', '}', '{', '@type: Person', 'url: /name/nm0571430/', 'name: Siobhan McKenna', '}', '{', '@type: Person', 'url: /name/nm0446358/', 'name: Eamon A. Kelly', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,1 January 1984,tt0284690,"Philadelphia, Here I Come!",95,Drama,1181442.0,0.0,52,25,1994-08-21,31.768999999999995,0.9658,193.88881378501034,499.0,0,1984-01-01
491,26538,Slava's Snowshow,56.0,"['Vyacheslav Polunin', 'Elena Ushakova', 'Ivan Polunin']","['Wayne Harrison', 'Andrew Higgie']",Slavos sniego sou,0.0,"['Comedy', 'Musical']",18702908.00559317,66692670.50105042,29493.0,0,1 July 2001,tt0284783,Slava's Snowshow,56,"Comedy,Musical",5404274.1,11060103.0,97,10,2008-12-07,81.51230769230769,0.7104999999999999,178.8846153846154,871.5384615384615,0,2001-01-01
492,26539,Democracy,103.70863291758376,"['Bruce Gordon', 'Queenie Thomas', ""Alice O'Brien""]",['Sidney Morgan'],回都の空へ,0.0,"['Drama', 'War']",18702908.00559317,66692670.50105042,117460103.96547368,0,October 1918,tt0285516,Democracy,\N,"Drama,War",7091677.0,15085656.0,173,17,2004-11-07,55.785416666666684,0.6282291666666666,95.0,1049.875,0,1918-01-01
494,26544,Wonderful Town,120.0,"['Rosalind Russell', 'Sydney Chaplin', 'Jacquelyn McKeever']","['Mel Ferber', 'Herbert Ross']",Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0751426/', 'name: Rosalind Russell', '}', '{', '@type: Person', 'url: /name/nm0152261/', 'name: Sydney Chaplin', '}', '{', '@type: Person', 'url: /name/nm1130282/', 'name: Jacquelyn McKeever', '}', '{', '@type: Person', 'url: /name/nm0120233/', 'name: Joseph Buloff', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,30 November 1958,tt0289629,Wonderful Town,120,Musical,29830255.0,60856677.0,497,16,2003-11-09,65.61938461538463,0.6079446153846152,95.0,1437.0,0,1958-01-01
495,26548,By Jeeves,120.0,"['Martin Jarvis', 'John Scherer', 'Donna Lynne Champlin']","['Alan Ayckbourn', 'Nick Morris']",Jeeves,0.0,"['Comedy', 'Musical']",18702908.00559317,66692670.50105042,117460103.96547368,0,20 October 2001,tt0289673,By Jeeves,120,"Comedy,Musical",2090954.0,4062080.0,73,15,2001-10-21,58.67090909090909,0.7070636363636363,86.25,577.0,0,2001-01-01
496,26549,Travesties,103.70863291758376,"['Martin Benrath', 'Nikolaus Paryla', 'Klaus Guth']","['Hans Lietzau', 'Hans W. Reichel']",Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0072337/', 'name: Martin Benrath', '}', '{', '@type: Person', 'url: /name/nm0664144/', 'name: Nikolaus Paryla', '}', '{', '@type: Person', 'url: /name/nm0349195/', 'name: Klaus Guth', '}', '{', '@type: Person', 'url: /name/nm0577022/', 'name: Kurt Meisel', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,8 January 1978,tt0299189,Travesties,\N,Drama,4355638.100000001,7371270.0,63,27,2018-04-01,79.05749999999999,0.8309833333333333,239.4,726.75,0,1978-01-01
497,26550,Doubt,104.0,"['Meryl Streep', 'Philip Seymour Hoffman', 'Amy Adams']",['John Patrick Shanley'],Doubt,5.0,"['Drama', 'Mystery']",20000000.0,33446470.0,51699984.0,3,25 December 2008,tt0918927,Doubt,104,"Drama,Mystery",27656473.0,37977364.0,525,25,2005-03-13,66.81999999999998,0.7987782608695652,187.43478260869566,924.0,3,2008-01-01
498,26554,The Audience,95.0,"['Jay Ben Markson', 'Kati McCarron', 'Rachel Powers']",['Rory Gory'],The Audience,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm5779174/', 'name: Jay Ben Markson', '}', '{', '@type: Person', 'url: /name/nm5141613/', 'name: Kati McCarron', '}', '{', '@type: Person', 'url: /name/nm2343544/', 'name: Rachel Powers', '}', '{', '@type: Person', 'url: /name/nm5779175/', 'name: Adam Santaniello', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,27 March 2014,tt3030790,The Audience,95,Drama,22072987.0,20413658.0,114,22,2015-02-15,150.5255,1.008465,317.0,1069.0,0,2014-01-01
499,26555,Sweeney Todd,103.70863291758376,"['Moore Marriott', 'Iris Darbyshire', 'Judd Green']",['Walter West'],Not found,0.0,"['Crime', 'Drama']",18702908.00559317,66692670.50105042,117460103.96547368,0,28 September 1928,tt0343052,Sweeney Todd,\N,"Crime,Drama",24665981.0,34836480.0,537,82,1989-08-06,54.09602564102561,0.723070512820513,191.15104166666666,907.0769230769231,0,1928-01-01
500,26564,All About Me,60.0,"['Ben Bishop', 'Phil Davis', 'Juliet Ellis']",['Beryl Richards'],Bloodlines,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm1047305/', 'name: Ben Bishop', '}', '{', '@type: Person', 'url: /name/nm0205289/', 'name: Phil Davis', '}', '{', '@type: Person', 'url: /name/nm0254927/', 'name: Juliet Ellis', '}', '{', '@type: Person', 'url: /name/nm0302338/', 'name: Bernard Gallagher', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,20 April 2007,tt0911016,All About Me,\N,Comedy,1354494.0,5523099.0,20,27,2010-02-28,52.376666666666665,0.5411333333333334,251.5,1046.0,0,2007-01-01
501,26566,Dangerous Games,103.70863291758376,"['Paola Anastasi', 'Salvatore Mayol', 'Filippo Vitale']",['Tony Paganelli'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm11620517/', 'name: Paola Anastasi', '}', '{', '@type: Person', 'url: /name/nm11635389/', 'name: Salvatore Mayol', '}', '{', '@type: Person', 'url: /name/nm11635390/', 'name: Filippo Vitale', '}', '{', '@type: Person', 'url: /name/nm7108260/', 'name: Flora Vona', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,2018,tt12446714,Dangerous Games,\N,Thriller,142550.0,0.0,4,12,1989-10-15,14.92,0.5154000000000001,193.88881378501034,1160.0,0,2018-01-01
502,26568,Collected Stories,103.70863291758376,"['Linda Lavin', 'Samantha Mathis']",['Gilbert Cates'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0492089/', 'name: Linda Lavin', '}', '{', '@type: Person', 'url: /name/nm0000526/', 'name: Samantha Mathis', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,16 January 2002,tt0308125,Collected Stories,\N,Drama,1348639.0,4484114.0,54,22,2010-04-11,42.38,0.6479400000000001,193.88881378501034,650.0,0,2002-01-01
503,26569,Finding Neverland,106.0,"['Johnny Depp', 'Kate Winslet', 'Julie Christie']",['Marc Forster'],J.M. Barrie's Neverland,0.0,"['Biography', 'Drama', 'Family']",25000000.0,51680613.0,116650613.0,2,17 December 2004,tt0308644,Finding Neverland,106,"Biography,Drama,Family",63185287.5,109190964.0,558,33,2015-03-15,87.44053333333328,0.8071426666666665,225.0,1502.2266666666667,2,2004-01-01
504,26570,The Life,92.0,"['Bruce Greenwood', 'Brian Markinson', 'Alisen Down']",['Lynne Stopkewich'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0339304/', 'name: Bruce Greenwood', '}', '{', '@type: Person', 'url: /name/nm0548498/', 'name: Brian Markinson', '}', '{', '@type: Person', 'url: /name/nm0235888/', 'name: Alisen Down', '}', '{', '@type: Person', 'url: /name/nm0803337/', 'name: Nancy Sivak', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,13 January 2005,tt0431884,The Life,92,Drama,18961995.0,31387872.0,466,21,1997-04-13,48.81950819672131,0.7325163934426229,75.0,1076.0,0,2005-01-01
505,26594,Big Fish,125.0,"['Ewan McGregor', 'Albert Finney', 'Billy Crudup']",['Tim Burton'],Big Fish,1.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']",70000000.0,66809693.0,123218424.0,3,9 January 2004,tt0319061,Big Fish,125,"Adventure,Drama,Fantasy",10858194.0,22314446.0,98,34,2013-09-08,73.51529411764707,0.8021176470588235,200.0,1398.0588235294117,3,2004-01-01
506,26598,Elf,97.0,"['Will Ferrell', 'James Caan', 'Bob Newhart']",['Jon Favreau'],Elf,0.0,"['Comedy', 'Family', 'Fantasy', 'Romance']",33000000.0,174626840.0,221671773.0,2,7 November 2003,tt0319343,Elf,97,"Comedy,Family,Fantasy",18492763.0,26630370.0,131,15,2010-11-07,102.2238888888889,0.8560166666666666,312.70588235294116,1424.0,2,2003-01-01
508,26615,Looped,103.70863291758376,"['Jim Breuer', 'Bob Burnquist', 'Steve Caballero']",['Adam Barker'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0108028/', 'name: Jim Breuer', '}', '{', '@type: Person', 'url: /name/nm0992389/', 'name: Bob Burnquist', '}', '{', '@type: Person', 'url: /name/nm0127472/', 'name: Steve Caballero', '}', '{', '@type: Person', 'url: /name/nm3125821/', 'name: Christian Fletcher', '}']",500000.0,66692670.50105042,117460103.96547368,0,1 January 2012,tt1928336,Looped,\N,Documentary,1262525.0,4858261.0,33,27,2010-02-21,40.9275,0.5693874999999999,225.0,916.5,0,2012-01-01
510,26665,End of the Rainbow,83.0,Not found,['Robert Nugent'],A szivárvány végén,0.0,"['contentRating: PG', 'director: {', '@type: Person', 'url: /name/nm3109491/', 'name: Robert Nugent', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm3109491/', 'name: Robert Nugent', '}', '{', '@type: Person', 'url: /name/nm2753433/', 'name: Rachel Sanderson', '}', '{', '@type: Organization', 'url: /company/co0014456/', '}', '{', '@type: Organization', 'url: /company/co0245628/', '}', '{', '@type: Organization', 'url: /company/co0088173/', '}']",18702908.00559317,66692670.50105042,117460103.96547368,2,2007,tt1280657,End of the Rainbow,83,Documentary,6856068.0,17851179.0,160,16,2012-03-25,69.36636363636366,0.5686136363636364,198.0,989.8181818181819,2,2007-01-01
511,26666,Copenhagen,90.0,"['Stephen Rea', 'Daniel Craig', 'Francesca Annis']",['Howard Davies'],Copenhage,0.0,"['Drama', 'History', 'War']",18702908.00559317,66692670.50105042,117460103.96547368,0,27 September 2002,tt0340057,Copenhagen,90,"Drama,History,War",11570839.0,20117568.0,326,21,2000-03-26,44.11045454545455,0.7056340909090908,65.11363636363636,1076.0,0,2002-01-01
512,26670,Hizzoner!,60.0,"['Tony Lo Bianco', 'Ed Koch', 'Fiorello LaGuardia']",['Gary Halvorson'],Not found,0.0,"['Biography', 'Drama', 'History']",18702908.00559317,66692670.50105042,117460103.96547368,0,11 December 1984,tt0345401,Hizzoner!,60,"Biography,Drama,History",137324.0,0.0,12,12,1989-02-12,15.657499999999999,0.369975,193.88881378501034,1068.0,0,1984-01-01
513,26671,The Times They Are A-Changin',103.70863291758376,['Bob Dylan'],['Daryl Duke'],Not found,0.0,"['contentRating: G', 'actor: {', '@type: Person', 'url: /name/nm0001168/', 'name: Bob Dylan', '}', 'director: {', '@type: Person', 'url: /name/nm0241174/', 'name: Daryl Duke', '}', 'description: The Times They Are A-Changin\\u0027 is a TV movie starring Bob Dylan. Sing The Times They Are A-Changin\\u0027 in the Style of \\Bob Dylan\\. Stingray Karaoke Rock Classic Rock 1964 English Key G.', 'datePublished: 1964-03-10', 'creator: {', '@type: Organization', 'url: /company/co0045850/', '}', 'aggregateRating: {', '@type: AggregateRating', 'ratingCount: 22', 'bestRating: 10.0', 'worstRating: 1.0', 'ratingValue: 8.0', '}']",18702908.00559317,66692670.50105042,117460103.96547368,1,10 March 1964,tt0348212,The Times They Are A-Changin',\N,Music,2636161.0,5362029.0,28,35,2006-10-01,53.175,0.8143374999999999,251.25,977.75,1,1964-01-01
514,26672,Closer,104.0,"['Natalie Portman', 'Jude Law', 'Clive Owen']",['Mike Nichols'],Closer,2.0,"['Drama', 'Romance']",27000000.0,33987757.0,115505027.0,4,3 December 2004,tt0376541,Closer,104,"Drama,Romance",5318897.0,9769404.0,172,17,1999-03-14,39.74333333333333,0.6898750000000002,60.0,1009.0,4,2004-01-01
515,26684,The Master Builder,103.0,"['Phyllis Love', 'E.G. Marshall', 'James Paterson']","['Richard A. Lukin', 'John Stix']",Not found,0.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0522401/', 'name: Phyllis Love', '}', '{', '@type: Person', 'url: /name/nm0550855/', 'name: E.G. Marshall', '}', '{', '@type: Person', 'url: /name/nm0665495/', 'name: James Paterson', '}', '{', '@type: Person', 'url: /name/nm0740421/', 'name: Joanna Roos', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,21 March 1960,tt0357895,The Master Builder,103,Drama,786602.0,0.0,44,11,1992-03-15,21.949999999999996,0.6438142857142857,193.88881378501034,1010.0,0,1960-01-01
