,Unnamed: 0,title,FILM_runtime,FILM_stars,FILM_directors,FILM_filming_locations,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres.1,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_weekly_gross,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_release_year,FILM_mpaa_rating_number,GENRE_1,GENRE_2,GENRE_3,GENRE_4,GENRE_5,GENRE_Action,GENRE_Adventure,GENRE_Animation,GENRE_Biography,GENRE_Comedy,GENRE_Crime,GENRE_Documentary,GENRE_Drama,GENRE_Family,GENRE_Fantasy,GENRE_Horror,GENRE_Music,GENRE_Musical,GENRE_Mystery,GENRE_Romance,GENRE_Sport,GENRE_Thriller,GENRE_War,GENRE_Western
420,3358,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt2057919,Cinderella,\N,"Drama,Fantasy,Romance",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
421,3359,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt3645784,Cinderella,120,Music,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
422,3360,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt4168550,Cinderella,\N,"Drama,Family",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
423,3361,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt4863768,Cinderella,87,Animation,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
424,3362,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt5089556,Cinderella,113,Fantasy,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
425,3363,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt5684194,Cinderella,130,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
426,3364,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt5872846,Cinderella,90,"Comedy,Drama,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
427,3365,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt7381216,Cinderella,\N,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
428,3366,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt8555284,Cinderella,90,"Comedy,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
429,3367,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt8907882,Cinderella,\N,Drama,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
430,3368,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt9239316,Cinderella,\N,Horror,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
431,3789,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0003772,Cinderella,52,"Drama,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
432,3790,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0042332,Cinderella,74,"Animation,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
433,3791,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0056935,Cinderella,\N,\N,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
434,3792,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0057950,Cinderella,84,"Family,Fantasy,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
435,3793,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0075849,Cinderella,94,"Comedy,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
436,3794,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0128996,Cinderella,88,"Family,Fantasy,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
437,3795,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0129672,Cinderella,90,"Comedy,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
438,3796,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0146558,Cinderella,95,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
439,3797,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0218891,Cinderella,83,"Drama,Fantasy,Romance",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
440,3798,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0239303,Cinderella,90,"Comedy,Drama",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
441,3799,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0272549,Cinderella,102,"Fantasy,Music,Romance",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
442,3800,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt0419644,Cinderella,\N,"Comedy,Drama,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
443,3801,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt10013634,Cinderella,150,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
444,3802,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt10155932,Cinderella,\N,"Comedy,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
445,3803,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt10310214,Cinderella,60,"Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
446,3804,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt13154228,Cinderella,120,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
447,3805,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt1661199,Cinderella,105,"Drama,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
448,3806,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt1668005,Cinderella,65,"Drama,Family,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
449,3807,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt2049413,Cinderella,120,Family,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
450,3808,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt2057919,Cinderella,\N,"Drama,Fantasy,Romance",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
451,3809,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt3645784,Cinderella,120,Music,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
452,3810,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt4168550,Cinderella,\N,"Drama,Family",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
453,3811,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt4863768,Cinderella,87,Animation,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
454,3812,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt5089556,Cinderella,113,Fantasy,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
455,3813,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt5684194,Cinderella,130,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
456,3814,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt5872846,Cinderella,90,"Comedy,Drama,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
457,3815,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt7381216,Cinderella,\N,Musical,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
458,3816,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt8555284,Cinderella,90,"Comedy,Musical",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
459,3817,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt8907882,Cinderella,\N,Drama,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
460,3818,Cinderella,105.0,"['Lily James', 'Cate Blanchett', 'Richard Madden']",['Kenneth Branagh'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Cinderella,1.0,"['Drama', 'Family', 'Fantasy', 'Romance']",95000000.0,201151353.0,542351353.0,2,13 March 2015,tt9239316,Cinderella,\N,Horror,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,2015-01-01,2.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
461,4179,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Drama', 'Family', 'Fantasy', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt0003772,Cinderella,52,"Drama,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Drama,Family,Fantasy,Romance,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
462,4180,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt0042332,Cinderella,74,"Animation,Family,Fantasy",88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
463,4181,Cinderella,74.0,"['Ilene Woods', 'James MacDonald', 'Eleanor Audley']","['Clyde Geronimi', 'Wilfred Jackson']","Château de Chambord, Chambord, Loir-et-Cher, France",Cinderella,3.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",2900000.0,93141149.0,95126535.0,1,4 March 1950,tt0056935,Cinderella,\N,\N,88166620.0,155622653.0,769,41,2013-01-27,864378.6274509805,83.7443137254902,0.7440107843137255,297.0,1732.764705882353,1950-01-01,1.0,Animation,Family,Fantasy,Musical,Romance,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
