,Unnamed: 0,title,runtime,stars,directors,filming_location,aka,oscars_won,genres,budget,domestic_gross,worldwide_gross,mpaa_rating,release
7888,7888,Uchitel muzyki,72,"['Natiq Abdullayev', 'Sayavush Aslan', 'Sadykh Gusejnov']",['Tofik Ismailov'],Not found,Учитель музыки,0,"['actor: [', '{', '@type: Person', 'url: /name/nm3839202/', 'name: Natiq Abdullayev', '}', '{', '@type: Person', 'url: /name/nm0039518/', 'name: Sayavush Aslan', '}', '{', '@type: Person', 'url: /name/nm0348839/', 'name: Sadykh Gusejnov', '}', '{', '@type: Person', 'url: /name/nm2947638/', 'name: Rafiq Karimov', '}']",Not found,Not found,Not found,,23 December 1935 (Brazil)
7889,7889,21 études à danser,Not found,Not found,['Thierry De Mey'],Not found,21 Studien zum Tanzen,0,"['director: {', '@type: Person', 'url: /name/nm0210308/', 'name: Thierry De Mey', '}']",Not found,Not found,Not found,,15 October 1983 (Soviet Union)
7890,7890,On Velvet,70,"['Wally Patch', 'Joe Hayman', 'Vi Kaley']",['Widgey R. Newman'],Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,Not found
7891,7891,The Sky's the Limit,78,"['Jack Buchanan', 'Mara Loseff', 'William Kendall']","['Jack Buchanan', 'Lee Garmes']","Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",Not found,0,"['Musical', 'Comedy']",Not found,Not found,Not found,,26 September 1938 (UK)
7892,7892,Allá en el Trópico,110,"['Tito Guízar', 'Esther Fernández', 'Carlos López']",['Fernando de Fuentes'],Mexico,Down in the Tropics,0,"['Musical', 'Comedy', 'Drama']",Not found,Not found,Not found,,Not found
7893,7893,Amaavaasya Chandhrudu,Not found,Not found,Not found,Not found,Not found,0,"['aggregateRating: {', '@type: AggregateRating', 'ratingCount: 7', 'bestRating: 10.0', 'worstRating: 1.0', 'ratingValue: 7.4', '}']",Not found,Not found,Not found,,21 June 1940 (Mexico)
7894,7894,El Motwahesha,Not found,"['Suad Husni', 'Mahmoud Abdel Aziz', 'Layla Fawzi']",['Samir Seif'],Not found,Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,Not found
7895,7895,Här kommer vi...,86,"['Gunnar Björnstrand', 'Marianne Aminoff', 'Sture Lagerwall']","['Sture Lagerwall', 'John Zacharias']",Not found,Her kommer vi!,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,19 February 1979 (Egypt)
7896,7896,The Fairy Stories. Essence of Care,76,"['Aleksey Agopyan', 'Vladimir Goryanskiy', 'Darya Gromova']",['Liliya Soldatenko'],Not found,Волшебные Истории: Эликсир Доброты,0,"['Adventure', 'Family', 'Fantasy', 'Musical']","$2,300,000
            ",Not found,Not found,,18 October 1947 (Sweden)
7897,7897,Cinta dan lagu,Not found,"['Hail Amir', 'Noor Azizah', 'Yusof Haslam']",['Jamil Sulong'],Not found,Not found,0,"['Musical', 'Romance']",Not found,Not found,Not found,,January 2015 (Ukraine)
7898,7898,Bundeloafe II: The Return of Jaffar,112,"['Victoria Adams', 'Max Anthony', 'Jonathan Carter']","['Gus Dieker', 'Max Wilson']",Not found,Not found,0,"['Adventure', 'Comedy', 'Musical']",Not found,Not found,Not found,,Not found
7899,7899,La familia hippie,85,"['Ángel Magaña', 'Palito Ortega', 'Liliana Abayieva']",['Enrique Carreras'],"Buenos Aires, Federal District, Argentina",Not found,0,"['Musical', 'Comedy']",Not found,Not found,Not found,,18 November 2013 (USA)
7900,7900,Arcobaleno,Not found,"['Rina Belfiore', 'Alfredo Clerici', ""Lucy D'Albert""]",['Giorgio Ferroni'],"Cinecittà Studios, Cinecittà, Rome, Lazio, Italy",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1480642/', 'name: Rina Belfiore', '}', '{', '@type: Person', 'url: /name/nm1480873/', 'name: Alfredo Clerici', '}', '{', '@type: Person', 'url: /name/nm0194930/', 'name: Lucy D\\u0027Albert', '}', '{', '@type: Person', 'url: /name/nm0215743/', 'name: Margherita Del Plata', '}']",Not found,Not found,Not found,,25 March 1971 (Argentina)
7901,7901,Ena senario einai i zoi mas,96,"['Martha Vourtsi', 'Maro Kodou', 'Timos Perlegas']",['Dinos Mavroeidis'],Not found,Scenario,0,"['Drama', 'Musical', 'Romance']",Not found,Not found,Not found,,Not found
7902,7902,Stestí pro dva,Not found,"['Jarmila Ksírová', 'Jan Pivec', 'Eva Vandasová']",['Miroslav Cikán'],Not found,Happiness for Two,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0473300/', 'name: Jarmila Ksírová', '}', '{', '@type: Person', 'url: /name/nm0686096/', 'name: Jan Pivec', '}', '{', '@type: Person', 'url: /name/nm0888615/', 'name: Eva Vandasová', '}', '{', '@type: Person', 'url: /name/nm0903321/', 'name: Jirí Vondrovic', '}']",Not found,Not found,Not found,,3 October 1985 (Greece)
7903,7903,Donde comienzan los pantanos,139,"['Santiago Ayala', 'Adriana Benetti', 'Mario Cozza']",['Antonio Ber Ciani'],Not found,Not found,0,"['Comedy', 'Drama', 'Music', 'Musical', 'Romance']",Not found,Not found,Not found,,16 August 1940 (Czechoslovakia)
7904,7904,Huo hai sheng zi qi,115,"['Bing-Wing Mak', 'Nu Fenghuang', 'Chin-Sui Wong']",['Hok-Sing Wong'],Not found,Banners of Victory,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0537285/', 'name: Bing-Wing Mak', '}', '{', '@type: Person', 'url: /name/nm0271829/', 'name: Nu Fenghuang', '}', '{', '@type: Person', 'url: /name/nm0399035/', 'name: Chin-Sui Wong', '}', '{', '@type: Person', 'url: /name/nm3412363/', 'name: Pei-Mui Chan', '}']",Not found,Not found,Not found,,Not found
7905,7905,Nos va la marcha,Not found,"['Teddy Bautista', 'Coz', 'Cucharada']","['Manu Berástegui', 'Raimundo García']",Not found,Not found,0,"['Documentary', 'Musical']",Not found,Not found,Not found,,21 November 1962 (Hong Kong)
7906,7906,Parada Paramount,Not found,"['Ion Iancovescu', 'Pola Illéry']",['Charles de Rochefort'],Not found,Not found,0,"['Musical', 'Comedy']",Not found,Not found,Not found,,Not found
7907,7907,Susahnya Jadi Perawan,90,"['Nova Eliza', 'Andra Junaidi', 'Emmi Lemmu']",['Mirwan Suwarso'],Not found,Not found,0,"['Comedy', 'Drama', 'Musical']",Not found,Not found,Not found,,1930 (USA)
7908,7908,Hibari minyo no tabi beran me e geisha Sado heiku,86,"['Hibari Misora', 'Noriko Haruoka', 'Michiko Hoshi']",['Kunio Watanabe'],Not found,Hibari's Folk Song Travel: The Prickly-Mouthed Geisha Goes to Sado,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0592882/', 'name: Hibari Misora', '}', '{', '@type: Person', 'url: /name/nm3753417/', 'name: Noriko Haruoka', '}', '{', '@type: Person', 'url: /name/nm0395947/', 'name: Michiko Hoshi', '}', '{', '@type: Person', 'url: /name/nm0408025/', 'name: Kenji Imai', '}']",Not found,Not found,Not found,,3 January 2008 (Indonesia)
7909,7909,Target: The A-Go-Go Generation,Not found,"['Tony Ferrer', 'Greg Lansang', 'Helen Gamboa']",['Leody M. Diaz'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0274628/', 'name: Tony Ferrer', '}', '{', '@type: Person', 'url: /name/nm2616045/', 'name: Greg Lansang', '}', '{', '@type: Person', 'url: /name/nm0971442/', 'name: Helen Gamboa', '}', '{', '@type: Person', 'url: /name/nm2618015/', 'name: Doming Viray', '}']",Not found,Not found,Not found,,5 August 1961 (Japan)
7910,7910,The Caveman's Bride - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Fantasy', 'Musical', 'Romance']",Not found,Not found,Not found,,1967 (Philippines)
7911,7911,The Curse of the Billy Goat - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Biography', 'Drama', 'Family', 'Musical', 'Romance']",Not found,Not found,Not found,,Not found
7912,7912,Zhuang yuan tan fu ma,Not found,Not found,['Tian-Lin Wang'],Not found,The Scholar Whose Ambition Is to Marry a Princess,0,"['director: {', '@type: Person', 'url: /name/nm0911048/', 'name: Tian-Lin Wang', '}', 'datePublished: 1955-09-21']",Not found,Not found,Not found,,Not found
7913,7913,Every Song a Story,71,Not found,['Aaslaug Vaa'],Not found,Kvar song ei soge,0,"['Documentary', 'Musical']",Not found,Not found,Not found,,21 September 1955 (Hong Kong)
7914,7914,Valpurnis: Saturan,70,"['Curtis Moonflower', 'Christopher Stein', 'Christopher Ford IV']",['Patrick McGuinn'],Not found,Not found,0,"['Biography', 'Musical']",Not found,Not found,Not found,,9 August 2017 (USA)
7915,7915,An Evening Visit,86,"['Liane Haid', 'Paul Hörbiger', 'Harald Paulsen']",['Georg Jacoby'],Not found,An Evening Visit,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,Not found
7916,7916,Aurzari salkhinetsi,85,"['Nadezda Kharadze', 'Sofiko Chiaureli', 'Kakhi Kavsadze']",['Lana Gogoberidze'],Not found,Commotion,0,"['Drama', 'Musical', 'Family', 'Romance']",Not found,Not found,Not found,,2 July 1937 (USA)
7917,7917,Super-Coming,Not found,"['Chapman', 'Kera', 'Asako Maekawa']",['Hiroaki Tada'],Not found,SUPERーCOMING,0,"['Comedy', 'Sci-Fi', 'Musical']",Not found,Not found,Not found,,Not found
7918,7918,Bezumnyy den,68,"['Igor Ilyinsky', 'Sergey Martinson', 'Serafima Birman']",['Andrey Tutyshkin'],Not found,Безумный день,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,Not found
7919,7919,"O Mädchen, mein Mädchen, wie lieb' ich Dich!",Not found,"['Harry Liedtke', 'Margarete Kupfer', 'Maria Paudler']","['Carl Boese', 'Rudolf Walther-Fein']",Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,10 July 1956 (Soviet Union)
7920,7920,Alex in A Way,75,['Beau Han Bridge'],['Beau Han Bridge'],Not found,Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,12 March 1930 (Germany)
7921,7921,Me gusta esa chica,80,"['Jacques Arndt', 'Victoria Berni', 'Irma Córdoba']",['Enrique Carreras'],"Buenos Aires, Federal District, Argentina",Not found,0,"['Musical', 'Comedy', 'Romance']",Not found,Not found,Not found,,2020 (Canada)
7922,7922,Bao die ji,Not found,"['Patricia Lam Fung', 'Yim-Hing Law', 'Shueh-Chuang Chuang']",['Ji Zhu'],Not found,Bao die qi yuan,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1862408/', 'name: Patricia Lam Fung', '}', '{', '@type: Person', 'url: /name/nm0492410/', 'name: Yim-Hing Law', '}', '{', '@type: Person', 'url: /name/nm10437464/', 'name: Shueh-Chuang Chuang', '}', '{', '@type: Person', 'url: /name/nm10437463/', 'name: Ling Sek', '}']",Not found,Not found,Not found,,29 March 1973 (Argentina)
7923,7923,Xing xing zhi huo,90,"['Aiqin Xiao', 'Binsun Shao', 'Zhichun Gu']",['Eryi Gu'],Not found,Fire of the Stars,0,"['Drama', 'Musical']",Not found,Not found,Not found,,23 November 1967 (Hong Kong)
7924,7924,Marupurani Katha,Not found,"['Krishna Ghattamaneni', 'Vanisri']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0315553/', 'name: Krishna Ghattamaneni', '}', '{', '@type: Person', 'url: /name/nm0889148/', 'name: Vanisri', '}']",Not found,Not found,Not found,,1959 (China)
7925,7925,Yudh,59,['Savitha Sastry'],['AK Srikanth'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm11114221/', 'name: Savitha Sastry', '}', 'director: {', '@type: Person', 'url: /name/nm11114220/', 'name: AK Srikanth', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm11114220/', 'name: AK Srikanth', '}', '{', '@type: Organization', 'url: /company/co0772177/', '}']","INR5,000,000
            ",Not found,Not found,,Not found
7926,7926,Dongala Veta,Not found,"['Kongara Jaggaiah', 'Krishna Ghattamaneni', 'Pandharibai']",['K.S.R. Das'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0415582/', 'name: Kongara Jaggaiah', '}', '{', '@type: Person', 'url: /name/nm0315553/', 'name: Krishna Ghattamaneni', '}', '{', '@type: Person', 'url: /name/nm0659250/', 'name: Pandharibai', '}', '{', '@type: Person', 'url: /name/nm0419685/', 'name: Jaya Prada', '}']",Not found,Not found,Not found,,18 April 2019 (India)
7927,7927,Navvite Navaratnalu,Not found,"['Anjali Devi', 'Rama Sarma', 'T. Kirshna Kumari']",['S. Soundararajan'],Not found,Not found,0,"['Musical', 'Drama']",Not found,Not found,Not found,,Not found
7928,7928,Die ying hong li ji,135,"['Xuexian Bai', 'Sing-Po Leung', 'Cibo Liang']",['Tit Lee'],Not found,Butterfly and Red Pear Blossom,0,"['Musical', 'Romance']",Not found,Not found,Not found,,Not found
7929,7929,Nu'er xiang,Not found,"['Haoqiu Chen', 'Sang Cheung', 'Yanfen Fang']",['Hesheng Huang'],Not found,Sweet Girl,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0155236/', 'name: Haoqiu Chen', '}', '{', '@type: Person', 'url: /name/nm2511095/', 'name: Sang Cheung', '}', '{', '@type: Person', 'url: /name/nm0266760/', 'name: Yanfen Fang', '}', '{', '@type: Person', 'url: /name/nm2505252/', 'name: Kim Long Law', '}']",Not found,Not found,Not found,,16 September 1959 (Hong Kong)
7930,7930,Une nuit aux Baléares,90,"['Georges Guétary', 'Jean-Marc Thibault', 'Claude Bessy']",['Paul Mesnier'],Not found,Paraíso dos Amores,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,8 April 1959 (Hong Kong)
7931,7931,Sucedió en Sevilla,84,"['Juanita Reina', 'Rubén Rojo', 'Maria Piazzai']",['José Gutiérrez Maesso'],"Sevilla, Andalucía, Spain",It Happened in Sevilla,0,"['Drama', 'Musical']",Not found,Not found,Not found,,15 May 1957 (France)
7932,7932,Grand Show 1946 nen,65,"['Mitsuko Hoshi', 'Betty Inada', 'Kôichi Itô']",['Masahiro Makino'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm2952887/', 'name: Mitsuko Hoshi', '}', '{', '@type: Person', 'url: /name/nm1662470/', 'name: Betty Inada', '}', '{', '@type: Person', 'url: /name/nm0411715/', 'name: Kôichi Itô', '}', '{', '@type: Person', 'url: /name/nm2762136/', 'name: Ryûko Kawaji', '}']",Not found,Not found,Not found,,17 January 1955 (Spain)
7933,7933,Hatsukoi sengen,89,"['Kaoru Yumi', 'Sanae Emi', 'Itoko Harada']",['Meijiro Umezu'],Not found,初恋宣言,0,"['Musical', 'Drama']",Not found,Not found,Not found,,3 January 1946 (Japan)
7934,7934,Qun xing hui,118,"['Zhen Zhen', 'Jung Wang', 'Chi-Yu Chang']",['Hsing Lee'],Not found,Stardust,0,"['Musical', 'Romance']",Not found,Not found,Not found,,15 September 1968 (Japan)
7935,7935,My Ain Folk,75,"['Mabel Constanduros', 'Moira Lister', 'Norman Prince']",['Germain Burger'],"Merton Park Studios, Merton, London, England, UK",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0175992/', 'name: Mabel Constanduros', '}', '{', '@type: Person', 'url: /name/nm0514263/', 'name: Moira Lister', '}', '{', '@type: Person', 'url: /name/nm0697695/', 'name: Norman Prince', '}', '{', '@type: Person', 'url: /name/nm0131593/', 'name: Herbert Cameron', '}']",Not found,Not found,Not found,,Not found
7936,7936,Buenos Aires a la vista,93,"['Dorita Acosta', 'Blanquita Amaro', 'Francisco Audenino']",['Luis Bayón Herrera'],"Buenos Aires, Federal District, Argentina",Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,2 April 1945 (UK)
7937,7937,Así es el tango,105,"['Olinda Bozán', 'Tita Merello', 'Tito Lusiardo']",['Eduardo Morera'],"Buenos Aires, Federal District, Argentina",Not found,0,"['Musical', 'Romance']",Not found,Not found,Not found,,20 September 1950 (Argentina)
7938,7938,Dharmangada,Not found,"['Govindrajulu Subba Rao', 'Krishnaveni', 'Mudigonda Lingamurthy']",['Hanumappa Vishwanath Babu'],Not found,Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,24 February 1937 (Argentina)
7939,7939,Les époux célibataires,97,"['Sim Viva', 'Mona Goya', 'Stéphane Pizella']","['Jean Boyer', 'Arthur Robison']",Not found,Esposos Celibatários,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,1 October 1949 (India)
7940,7940,Mi fortuna por un nieto,71,"['Olinda Bozán', 'Augusto Codecá', 'Alicia Barrié']",['Luis Bayón Herrera'],"Buenos Aires, Federal District, Argentina",Not found,0,"['Comedy', 'Drama', 'Musical']",Not found,Not found,Not found,,19 July 1935 (France)
7941,7941,Tulasi Apa,121,"['Lochani Bag', 'Barsha Nayak', 'Sujeet Paikaray']",['Amiya Ranjan Patnaik'],Not found,Not found,0,"['Biography', 'Drama', 'Musical']",Not found,Not found,Not found,,14 August 1940 (Argentina)
7942,7942,Guadalajara,103,"['Pedro Armendáriz', 'Lorenzo Barcelata', 'Esperanza Baur']",['Chano Urueta'],"Estudios Churubusco Azteca, Mexico City, Distrito Federal, Mexico",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0000784/', 'name: Pedro Armendáriz', '}', '{', '@type: Person', 'url: /name/nm0053929/', 'name: Lorenzo Barcelata', '}', '{', '@type: Person', 'url: /name/nm0062421/', 'name: Esperanza Baur', '}', '{', '@type: Person', 'url: /name/nm0503251/', 'name: Rosita Lepe', '}']",Not found,Not found,Not found,,November 2015 (India)
7943,7943,Shilpi,130,"['Runa Laila', 'Alamgir', 'Shaukat Akbar']",['Chashi Nazrul Islam'],"Bangladesh Film Development Corporation, Dhaka, Bangladesh",The Singer,0,"['Biography', 'Family', 'Musical']",Not found,Not found,Not found,,11 June 1943 (USA)
7944,7944,O'Voutie O'Rooney,Not found,"['Slim Gaillard', 'Mable Lee']",['Jack Rieger'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0301254/', 'name: Slim Gaillard', '}', '{', '@type: Person', 'url: /name/nm0497795/', 'name: Mable Lee', '}']",Not found,Not found,Not found,,1995 (Bangladesh)
7945,7945,Tuloy ang ligaya,Not found,"['Nida Blanca', 'Leroy Salvador', 'Pugo']",['Manuel Silos'],Not found,Happiness Must Go On,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0086984/', 'name: Nida Blanca', '}', '{', '@type: Person', 'url: /name/nm0759239/', 'name: Leroy Salvador', '}', '{', '@type: Person', 'url: /name/nm1675389/', 'name: Pugo', '}', '{', '@type: Person', 'url: /name/nm1296759/', 'name: Lita Gutierrez', '}']",Not found,Not found,Not found,,Not found
7946,7946,Mga batang milyonaryo,Not found,"['Rosemarie Sonora', 'Lito Legaspi', 'Blanca Gomez']",['Octavio Silos'],Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,24 May 1958 (Philippines)
7947,7947,Fei tou gongzhu leidian dou feilong,87,"['An Banri', 'Nu Fenghuang', 'Jiasheng Lin']",['Zhigang Feng'],Not found,"The Flying Head Princess, Part II",0,"['Comedy', 'Fantasy', 'Horror', 'Musical', 'Thriller']",Not found,Not found,Not found,,20 June 1964 (Philippines)
7948,7948,Wir tanzen auf dem Regenbogen,95,"['Inge Egger', 'Isa Barzizza', 'Karl Schönböck']","['Carmine Gallone', 'Arthur Maria Rabenalt']","Cinecittà Studios, Cinecittà, Rome, Lazio, Italy",Diese Nacht vergess' ich nie,0,"['Musical', 'Romance']",Not found,Not found,Not found,,Not found
7949,7949,Feux de joie,95,"['Ray Ventura', 'Micheline Cheirel', 'Marcel Vallée']",['Jacques Houssin'],Not found,Fuochi di gioia,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0893364/', 'name: Ray Ventura', '}', '{', '@type: Person', 'url: /name/nm0154989/', 'name: Micheline Cheirel', '}', '{', '@type: Person', 'url: /name/nm0885253/', 'name: Marcel Vallée', '}', '{', '@type: Person', 'url: /name/nm0864403/', 'name: Alice Tissot', '}']",Not found,Not found,Not found,,18 February 1953 (Italy)
7950,7950,Dambé: The Mali Project,93,"['Afel Bocoum', 'Toumani Diabaté', 'Paddy Keenan']",['Dearbhla Glynn'],Mali,Not found,0,"['Documentary', 'Music', 'Musical']","EUR175,000
            ",Not found,Not found,,1 February 1939 (France)
