,Unnamed: 0,Unnamed: 0.1,title,FILM_runtime,FILM_stars,FILM_directors,FILM_filming_locations,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres.1,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_weekly_gross,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_release_year,FILM_mpaa_rating_number,GENRE_1,GENRE_2,GENRE_3,GENRE_4,GENRE_5,GENRE_Action,GENRE_Adventure,GENRE_Animation,GENRE_Biography,GENRE_Comedy,GENRE_Crime,GENRE_Documentary,GENRE_Drama,GENRE_Family,GENRE_Fantasy,GENRE_Horror,GENRE_Music,GENRE_Musical,GENRE_Mystery,GENRE_Romance,GENRE_Sport,GENRE_Thriller,GENRE_War,GENRE_Western
146,19401,19401,Ragtime,155.0,"['James Cagney', 'Elizabeth McGovern', 'Howard E. Rollins Jr.']",['Milos Forman'],"Branford Trolley Museum, East Haven, Connecticut, USA",Ragtime,8.0,"['Biography', 'Drama', 'Sport']",,14920781.0,14920781.0,2,25 December 1981,tt0018302,Ragtime,\N,Drama,85977969.0,101100405.0,899,55,1997-12-28,716483.075,56.48875000000001,0.8975625,97.74166666666666,1772.8166666666666,1981-01-01,2,Biography,Drama,Sport,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
147,23030,23030,Red,93.0,"['Brian Cox', 'Noel Fisher', 'Kyle Gallner']","['Trygve Allister Diesen', 'Lucky McKee']","Baltimore, Maryland, USA",Red,0.0,"['contentRating: PG', 'actor:', '{', '@type: Person', 'url: /name/nm0000010/', 'name: James Cagney', '}', '{', '@type: Person', 'url: /name/nm0001527/', 'name: Elizabeth McGovern', '}', '{', '@type: Person', 'url: /name/nm0738415/', 'name: Howard E. Rollins Jr.', '}', '{', '@type: Person', 'url: /name/nm0000374/', 'name: Brad Dourif', '}']",2500000.0,4643.0,15617.0,4,20 January 2008,tt0066288,Red the Half Breed,103,Drama,6835696.0,10483475.0,101,22,2010-03-14,427231.0,76.325,0.8858625000000001,225.0,804.0,2008-01-01,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,5128,5128,Rent,135.0,"['Taye Diggs', 'Wilson Jermaine Heredia', 'Rosario Dawson']",['Chris Columbus'],"Alameda, California, USA",Rent,0.0,"['Drama', 'Thriller']",40000000.0,29077547.0,31670620.0,3,23 November 2005,tt0294870,Rent,135,"Drama,Musical,Romance",274248128.0,329200908.0,5123,16,1996-04-21,423876.55023183924,53.94166924265849,0.8254459041731069,113.83693972179287,1176.4219474497681,2005-01-01,3,Drama,Thriller,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
149,544,544,Rock of Ages,123.0,"['Julianne Hough', 'Diego Boneta', 'Tom Cruise']",['Adam Shankman'],"Miami, Florida, USA",Rock of Ages,0.0,"['Drama', 'Musical', 'Romance']",75000000.0,38518613.0,59418613.0,3,15 June 2012,tt0236690,Rock of Ages,\N,"Drama,Romance",128993202.0,189018483.0,2328,22,2009-03-22,437265.09152542375,88.7947796610169,0.8853155932203385,223.1938775510204,715.7728813559323,2012-01-01,3,Drama,Musical,Romance,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
150,20462,20462,Rocky,120.0,"['Sylvester Stallone', 'Talia Shire', 'Burt Young']",['John G. Avildsen'],"2822-2824 Rosehill St, Philadelphia, Pensylvannia, USA",Rocky,0.0,"['Comedy', 'Drama', 'Musical', 'Romance']",960000.0,117235147.0,117248937.0,2,3 December 1976,tt0040743,Rocky,76,Drama,19222100.0,34363102.0,180,28,2014-02-16,711929.6296296297,82.08111111111113,0.7485222222222222,248.0,1519.5555555555554,1976-01-01,2,Comedy,Drama,Musical,Romance,,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
151,5324,5324,Sarafina!,117.0,"['Whoopi Goldberg', 'Leleti Khumalo', 'Miriam Makeba']",['Darrell Roodt'],South Africa,Sarafina! Il profumo della libertà,0.0,"['Drama', 'Sport']",,7306242.0,7306242.0,3,25 September 1992,tt0105316,Sarafina!,117,"Drama,Musical",13504133.0,0.0,597,11,1988-01-24,177685.9605263158,24.612368421052643,0.8780736842105262,,1028.8947368421052,1992-01-01,3,Drama,Sport,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
152,24388,24388,Saturday Night Fever,118.0,"['John Travolta', 'Karen Lynn Gorney', 'Barry Miller']",['John Badham'],"94th St. and Fifth Avenue, Bay Ridge, Brooklyn, New York City, New York, USA",Saturday Night,1.0,"['Drama', 'Musical']",3000000.0,94213184.0,237113184.0,4,16 December 1977,tt0076666,Saturday Night Fever,118,"Drama,Music",37585638.0,59482350.0,501,27,1999-10-03,569479.3636363636,54.75666666666665,0.7643499999999998,80.3030303030303,1686.0,1977-01-01,4,Drama,Musical,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
153,24489,24489,Search and Destroy,90.0,"['Griffin Dunne', 'Dennis Hopper', 'Jason Ferraro']",['David Salle'],"New York City, New York, USA",Busca e Destrói,0.0,"['Drama', 'Music']",4000000.0,389503.0,389503.0,4,5 May 1995,tt0083040,Search and Destroy,92,"Action,Drama,Thriller",419612.0,0.0,46,22,1992-02-09,46623.555555555555,14.541111111111116,0.5843666666666666,,724.0,1995-01-01,4,Drama,Music,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
154,24768,24768,Shadowlands,131.0,"['Anthony Hopkins', 'Debra Winger', 'Julian Fellowes']",['Richard Attenborough'],"Randolph Hotel, Beaumont Street, Oxford, Oxfordshire, England, UK",Shadowlands,2.0,"['Action', 'Comedy', 'Drama']",22000000.0,25842377.0,25842377.0,2,14 January 1994,tt0090005,Shadowlands,92,"Biography,Drama,Romance",2712597.0,0.0,169,11,1990-11-04,117939.0,22.10652173913043,0.6358695652173911,,1076.0,1994-01-01,2,Action,Comedy,Drama,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,22412,22412,Shenandoah,105.0,"['James Stewart', 'Doug McClure', 'Glenn Corbett']",['Andrew V. McLaglen'],"Santa Clarita, California, USA",Fields of Honor,1.0,"['Biography', 'Drama', 'Romance']",,17268889.0,,0,29 June 1965,tt0059711,Shenandoah,105,"Drama,War,Western",798610.0,0.0,32,15,1989-07-30,133101.66666666663,24.876666666666665,0.5665666666666668,,1210.0,1965-01-01,0,Biography,Drama,Romance,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
156,25249,25249,Shirley Valentine,108.0,"['Pauline Collins', 'Tom Conti', 'Julia McKenzie']",['Lewis Gilbert'],"Waldegrave School for Girls, Fifth Cross Road, Twickenham, UK",Shirley Valentine,2.0,"['Drama', 'War', 'Western']",,6056912.0,6056912.0,4,30 August 1989,tt0098319,Shirley Valentine,108,"Comedy,Drama,Romance",3918566.0,0.0,324,8,1989-02-12,93299.19047619047,22.64119047619048,0.6579095238095239,,777.0,1989-01-01,4,Drama,War,Western,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
157,26064,26064,Shrek,90.0,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']","['Andrew Adamson', 'Vicky Jenson']","Glendale, California, USA",Shrek,0.0,"['Comedy', 'Drama', 'Romance']",60000000.0,267665011.0,487769799.0,2,18 May 2001,tt0126029,Shrek,90,"Adventure,Animation,Comedy",46361426.0,84952748.0,441,37,2008-11-09,760023.3770491803,75.93639344262294,0.7336672131147539,297.5409836065574,1734.2459016393445,2001-01-01,2,Comedy,Drama,Romance,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
158,531,531,Singin' in the Rain,103.0,"['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds']","['Stanley Donen', 'Gene Kelly']","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",Singin' in the Rain,2.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",2540800.0,1826108.0,1864182.0,1,11 April 1952,tt0045152,Singin' in the Rain,103,"Comedy,Musical,Romance",13123571.0,0.0,367,31,1985-06-09,262471.42,30.18600000000001,0.562416,,1933.0,1952-01-01,1,Animation,Adventure,Comedy,Family,Fantasy,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
159,25383,25383,Sister Act,100.0,"['Whoopi Goldberg', 'Maggie Smith', 'Kathy Najimy']",['Emile Ardolino'],"Los Angeles, California, USA",Sister Act,2.0,"['Comedy', 'Musical', 'Romance']",31000000.0,139605150.0,231605150.0,2,29 May 1992,tt0105417,Sister Act,100,"Comedy,Crime,Family",52509237.0,109166803.0,561,28,2011-03-27,700123.16,72.5218666666667,0.7287200000000001,200.0,1694.493333333333,1992-01-01,2,Comedy,Musical,Romance,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
160,27004,27004,Six Dance Lessons in Six Weeks,107.0,"['Gena Rowlands', 'Cheyenne Jackson', 'Jacki Weaver']",['Arthur Allan Seidelman'],"Florida, USA",6 Hafta 6 Dans Dersi,0.0,"['Comedy', 'Crime', 'Family', 'Music']",,106323.0,106323.0,0,12 December 2014,tt1670994,Six Dance Lessons in Six Weeks,107,"Comedy,Drama",716751.0,3182998.0,30,26,2003-10-12,102393.0,31.895714285714284,0.3873571428571429,80.0,1029.0,2014-01-01,0,Comedy,Crime,Family,Music,,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
161,25488,25488,Six Degrees of Separation,112.0,"['Will Smith', 'Stockard Channing', 'Donald Sutherland']",['Fred Schepisi'],"860 Fifth Avenue, Manhattan, New York City, New York, USA",Six Degrees of Separation,1.0,"['Comedy', 'Drama']",12000000.0,6405918.0,6405918.0,4,8 December 1993,tt0108149,Six Degrees of Separation,112,"Comedy,Drama,Mystery",18983263.500000004,10606056.0,548,32,1990-11-04,260044.7054794521,39.20424657534247,0.8247178082191782,197.0,1052.849315068493,1993-01-01,4,Comedy,Drama,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162,24152,24152,Smile,107.0,"['Mika Boorem', 'Yi Ding', 'Sean Astin']",['Jeffrey Kramer'],"Jingxi, China",A Força de um Sorriso,0.0,"['Comedy', 'Drama', 'Mystery']",,32833.0,32833.0,3,8 April 2005,tt0073722,Smile,113,Comedy,1605546.0,0.0,48,11,1986-11-16,200693.25,29.7925,0.64125,,1488.0,2005-01-01,3,Comedy,Drama,Mystery,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
163,5229,5229,South Pacific,157.0,"['Rossano Brazzi', 'Mitzi Gaynor', 'John Kerr']",['Joshua Logan'],"Moorea, French Polynesia",South Pacific,0.0,"['Adventure', 'Drama']",6000000.0,458000.0,458000.0,0,14 April 1958,tt0052225,South Pacific,157,"Musical,Romance,War",96488869.0,125340445.0,996,37,2008-03-02,742222.0692307692,99.18415384615385,0.8983676923076925,121.07575757575758,1041.076923076923,1958-01-01,0,Adventure,Drama,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164,25201,25201,Souvenir,90.0,"['Isabelle Huppert', 'Kévin Azaïs', 'Johan Leysen']",['Bavo Defurne'],Not found,Souvenir,0.0,"['Musical', 'Romance', 'War']",,11411.0,359798.0,0,21 December 2016,tt0096148,Souvenir,93,Drama,945935.0,4356023.0,68,14,2005-10-30,85994.09090909091,43.12727272727273,0.3761909090909091,86.25,712.1818181818181,2016-01-01,0,Musical,Romance,War,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
165,25250,25250,Steel Magnolias,117.0,"['Shirley MacLaine', 'Olympia Dukakis', 'Sally Field']",['Herbert Ross'],"Louisiana, USA",Steel Magnolias,1.0,"['Drama', 'Music', 'Romance']",15000000.0,84614512.0,96759512.0,2,22 November 1989,tt0098384,Steel Magnolias,117,"Comedy,Drama,Romance",4139622.0,9692401.0,136,23,2005-03-20,206981.1,56.76100000000001,0.4976600000000001,86.1875,922.0,1989-01-01,2,Drama,Music,Romance,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
166,5500,5500,Stepping Out,106.0,"['Liza Minnelli', 'Shelley Winters', 'Robyn Stevan']",['Lewis Gilbert'],"Buffalo, New York, USA",Stepping Out,1.0,"['Comedy', 'Drama', 'Romance']",,246000.0,246000.0,2,11 October 1991,tt0010736,Stepping Out,50,Drama,1006542.0,0.0,73,21,1986-12-28,83878.5,21.758333333333336,0.6114083333333333,,801.0,1991-01-01,2,Comedy,Drama,Romance,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
167,22448,22448,Sylvia,100.0,"['Gwyneth Paltrow', 'Daniel Craig', 'Lucy Davenport']",['Christine Jeffs'],"Cornwall, England, UK",Ted and Sylvia,0.0,"['Comedy', 'Drama', 'Musical']",,1315498.0,2917393.0,4,31 October 2003,tt0059773,Sylvia,115,Drama,4181981.0,11364170.0,72,27,2015-10-04,321690.84615384607,60.4023076923077,0.6698769230769229,199.0,1071.0,2003-01-01,4,Comedy,Drama,Musical,,,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
168,26535,26535,Taking Sides,108.0,"['Harvey Keitel', 'Stellan Skarsgård', 'Moritz Bleibtreu']",['István Szabó'],Germany,A torto o a ragione,0.0,"['Biography', 'Drama', 'Romance']",20000000.0,188952.0,422832.0,0,7 March 2002,tt0260414,Taking Sides,108,"Drama,Music,War",2576311.0,0.0,163,37,1991-02-03,99088.88461538461,21.06115384615384,0.6892846153846153,45.0,891.0,2002-01-01,0,Biography,Drama,Romance,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
169,25228,25228,Talk Radio,110.0,"['Eric Bogosian', 'Ellen Greene', 'Leslie Hope']",['Oliver Stone'],"Texas, USA",Talk Radio,0.0,"['Drama', 'Music', 'War']",4000000.0,3468572.0,3468572.0,4,13 January 1989,tt0096219,Talk Radio,110,Drama,4489013.0,12000900.0,121,29,2007-02-18,236263.8421052632,53.21947368421052,0.5145,251.25,1095.0,1989-01-01,4,Drama,Music,War,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
170,22494,22494,Tarzan,88.0,"['Tony Goldwyn', 'Minnie Driver', 'Brian Blessed']","['Chris Buck', 'Kevin Lima']","Walt Disney Animation Studios - 2100 Riverside Drive, Burbank, California, USA",Tarzan,0.0,"['contentRating: R', 'actor:', '{', '@type: Person', 'url: /name/nm0091899/', 'name: Eric Bogosian', '}', '{', '@type: Person', 'url: /name/nm0338746/', 'name: Ellen Greene', '}', '{', '@type: Person', 'url: /name/nm0394012/', 'name: Leslie Hope', '}', '{', '@type: Person', 'url: /name/nm0001525/', 'name: John C. McGinley', '}']",130000000.0,171091819.0,448191819.0,1,18 June 1999,tt0120855,Tarzan,88,"Adventure,Animation,Family",42722858.0,55473315.0,486,35,2006-03-26,628277.3235294118,72.7501470588235,0.8521029411764708,215.2205882352941,1318.4705882352941,1999-01-01,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,22152,22152,The Addams Family,99.0,"['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd']",['Barry Sonnenfeld'],"Santa Clarita, California, USA",The Addams Family,1.0,"['Animation', 'Adventure', 'Family', 'Romance']",30000000.0,113502426.0,191502426.0,3,22 November 1991,tt0101272,The Addams Family,99,"Comedy,Fantasy",86677092.0,132919780.0,722,35,2010-03-14,912390.4421052631,92.39231578947373,0.8010715789473681,300.0,1519.0,1991-01-01,3,Animation,Adventure,Family,Romance,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
172,17517,17517,The Best Man,120.0,"['Taye Diggs', 'Nia Long', 'Morris Chestnut']",['Malcolm D. Lee'],"New York City, New York, USA",The Best Man,0.0,"['Comedy', 'Fantasy']",9000000.0,34102780.0,34573780.0,4,22 October 1999,tt0009922,The Best Man,60,"Adventure,Comedy",24328421.0,39870779.0,306,46,2000-09-10,552918.6590909091,81.29954545454544,0.7501113636363637,167.04545454545453,1138.7954545454545,1999-01-01,4,Comedy,Fantasy,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
173,22694,22694,The Boys in the Band,118.0,"['Kenneth Nelson', 'Peter White', 'Leonard Frey']",['William Friedkin'],"Julius Bar, 159 West 10th Street, Greenwich Village, Manhattan, New York City, New York, USA",The Boys in the Band,1.0,"['Comedy', 'Drama', 'Romance']",5500000.0,2695.0,2695.0,4,17 March 1970,tt0065488,The Boys in the Band,118,Drama,14943569.64,14233662.0,84,35,2018-05-06,996237.976,160.284,1.01202,390.6,774.0,1970-01-01,4,Comedy,Drama,Romance,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
174,25508,25508,The Bridges of Madison County,135.0,"['Clint Eastwood', 'Meryl Streep', 'Annie Corley']",['Clint Eastwood'],"W Green St &amp; John Wayne Dr, Winterset, Iowa, USA",The Bridges of Madison County,1.0,"['contentRating: R', 'actor:', '{', '@type: Person', 'url: /name/nm0625522/', 'name: Kenneth Nelson', '}', '{', '@type: Person', 'url: /name/nm0925320/', 'name: Peter White', '}', '{', '@type: Person', 'url: /name/nm0294600/', 'name: Leonard Frey', '}', '{', '@type: Person', 'url: /name/nm0173644/', 'name: Frederick Combs', '}']",24000000.0,71516617.0,182016617.0,3,2 June 1995,tt0112579,The Bridges of Madison County,135,"Drama,Romance",6729931.0,17361030.0,100,37,2014-01-19,373885.0555555556,67.01000000000002,0.7327555555555556,223.0,1019.0,1995-01-01,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,25473,25473,The Cemetery Club,106.0,"['Ellen Burstyn', 'Olympia Dukakis', 'Diane Ladd']",['Bill Duke'],"Pittsburgh, Pennsylvania, USA",Looking for a Live One,0.0,"['Drama', 'Romance']",,6011745.0,6011745.0,3,12 February 1993,tt0106536,The Cemetery Club,107,Comedy,363036.0,0.0,56,10,1990-05-06,40337.333333333336,10.232222222222225,0.5159333333333334,,1090.0,1993-01-01,3,Drama,Romance,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
176,23436,23436,The Cherry Orchard,141.0,"['Charlotte Rampling', 'Alan Bates', 'Tushka Bergen']",['Michael Cacoyannis'],Bulgaria,El jardín de los cerezos,0.0,"['contentRating: PG-13', 'actor:', '{', '@type: Person', 'url: /name/nm0000995/', 'name: Ellen Burstyn', '}', '{', '@type: Person', 'url: /name/nm0001156/', 'name: Olympia Dukakis', '}', '{', '@type: Person', 'url: /name/nm0002663/', 'name: Diane Ladd', '}', '{', '@type: Person', 'url: /name/nm0000732/', 'name: Danny Aiello', '}']",5000000.0,135280.0,135280.0,0,12 January 2000,tt0144134,The Cherry Orchard,141,Drama,4699477.8,9415196.0,69,36,1997-11-02,335676.9857142857,68.96214285714285,0.8144785714285715,216.6,829.5714285714287,2000-01-01,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,19305,19305,The Circle,110.0,"['Emma Watson', 'Tom Hanks', 'John Boyega']",['James Ponsoldt'],"Art Center College of Design, Pasadena, California, USA",Melinda's Song,0.0,"['contentRating: Not Rated', 'actor:', '{', '@type: Person', 'url: /name/nm0001648/', 'name: Charlotte Rampling', '}', '{', '@type: Person', 'url: /name/nm0000869/', 'name: Alan Bates', '}', '{', '@type: Person', 'url: /name/nm0074065/', 'name: Tushka Bergen', '}', '{', '@type: Person', 'url: /name/nm0209428/', 'name: Frances de la Tour', '}']",18000000.0,20497844.0,40656399.0,3,28 April 2017,tt0015684,The Circle,71,Drama,4075985.0,0.0,208,8,1989-11-19,150962.40740740742,27.08481481481481,0.6229703703703704,,1120.0,2017-01-01,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,24698,24698,The Color Purple,154.0,"['Danny Glover', 'Whoopi Goldberg', 'Oprah Winfrey']",['Steven Spielberg'],"Mentryville, California, USA",Moon Song,11.0,"['Drama', 'Sci-Fi', 'Thriller']",15000000.0,98467863.0,98467863.0,3,7 February 1986,tt0088939,The Color Purple,154,Drama,147709700.89999998,200764487.0,1352,63,2005-11-06,816075.6955801104,82.04718232044198,0.8501044198895037,218.16298342541438,1478.0552486187844,1986-01-01,3,Drama,Sci-Fi,Thriller,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
179,17204,17204,The Crucible,124.0,"['Daniel Day-Lewis', 'Winona Ryder', 'Paul Scofield']",['Nicholas Hytner'],"House of Seven Gables, Salem, Massachusetts, USA",The Crucible,2.0,"['contentRating: PG-13', 'actor:', '{', '@type: Person', 'url: /name/nm0000418/', 'name: Danny Glover', '}', '{', '@type: Person', 'url: /name/nm0000155/', 'name: Whoopi Goldberg', '}', '{', '@type: Person', 'url: /name/nm0001856/', 'name: Oprah Winfrey', '}', '{', '@type: Person', 'url: /name/nm0001923/', 'name: Margaret Avery', '}']",25000000.0,7343114.0,7343114.0,3,27 November 1996,tt0003804,The Crucible,\N,"Drama,Romance",20530170.8,30003122.0,257,74,1991-11-24,466594.790909091,69.92090909090908,0.8510636363636365,278.64864864864865,1072.9318181818182,1996-01-01,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,20904,20904,The Deep Blue Sea,98.0,"['Rachel Weisz', 'Tom Hiddleston', 'Ann Mitchell']",['Terence Davies'],"Three Mills Studios, Three Mill Lane, Bow, London, England, UK",The Deep Blue Sea,1.0,"['Drama', 'History']",,1126525.0,3143316.0,4,25 November 2011,tt0047978,The Deep Blue Sea,100,"Drama,Romance",1379259.0,2470050.0,61,29,1998-03-01,114938.25,36.018333333333345,0.8510333333333334,55.0,499.0,2011-01-01,4,Drama,History,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181,24444,24444,The Elephant Man,124.0,"['Anthony Hopkins', 'John Hurt', 'Anne Bancroft']",['David Lynch'],"England, UK",The Elephant Man,8.0,"['Drama', 'Romance']",5000000.0,26010864.0,26020641.0,2,10 October 1980,tt0080678,The Elephant Man,124,"Biography,Drama",16291917.0,19110954.0,140,58,2002-03-31,626612.1923076923,112.2053846153846,0.820123076923077,212.7115384615384,890.9230769230769,1980-01-01,2,Drama,Romance,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
182,19781,19781,The Front Page,101.0,"['Adolphe Menjou', ""Pat O'Brien"", 'Mary Brian']",['Lewis Milestone'],"Metropolitan Studios - 1040 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA",The Front Page,3.0,"['Biography', 'Drama']",,1526000.0,,0,4 April 1931,tt0021890,The Front Page,101,"Comedy,Crime,Drama",23135176.29,24555655.0,174,60,1986-11-02,771172.543,87.04799999999999,0.8705033333333334,371.68421052631584,1152.1333333333334,1931-01-01,0,Biography,Drama,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183,25589,25589,The Full Monty,91.0,"['Robert Carlyle', 'Tom Wilkinson', 'Mark Addy']",['Peter Cattaneo'],"Haugh Lane, Sheffield, England, UK",The Full Monty,0.0,"['Comedy', 'Crime', 'Drama', 'Romance']",3500000.0,45950122.0,257938649.0,4,19 September 1997,tt0119164,The Full Monty,91,"Comedy,Drama",47862021.0,63485453.0,770,35,2000-10-01,473881.396039604,62.34356435643567,0.8710138613861385,87.91089108910894,1086.6633663366338,1997-01-01,4,Comedy,Crime,Drama,Romance,,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
184,20560,20560,The Glass Menagerie,134.0,"['Joanne Woodward', 'John Malkovich', 'Karen Allen']",['Paul Newman'],"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",The Glass Menagerie,1.0,"['Comedy', 'Drama']",,895904.0,895904.0,2,27 May 1987,tt0042509,The Glass Menagerie,107,Drama,25419576.96,44166469.0,435,103,1994-10-30,368399.6660869565,72.50130434782608,0.7642797101449276,194.13135593220338,860.2173913043479,1987-01-01,2,Comedy,Drama,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,24379,24379,The Goodbye Girl,111.0,"['Richard Dreyfuss', 'Marsha Mason', 'Quinn Cummings']",['Herbert Ross'],"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",Bogart Slept Here,0.0,"['contentRating: PG', 'actor:', '{', '@type: Person', 'url: /name/nm0940946/', 'name: Joanne Woodward', '}', '{', '@type: Person', 'url: /name/nm0000518/', 'name: John Malkovich', '}', '{', '@type: Person', 'url: /name/nm0000261/', 'name: Karen Allen', '}', '{', '@type: Person', 'url: /name/nm0622553/', 'name: James Naughton', '}']",,102000000.0,,2,30 November 1977,tt0076095,The Goodbye Girl,111,"Comedy,Drama,Romance",11456076.0,0.0,188,23,1993-02-14,424299.11111111107,43.60185185185186,0.7927407407407406,,1592.0,1977-01-01,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,22536,22536,The Graduate,106.0,"['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross']",['Mike Nichols'],"The Galaxy - 8917 Sunset Blvd, West Hollywood, California, USA",The Graduate,0.0,"['Comedy', 'Drama', 'Romance']",3000000.0,104945305.0,105015008.0,2,21 December 1967,tt0061722,The Graduate,106,"Comedy,Drama,Romance",17834908.0,28100157.0,380,24,2002-03-17,349704.0784313725,54.49549019607842,0.7424843137254905,268.6078431372549,1075.078431372549,1967-01-01,2,Comedy,Drama,Romance,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
187,26732,26732,The History Boys,109.0,"['Richard Griffiths', 'Frances de la Tour', 'Clive Merrison']",['Nicholas Hytner'],"Bradford, West Yorkshire, England, UK",The History Boys,2.0,"['Comedy', 'Drama', 'Romance']",,2706659.0,13407101.0,4,22 December 2006,tt0464049,The History Boys,109,"Comedy,Drama,Romance",16775002.0,18316947.0,185,10,2006-04-16,671000.08,77.02119999999995,0.964512,176.25,1150.4,2006-01-01,4,Comedy,Drama,Romance,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
188,20722,20722,The Importance of Being Earnest,97.0,"['Rupert Everett', 'Colin Firth', ""Frances O'Connor""]",['Oliver Parker'],"Bluebell Railway, West Sussex, England, UK",The Importance of Being Earnest,0.0,"['Comedy', 'Drama', 'Romance']",15000000.0,8384929.0,18009625.0,2,21 June 2002,tt0044744,The Importance of Being Earnest,95,"Comedy,Drama",8012925.0,18588015.0,189,30,2010-12-19,286175.89285714284,64.5157142857143,0.75625,,740.0,2002-01-01,2,Comedy,Drama,Romance,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
189,5176,5176,The King and I,87.0,"['Miranda Richardson', 'Martin Vidnovic', 'Christiane Noll']",['Richard Rich'],"Burbank, California, USA",The King and I,0.0,"['Comedy', 'Drama', 'Romance']",25000000.0,11993021.0,11993021.0,1,19 March 1999,tt0049408,The King and I,133,"Biography,Drama,Musical",104763449.0,101543566.0,1296,66,1985-06-09,609089.8197674418,75.92412790697672,0.8611418604651166,159.44171779141104,1220.4825581395348,1999-01-01,1,Comedy,Drama,Romance,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
