,Unnamed: 0,title,FILM_runtime,FILM_stars,FILM_directors,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres.1,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_release_year,FILM_mpaa_rating_number,BWAY_relative_gross,GENRE_1,GENRE_2,GENRE_3,GENRE_4,GENRE_5,0,GENRE_Action,GENRE_Adventure,GENRE_Animation,GENRE_Biography,GENRE_Comedy,GENRE_Crime,GENRE_Documentary,GENRE_Drama,GENRE_Family,GENRE_Fantasy,GENRE_Horror,GENRE_Music,GENRE_Musical,GENRE_Mystery,GENRE_Romance,GENRE_Sport,GENRE_Thriller,GENRE_War,GENRE_Western
0,0.0,"'night, Mother",96.0,"['Sissy Spacek', 'Anne Bancroft', 'Ed Berke']",['Tom Moore'],"'night, Mother",1.0,['Not found'],5237456.983274471,441863.0,441863.0,3.0,29 January 1987,tt0090556,"'night, Mother",96,"['contentRating: PG-13', 'actor: [', '{', '@type: Person', 'url: /name/nm0000651/', 'name: Sissy Spacek', '}', '{', '@type: Person', 'url: /name/nm0000843/', 'name: Anne Bancroft', '}', '{', '@type: Person', 'url: /name/nm0075303/', 'name: Ed Berke', '}', '{', '@type: Person', 'url: /name/nm0730306/', 'name: Carol Robbins', '}']",2011480.0,7329105.0,65.0,26.0,2004-10-24 00:00:00,52.46999999999999,0.3994666666666665,86.25,1078.0,1987-01-01 00:00:00,3.0,0.2744509732088707,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,13,104.03911352138626,"['Ismo Kallio', 'Seija Lampila', 'Lasse Liemola']",['Aarre Elo'],Not found,0.0,['Not found'],15115293.248604914,33744643.47210472,59254017.99328326,0.0,18 January 1966,tt0798817,13,91,Not found,4436369.0,12660172.0,105.0,22.0,2008-09-21 00:00:00,58.883125,0.5487625,198.5,1042.0,1966-01-01 00:00:00,0.0,0.3504193307958217,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2.0,1776,141.0,"['William Daniels', 'Howard Da Silva', 'Ken Howard']",['Peter H. Hunt'],1776,1.0,"['Drama', 'Family', 'History', 'Musical']",4000000.0,26285523.61550375,31111346.339796104,1.0,17 November 1972,tt0068156,1776,141,"['Drama', 'Family', 'History', 'Musical']",13667789.0,29237441.0,333.0,34.0,1997-07-20 00:00:00,40.464565217391296,0.7918021739130439,72.06521739130434,1351.1739130434785,1972-01-01 00:00:00,1.0,0.4674755564278009,Drama,Family,History,Musical,,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
3,3.0,1984,90.0,"[""Edmond O'Brien"", 'Michael Redgrave', 'Jan Sterling']",['Michael Anderson'],1984,0.0,"['Drama', 'Sci-Fi']",15139210.376180746,34352068.8822768,60397011.74749997,0.0,September 1956,tt0048918,1984,90,"['Drama', 'Sci-Fi']",6859820.120000001,15831077.0,125.0,38.0,2017-05-21 00:00:00,61.16190476190476,0.7138857142857142,249.0,970.0,1956-01-01 00:00:00,0.0,0.4333135465136074,Drama,Sci-Fi,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,4.0,42nd Street,154.0,"['Jamie Ross', 'Elizabeth Allen', 'Clare Leach']",['Mark Bramble'],Not found,0.0,['Not found'],1.0,50383953.0086313,85138855.0746542,0.0,1 November 2020,tt0024034,42nd Street,89,"['actor: [', '{', '@type: Person', 'url: /name/nm0743494/', 'name: Jamie Ross', '}', '{', '@type: Person', 'url: /name/nm0020490/', 'name: Elizabeth Allen', '}', '{', '@type: Person', 'url: /name/nm1040636/', 'name: Clare Leach', '}', '{', '@type: Person', 'url: /name/nm0714077/', 'name: Lee Roy Reams', '}']",178252977.0,204319435.0,3028.0,31.0,1985-06-09 00:00:00,45.022109375000035,0.7031236979166672,99.01658163265341,1720.96875,2020-01-01 00:00:00,0.0,0.8724230125244816,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5.0,9 to 5,103.63291779804666,,,,0.07708545118620147,['nan'],15084988.223516475,37588437.056198746,65117048.64355151,0.0,,tt8074758,9 to 5,\N,,15231411.0,30597053.0,148.0,24.0,2009-04-12 00:00:00,69.74318181818181,0.7998727272727273,300.0,1611.0,1984-01-01 00:00:00,0.0,0.4978064717539954,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6.0,A Bronx Tale,121.0,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato']",['Robert De Niro'],A Bronx Tale,0.0,"['Crime', 'Drama', 'Romance']",22000000.0,17287898.0,17287898.0,4.0,1 October 1993,tt0106489,A Bronx Tale,121,"['Crime', 'Drama', 'Romance']",68722968.43999995,84757024.0,700.0,28.0,2016-11-06 00:00:00,100.18391304347828,0.8986597826086953,246.2391304347826,1044.0,1993-01-01 00:00:00,4.0,0.8108232827995465,Crime,Drama,Romance,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7,7.0,A Chorus Line,120.0,"['Christine Achico', 'Sheldon Chaney', 'Mariano Foulquie']","['Rennie Cowan', 'Chance Taylor']",Not found,0.0,['Not found'],25000.0,21958315.975512706,41898318.39590812,0.0,15 May 2015,tt0088915,A Chorus Line,113,"['actor: [', '{', '@type: Person', 'url: /name/nm9869979/', 'name: Christine Achico', '}', '{', '@type: Person', 'url: /name/nm8350721/', 'name: Sheldon Chaney', '}', '{', '@type: Person', 'url: /name/nm4685954/', 'name: Mariano Foulquie', '}', '{', '@type: Person', 'url: /name/nm7466499/', 'name: Sarah J. Halstead', '}']",106462964.0,78772513.0,2799.0,18.0,1985-06-09 00:00:00,42.893915492957724,0.6450270422535216,280.6375,1352.456338028169,2015-01-01 00:00:00,0.0,1.3515242810648938,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8.0,A Christmas Carol,96.0,"['Jim Carrey', 'Gary Oldman', 'Colin Firth']",['Robert Zemeckis'],A Christmas Carol: An IMAX 3D Experience,0.0,"['Animation', 'Drama', 'Family', 'Fantasy']",200000000.0,137855863.0,325286646.0,2.0,6 November 2009,tt0029992,A Christmas Carol,69,"['Animation', 'Drama', 'Family', 'Fantasy']",9227943.83,8228171.0,119.0,19.0,1991-12-22 00:00:00,73.53444444444446,0.8741722222222221,286.9,1102.111111111111,2009-01-01 00:00:00,2.0,1.1215060831866523,Animation,Drama,Family,Fantasy,,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9,9.0,A Christmas Story,104.40246761534915,Not found,Not found,The Night Before Christmas,0.0,['Not found'],15386457.521708732,32885946.21773153,59938023.20558129,0.0,2 January 2015,tt0085334,A Christmas Story,94,Not found,8633547.0,11751311.0,51.0,15.0,2012-11-11 00:00:00,94.0925,0.8903125,229.25,1509.5,2015-01-01 00:00:00,0.0,0.7346879850256708,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10.0,A Day in the Death of Joe Egg,150.0,"['Eddie Izzard', 'Victoria Hamilton', 'Prunella Scales']",['Robin Lough'],Not found,0.0,['Not found'],15325564.934194835,31476198.88123689,57244694.98216976,0.0,13 March 2002,tt0068450,A Day in the Death of Joe Egg,106,"['actor: [', '{', '@type: Person', 'url: /name/nm0412850/', 'name: Eddie Izzard', '}', '{', '@type: Person', 'url: /name/nm0358200/', 'name: Victoria Hamilton', '}', '{', '@type: Person', 'url: /name/nm0768795/', 'name: Prunella Scales', '}', '{', '@type: Person', 'url: /name/nm0912353/', 'name: John Warnaby', '}']",2874477.0,4329000.0,69.0,24.0,2003-03-16 00:00:00,45.175,0.9180166666666668,65.0,740.0,2002-01-01 00:00:00,0.0,0.6640048510048511,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11.0,A Delicate Balance,133.0,"['Katharine Hepburn', 'Paul Scofield', 'Lee Remick']",['Tony Richardson'],Balansgång,1.0,['Not found'],15675099.942962345,33741097.38132614,63469900.96304795,2.0,April 1976,tt0069958,A Delicate Balance,133,"['contentRating: PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0000031/', 'name: Katharine Hepburn', '}', '{', '@type: Person', 'url: /name/nm0006890/', 'name: Paul Scofield', '}', '{', '@type: Person', 'url: /name/nm0001665/', 'name: Lee Remick', '}', '{', '@type: Person', 'url: /name/nm0003679/', 'name: Kate Reid', '}']",18418588.0,19203192.0,293.0,63.0,1996-03-31 00:00:00,68.69288888888886,0.8409111111111109,160.42222222222222,968.2,1976-01-01 00:00:00,2.0,0.9591420009756711,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.0,A Doll's House,144.0,"['Hattie Morahan', 'Dominic Rowan', 'Steve Toussaint']",['Robert Delamere'],Not found,0.0,['Not found'],15533715.095316952,30950029.994863514,57980494.49143577,0.0,2012,tt0007867,A Doll's House,50,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0602455/', 'name: Hattie Morahan', '}', '{', '@type: Person', 'url: /name/nm0746393/', 'name: Dominic Rowan', '}', '{', '@type: Person', 'url: /name/nm0869750/', 'name: Steve Toussaint', '}']",6495976.0,4264180.0,150.0,8.0,1997-03-30 00:00:00,44.68304347826087,0.8914608695652173,60.0,1018.0,2012-01-01 00:00:00,0.0,1.5233822212007937,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13.0,A Few Good Men,138.0,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore']",['Rob Reiner'],A Few Good Men,4.0,"['Drama', 'Thriller']",41000000.0,141340178.0,243240178.0,4.0,11 December 1992,tt0104257,A Few Good Men,138,"['Drama', 'Thriller']",7729208.0,0.0,497.0,15.0,1989-11-05 00:00:00,23.665692307692307,0.6400784615384616,,997.0,1992-01-01 00:00:00,4.0,inf,Drama,Thriller,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14,14.0,A Funny Thing Happened on the Way to the Forum,99.0,"['Zero Mostel', 'Phil Silvers', 'Buster Keaton']",['Richard Lester'],A Funny Thing Happened on the Way to the Forum,0.0,"['Comedy', 'Musical']",2000000.0,17171663.90920081,27474258.45007441,0.0,16 October 1966,tt0060438,A Funny Thing Happened on the Way to the Forum,99,"['Comedy', 'Musical']",48856284.0,26816104.0,715.0,35.0,1996-03-24 00:00:00,51.99308510638297,0.7623734042553194,70.0,1617.0,1966-01-01 00:00:00,0.0,1.8219008995490171,Comedy,Musical,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,15.0,A Life in the Theatre,104.16726394214031,"['Peter Evans', 'Ellis Rabb']","['Kirk Browning', 'Gerald Gutierrez']",Not found,0.0,"['Comedy', 'Drama']",15113530.954016745,33142889.88904058,58287082.47462821,0.0,3 October 1979,tt0199716,A Life in the Theatre,\N,"['Comedy', 'Drama']",2583745.0,9775872.0,56.0,24.0,2010-09-26 00:00:00,57.937,0.5342100000000001,250.0,1071.0,1979-01-01 00:00:00,0.0,0.2642981618417262,Comedy,Drama,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,16.0,A Little Night Music,124.0,"['Elizabeth Taylor', 'Diana Rigg', 'Len Cariou']",['Harold Prince'],A Little Night Music,0.0,"['Comedy', 'Musical', 'Romance']",15711488.319701254,40155498.159801066,73909709.27696575,2.0,21 May 1980,tt0076319,A Little Night Music,124,"['Comedy', 'Musical', 'Romance']",38606667.0,50154705.0,425.0,20.0,2009-11-29 00:00:00,103.69017857142862,0.8901464285714286,325.39285714285717,931.0,1980-01-01 00:00:00,2.0,0.7697516514153557,Comedy,Musical,Romance,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17,17.0,A Man for All Seasons,150.0,"['Charlton Heston', 'Vanessa Redgrave', 'John Gielgud']",['Charlton Heston'],Un hombre de dos reinos,1.0,['Not found'],15275822.68664716,32135346.41749668,57914191.39535308,0.0,21 December 1988,tt0060665,A Man for All Seasons,120,"['actor: [', '{', '@type: Person', 'url: /name/nm0000032/', 'name: Charlton Heston', '}', '{', '@type: Person', 'url: /name/nm0000603/', 'name: Vanessa Redgrave', '}', '{', '@type: Person', 'url: /name/nm0000024/', 'name: John Gielgud', '}', '{', '@type: Person', 'url: /name/nm0426062/', 'name: Richard Johnson', '}']",3612196.0,6882891.0,73.0,29.0,2008-09-14 00:00:00,55.903571428571425,0.8537142857142858,111.5,739.2857142857142,1988-01-01 00:00:00,0.0,0.5248079622356362,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18.0,A Midsummer Night's Dream,171.0,"['Meera Syal', 'Ankur Bahl', 'Maggie Bain']","['Emma Rice', 'Ian Russell']",Shakespeare's Globe: A Midsummer Night's Dream,0.0,['Not found'],15259833.318121098,31975216.00712693,57539844.29794173,0.0,23 April 2020,tt0026714,A Midsummer Night's Dream,133,"['actor: [', '{', '@type: Person', 'url: /name/nm0842934/', 'name: Meera Syal', '}', '{', '@type: Person', 'url: /name/nm6061471/', 'name: Ankur Bahl', '}', '{', '@type: Person', 'url: /name/nm2835896/', 'name: Maggie Bain', '}', '{', '@type: Person', 'url: /name/nm4222331/', 'name: Nandi Bhebhe', '}']",2731254.0,5933490.0,65.0,13.0,1996-03-24 00:00:00,40.54,0.6046699999999999,65.0,1448.0,2020-01-01 00:00:00,0.0,0.4603115535713383,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19.0,A Month in the Country,124.0,"['Richard Briers', 'Eleanor Bron', 'Phyllis Calvert']",['Bill Hays'],Not found,0.0,['Not found'],15383240.354207875,30508389.72490543,56145862.43276104,0.0,14 April 1985,tt0093562,A Month in the Country,96,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0001972/', 'name: Richard Briers', '}', '{', '@type: Person', 'url: /name/nm0111376/', 'name: Eleanor Bron', '}', '{', '@type: Person', 'url: /name/nm0130829/', 'name: Phyllis Calvert', '}', '{', '@type: Person', 'url: /name/nm0153182/', 'name: Ian Charleson', '}']",1407371.0,399200.0,55.0,24.0,1995-04-09 00:00:00,36.76199999999999,0.9736300000000002,55.0,499.0,1985-01-01 00:00:00,0.0,3.525478456913828,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20.0,A Month of Sundays,104.86019621683953,Not found,Not found,Not found,0.0,['Not found'],15325109.029592607,30567645.97710747,55801402.12779543,0.0,Not found,tt0184747,A Month of Sundays,\N,Not found,132421.0,0.0,4.0,19.0,1987-04-05 00:00:00,16.95,0.3601666666666666,,954.0,1984-01-01 00:00:00,0.0,inf,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21.0,A Moon for the Misbegotten,134.0,"['Jason Robards', 'Colleen Dewhurst', 'Ed Flanders']","['José Quintero', 'Gordon Rigsby']",Ena feggari gia tous katatregmenous,0.0,['Not found'],15420659.609310592,33477629.73181331,61133628.34081386,0.0,27 May 1975,tt0073404,A Moon for the Misbegotten,134,"['actor: [', '{', '@type: Person', 'url: /name/nm0001673/', 'name: Jason Robards', '}', '{', '@type: Person', 'url: /name/nm0223157/', 'name: Colleen Dewhurst', '}', '{', '@type: Person', 'url: /name/nm0281130/', 'name: Ed Flanders', '}', '{', '@type: Person', 'url: /name/nm0568153/', 'name: Edwin McDonough', '}']",11266767.0,14967823.0,191.0,28.0,2000-03-12 00:00:00,61.375714285714295,0.8492392857142856,141.30357142857142,974.4642857142856,1975-01-01 00:00:00,0.0,0.7527325116017206,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22.0,A Raisin in the Sun,131.0,"[""Sean 'Diddy' Combs"", 'Sanaa Lathan', 'Audra McDonald']",['Kenny Leon'],A Raisin in the Sun,1.0,['Not found'],15822434.08654624,34437569.2214863,65684701.37762761,3.0,25 February 2008,tt0055353,A Raisin in the Sun,128,"['contentRating: PG-13', 'actor: [', '{', '@type: Person', 'url: /name/nm0004835/', 'name: Sean \\u0027Diddy\\u0027 Combs', '}', '{', '@type: Person', 'url: /name/nm0005125/', 'name: Sanaa Lathan', '}', '{', '@type: Person', 'url: /name/nm0567653/', 'name: Audra McDonald', '}', '{', '@type: Person', 'url: /name/nm0711118/', 'name: Phylicia Rashad', '}']",24194589.0,24244073.0,173.0,59.0,2004-04-04 00:00:00,103.308,0.9496166666666668,217.625,1062.0,2008-01-01 00:00:00,3.0,0.9979589238161426,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23.0,A Steady Rain,105.03992829753204,,,,0.051687299682677164,['nan'],15717451.470393965,32307574.45482797,61517457.82746625,0.0,,tt1477832,A Steady Rain,\N,,15168742.0,12877567.0,80.0,21.0,2009-09-13 00:00:00,139.0592307692308,1.0090076923076925,375.0,1071.0,1984-01-01 00:00:00,0.0,1.1779198663846984,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24.0,A Streetcar Named Desire,156.0,"['Jessica Lange', 'Alec Baldwin', 'John Goodman']",['Glenn Jordan'],A Streetcar Named Desire,0.0,['Not found'],15157251.408518665,37525469.22409675,65562195.21630462,0.0,29 October 1995,tt0044081,A Streetcar Named Desire,122,"['actor: [', '{', '@type: Person', 'url: /name/nm0001448/', 'name: Jessica Lange', '}', '{', '@type: Person', 'url: /name/nm0000285/', 'name: Alec Baldwin', '}', '{', '@type: Person', 'url: /name/nm0000422/', 'name: John Goodman', '}', '{', '@type: Person', 'url: /name/nm0000178/', 'name: Diane Lane', '}']",16848444.0,31144189.0,399.0,108.0,1988-02-21 00:00:00,43.26621212121213,0.7408621212121214,107.28365384615385,988.1818181818179,1995-01-01 00:00:00,0.0,0.5409819469050872,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25.0,A Tale of Two Cities,162.0,"['Chris Sarandon', 'Peter Cushing', 'Kenneth More']",['Jim Goddard'],Hallmark Hall of Fame: A Tale of Two Cities (#30.1),1.0,"['Drama', 'History', 'Romance', 'War']",15159746.952700153,33447845.889359534,59118884.90507989,0.0,2 December 1980,tt0008652,A Tale of Two Cities,70,"['Drama', 'History', 'Romance', 'War']",4655502.0,11768674.0,60.0,33.0,2008-08-24 00:00:00,60.2375,0.5903999999999999,237.25,1420.0,1980-01-01 00:00:00,0.0,0.3955842433905468,Drama,History,Romance,War,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
26,26.0,0,0.0,0,0,0,0.0,['0'],0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27.0,A Time to Kill,149.0,"['Matthew McConaughey', 'Sandra Bullock', 'Samuel L. Jackson']",['Joel Schumacher'],A Time to Kill,1.0,"['Crime', 'Drama', 'Thriller']",40000000.0,108766007.0,152266007.0,4.0,24 July 1996,tt0117913,A Time to Kill,149,"['Crime', 'Drama', 'Thriller']",1720560.0,4987525.0,33.0,23.0,2013-09-29 00:00:00,56.20375,0.7423249999999999,223.0,802.0,1996-01-01 00:00:00,4.0,0.3449727069037248,Crime,Drama,Thriller,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
28,28.0,A Touch of the Poet,142.0,"['Donald Moffat', 'Robert Phalen', 'Roberta Maxwell']","['Kirk Browning', 'Stephen Porter']",To aggigma tou poiiti,0.0,['Not found'],15317974.499839807,31783933.67333149,57675146.96470833,0.0,24 April 1974,tt0204692,A Touch of the Poet,142,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0595567/', 'name: Donald Moffat', '}', '{', '@type: Person', 'url: /name/nm0679606/', 'name: Robert Phalen', '}', '{', '@type: Person', 'url: /name/nm0561809/', 'name: Roberta Maxwell', '}', '{', '@type: Person', 'url: /name/nm0545408/', 'name: Nancy Marchand', '}']",3609646.0,5704515.0,58.0,32.0,2005-11-13 00:00:00,52.35999999999999,0.7562916666666668,86.25,1008.0,1974-01-01 00:00:00,0.0,0.6327700076167737,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29.0,A Tuna Christmas,104.82691569560473,"['Joe Sears', 'Jaston Williams']",['Ed Howard'],Not found,0.0,['Not found'],15344015.187218565,30521091.549921304,55870195.0314816,1.0,5 September 1996,tt0424517,A Tuna Christmas,\N,"['contentRating: G', 'actor: [', '{', '@type: Person', 'url: /name/nm0780769/', 'name: Joe Sears', '}', '{', '@type: Person', 'url: /name/nm0929588/', 'name: Jaston Williams', '}']",465078.0,0.0,20.0,8.0,1994-12-11 00:00:00,33.254999999999995,0.6012,,787.0,1996-01-01 00:00:00,1.0,inf,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30.0,A Walk in the Woods,104.95680351031777,"['Robert Prosky', 'Sam Waterston']",['Kirk Browning'],Not found,0.0,['Not found'],15406385.439427065,30367511.355683684,56097138.593491,0.0,1988,tt0461713,A Walk in the Woods,\N,"['actor: [', '{', '@type: Person', 'url: /name/nm0698764/', 'name: Robert Prosky', '}', '{', '@type: Person', 'url: /name/nm0001832/', 'name: Sam Waterston', '}']",1562493.0,0.0,137.0,21.0,1988-02-14 00:00:00,21.60200000000001,0.598895,,768.0,1988-01-01 00:00:00,0.0,inf,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31.0,Abe Lincoln in Illinois,110.0,"['Raymond Massey', 'Gene Lockhart', 'Ruth Gordon']",['John Cromwell'],Abe Lincoln in Illinois,2.0,"['Biography', 'Drama', 'History']",15393447.343585536,30399370.068910435,56050061.38907002,0.0,19 April 1940,tt0032181,Abe Lincoln in Illinois,110,"['Biography', 'Drama', 'History']",1334845.0,0.0,40.0,27.0,1993-11-07 00:00:00,22.867777777777782,0.7800555555555556,,1087.0,1940-01-01 00:00:00,0.0,inf,Biography,Drama,History,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,32.0,Absurd Person Singular,115.0,"['John Baddeley', 'Cheryl Campbell', 'Michael Gambon']",['Michael A. Simpson'],Not found,0.0,['Not found'],15278794.4821882,31513060.7029599,56950416.85429014,0.0,Not found,tt0088667,Absurd Person Singular,115,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0045969/', 'name: John Baddeley', '}', '{', '@type: Person', 'url: /name/nm0132293/', 'name: Cheryl Campbell', '}', '{', '@type: Person', 'url: /name/nm0002091/', 'name: Michael Gambon', '}', '{', '@type: Person', 'url: /name/nm0378237/', 'name: Nicky Henson', '}']",1816196.0,3956357.0,56.0,29.0,2005-09-25 00:00:00,48.69545454545455,0.6816090909090909,79.0,645.0909090909091,1984-01-01 00:00:00,0.0,0.459057663400952,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33.0,Accent on Youth,77.0,"['Sylvia Sidney', 'Herbert Marshall', 'Phillip Reed']",['Wesley Ruggles'],Com Qual dos Dois?,0.0,"['Comedy', 'Romance']",15239328.906376725,31912013.97573155,57285059.50517631,0.0,23 August 1935,tt0026034,Accent on Youth,77,"['Comedy', 'Romance']",2028775.0,5392449.0,71.0,24.0,2009-04-12 00:00:00,49.28666666666667,0.6758000000000001,95.0,650.0,1935-01-01 00:00:00,0.0,0.3762251622593,Comedy,Romance,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,34.0,Accomplice,104.91443706241144,"['Timothy V. Murphy', 'Jack Hudson']",['Metin Güngör'],Not found,0.0,"['Mystery', 'Thriller']",15370742.242528684,30455278.98385673,55967445.45007721,0.0,2021,tt0038285,Accomplice,68,"['Mystery', 'Thriller']",935345.0,0.0,52.0,23.0,1990-04-08 00:00:00,14.069,0.6765100000000001,,1332.0,2021-01-01 00:00:00,0.0,inf,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35,35.0,Act One,110.0,"['George Hamilton', 'Jason Robards', 'George Segal']",['Dore Schary'],Act One,0.0,"['Biography', 'Drama']",15119402.83942647,33818499.97236989,59402054.59140709,0.0,26 December 1963,tt0056810,Act One,110,"['Biography', 'Drama']",4761068.0,13059800.0,67.0,31.0,2014-03-23 00:00:00,65.42307692307692,0.6822538461538461,,1084.0,1963-01-01 00:00:00,0.0,0.3645590284690424,Biography,Drama,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,36.0,After Midnight,103.11637730190864,"['Conway Tearle', 'Zena Keefe', 'Warren Black']",['Ralph Ince'],Efter midnat,0.0,['Not found'],15229045.773056734,38387667.46584764,67469989.81293276,0.0,10 September 1921,tt0011910,After Midnight,\N,Not found,21234352.0,36088550.0,273.0,18.0,2013-10-20 00:00:00,86.83675675675677,0.8154324324324326,197.0,1034.2162162162165,1921-01-01 00:00:00,0.0,0.5883958208351402,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37.0,After the Fall,128.0,"['Faye Dunaway', 'Christopher Plummer', 'Bibi Andersson']",['Gilbert Cates'],Nach dem Sündenfall,0.0,['Not found'],15339827.538074732,31398841.485360473,57229655.01304132,0.0,10 December 1974,tt0071109,After the Fall,128,"['actor: [', '{', '@type: Person', 'url: /name/nm0001159/', 'name: Faye Dunaway', '}', '{', '@type: Person', 'url: /name/nm0001626/', 'name: Christopher Plummer', '}', '{', '@type: Person', 'url: /name/nm0000761/', 'name: Bibi Andersson', '}', '{', '@type: Person', 'url: /name/nm0182582/', 'name: Mariclare Costello', '}']",2998486.0,4128000.0,53.0,40.0,2004-06-27 00:00:00,52.26166666666668,0.8463583333333333,86.25,729.0,1974-01-01 00:00:00,0.0,0.7263774224806202,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,38.0,"Ah, Wilderness!",90.0,"['Norman Fell', 'Betty Field', 'Helen Hayes']",['Robert Mulligan'],"Hallmark Hall of Fame: Ah, Wilderness! (#8.6)",0.0,['Not found'],15239695.33201516,31806580.16005095,57120733.463757105,0.0,28 April 1959,tt0412306,"Ah, Wilderness!",60,"['actor: [', '{', '@type: Person', 'url: /name/nm0001205/', 'name: Norman Fell', '}', '{', '@type: Person', 'url: /name/nm0275897/', 'name: Betty Field', '}', '{', '@type: Person', 'url: /name/nm0371040/', 'name: Helen Hayes', '}', '{', '@type: Person', 'url: /name/nm0446096/', 'name: Abigail Kellogg', '}']",1721052.0,4895000.0,54.0,30.0,1998-02-22 00:00:00,26.10818181818181,0.7296363636363636,55.0,1077.0,1959-01-01 00:00:00,0.0,0.3515938712972421,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
